code2020,bachelorShare,collegeEnrollShare,students18_24,taxableIncomePerTaxpayerThousandYen,otherVacancyShare
04207,0.15621,,4907,3140.77,0.01851
04208,0.0857,,1481,2645.52,0.05688
04209,0.13679,,3897,2995.83,0.02777
04211,0.14188,,2561,2879.38,0.0415
04212,0.05369,,3479,2481.73,0.05285
04213,0.06573,,3065,2467.24,0.06067
04214,0.07427,,2160,2745.19,0.02505
04215,0.09318,,6250,2673,0.06179
04216,0.17902,,2942,3269.28,
04301,0.05973,,629,2440.94,
04302,0.05241,,91,2165.05,
04321,0.13217,,1145,2718.02,
04322,0.06079,,564,2443.54,
04323,0.11294,,3288,2681.05,
04324,0.05137,,463,2296.05,
04341,0.05198,,654,2467.43,
04361,0.085,,1828,2655.93,
04362,0.07133,,770,2533.57,
04401,0.09725,,734,2563.63,
04404,0.07732,,1238,2782.72,
04406,0.14966,,2522,3086.03,
04421,0.101,,1338,2869.84,
04422,0.04539,,418,2434.67,
04424,0.05282,,268,2498.04,
04444,0.04408,,361,2378.4,
04445,0.05074,,1057,2455.44,
04501,0.06314,,747,2360.48,
04505,0.09507,,1193,2547.7,
04581,0.05891,,345,2825.21,
04606,0.03738,,723,2537.51,
05201,0.14167,,18910,2875.67,0.05015
05202,0.08278,,2142,2483.45,0.1193
05203,0.07586,,3594,2497.09,0.06986
05204,0.07846,,3209,2450.68,0.07463
05206,0.05283,,1285,2333.24,0.13491
05207,0.06779,,1957,2380.1,0.06037
05209,0.06331,,1337,2276.05,0.12954
05210,0.07453,,4169,2501.99,0.061
05211,0.06598,,1772,2374.5,0.07328
05212,0.07235,,3557,2482.01,0.07244
05213,0.06819,,1279,2326.7,0.13296
05214,0.07092,,1097,2660.04,0.0806
05215,0.05545,,999,2318.69,0.14057
05303,0.06221,,221,2403.93,
05327,0.03508,,68,2092.19,
05346,0.04086,,118,2058.57,
05348,0.0486,,766,2244.28,
05349,0.04099,,285,2210.22,
05361,0.06535,,396,2329.14,
05363,0.07147,,287,2383.95,
05366,0.05345,,247,2426.11,
05368,0.15196,,341,2998.95,
05434,0.05312,,872,2271.9,
05463,0.04975,,642,2260.11,
05464,0.02763,,77,2015.38,
06201,0.17142,,16498,3019.47,0.0387
06202,0.1006,,6185,2582.55,0.05158
06203,0.09003,,6652,2511.57,0.06488
06204,0.10033,,4768,2560.21,0.06433
06205,0.09973,,1745,2546.71,0.06592
06206,0.10934,,2039,2627.9,0.04291
06207,0.08938,,1593,2408.09,0.08828
06208,0.08918,,1178,2498.2,0.05012
06209,0.08766,,1259,2513.98,0.0561
06210,0.11102,,2942,2677.24,0.03137
06211,0.09672,,1980,2648.57,0.03514
06212,0.0559,,746,2437.57,0.05495
06213,0.08299,,1512,2564.46,0.06239
06301,0.08006,,830,2535.42,
06302,0.08463,,608,2442.77,
06321,0.10401,,863,2549.33,
06322,0.06276,,248,2370.78,
06323,0.05388,,327,2329.09,
06324,0.06996,,441,2438.64,
06341,0.06999,,341,2433.66,
06361,0.04767,,267,2317.58,
06362,0.04706,,380,2355.32,
06363,0.05005,,233,2307.89,
06364,0.05292,,482,2226.23,
06365,0.0374,,160,2181.21,
06366,0.04443,,172,2300.25,
06367,0.02982,,217,2120.78,
06381,0.06397,,1077,2387.17,
06382,0.05868,,666,2347.2,
06401,0.06949,,385,2392.79,
06402,0.06693,,663,2336.15,
06403,0.0482,,292,2385.4,
06426,0.07125,,311,2408.25,
06428,0.05957,,959,2270.28,
06461,0.05406,,565,2254.83,
07201,0.14201,,16631,3044.44,0.05328
07202,0.1027,,6661,2741.11,0.05782
07203,0.13022,,19075,3012.43,0.04295
07204,0.10456,,16515,2974.47,0.05504
07205,0.1059,,2980,2868.01,0.05656
07207,0.09484,,3962,2709.42,0.03934
07208,0.07276,,2298,2446.7,0.10255
07209,0.09292,,1752,2947.25,0.06958
07210,0.07262,,2959,2599.15,0.08801
07211,0.04897,,2110,2539,0.06991
07212,0.08413,,2861,3071.59,0.07454
07213,0.06993,,3312,2560.89,0.06237
07214,0.08002,,1647,2633.95,0.05484
07301,0.07573,,654,2583.24,
07303,0.06529,,487,2516.58,
07308,0.05061,,617,2538.22,
07322,0.04849,,445,2522.17,
07342,0.07889,,652,2603.51,
07344,0.05049,,293,2468.46,
07362,0.04776,,274,2367.97,
07364,0.10565,,6,2364.74,
07367,0.06671,,173,2503.94,
07368,0.07522,,673,2528.24,
07402,0.07367,,119,2261.51,
07405,0.05192,,281,2310.52,
07407,0.06573,,159,2606.55,
07408,0.08087,,746,2402.68,
07421,0.07753,,761,2536.29,
07422,0.08429,,162,2686.43,
07423,0.04297,,174,2291.04,
07444,0.06236,,58,2351.64,
07445,0.05709,,66,2396.05,
07446,0.05664,,15,2365.74,
07447,0.06962,,984,2414.06,
07461,0.10108,,920,2744.14,
07464,0.06783,,350,2600.15,
07465,0.05855,,277,2554.26,
07466,0.08867,,890,2575.49,
07481,0.07304,,698,2769.37,
07482,0.04645,,248,2514.98,
07483,0.04901,,405,2612.43,
07484,0.03691,,192,2490.96,
07501,0.0724,,1058,2472.54,
07502,0.0478,,355,2394.64,
07503,0.0335,,307,2414.39,
07504,0.05701,,327,2604.69,
07505,0.04101,,261,2457.38,
07521,0.07754,,991,2588.04,
07522,0.0536,,575,2476.95,
07541,0.08669,,303,3101.69,
07542,0.07616,,399,3091.89,
07543,0.11285,,778,3450.14,
07544,0.04949,,89,2789.75,
07545,0.10001,,467,3975.93,
07546,0.10858,,276,3339.96,
07547,0.08048,,847,3169.13,
07548,0.04063,,76,4068.55,
07561,0.06737,,386,2627.1,
07564,0.03231,,229,3025.55,
08201,0.18911,,15290,3346.35,0.04839
08202,0.14793,,10387,3220.16,0.04583
08203,0.18687,,7701,3178.31,0.04766
08204,0.11521,,7866,2868.22,0.04908
08205,0.11786,,4204,2833.05,0.06355
08207,0.09931,,2525,2797.97,0.04085
08208,0.20218,,6035,3154.91,0.0395
08210,0.09877,,2180,2765.47,0.04508
08211,0.09261,,3196,2757.95,0.04301
08212,0.10737,,2998,2844.28,0.07895
08214,0.10093,,1366,2730.93,0.0622
08215,0.07915,,2121,2780.6,0.07508
08216,0.11383,,4109,2742.35,0.06446
08217,0.22119,,6061,3097.06,0.05859
08219,0.23534,,4542,3359.28,0.03841
08220,0.26201,,18295,3929.29,0.02573
08221,0.1609,,7580,3277.84,0.04028
08222,0.10188,,2633,3090.78,0.06558
08223,0.08699,,1554,2806.41,0.06868
08224,0.29342,,3920,3742.86,0.02391
08225,0.0811,,2067,2647.68,0.08681
08226,0.11695,,2702,2874.31,0.05308
08227,0.096,,5168,2751.25,0.05263
08228,0.0644,,2819,2641.92,0.06576
08229,0.07113,,2365,2627.37,0.0956
08230,0.11725,,2111,2916.39,0.05401
08231,0.08685,,2396,2682.51,0.07248
08232,0.083,,3813,3209.6,0.06162
08233,0.06358,,1641,2682.2,0.05374
08234,0.06865,,2086,2669.61,0.05597
08235,0.1995,,2301,3214.15,0.06013
08236,0.08809,,2666,2844.56,0.06417
08302,0.08326,,1601,2696.24,
08309,0.09077,,760,2666.32,
08310,0.07582,,1123,2584.75,
08341,0.18324,,1676,3383.17,
08364,0.05242,,765,2343.55,
08442,0.0922,,856,3115.68,
08443,0.15977,,3198,3028.29,
08447,0.06656,,601,2608.04,
08521,0.05728,,1145,2658.66,
08542,0.08955,,525,3005.75,
08546,0.07182,,1343,2719.22,
08564,0.17085,,826,2703.08,
09201,0.18002,,24836,3393.15,0.04274
09202,0.12045,,7507,2882.54,0.07685
09203,0.11096,,8137,2864.81,0.05981
09204,0.10949,,5632,2835.34,0.07467
09205,0.10388,,4892,2814.35,0.07496
09206,0.09987,,3980,2643.46,0.07816
09208,0.15079,,9543,3152.74,0.05799
09209,0.11223,,3707,2848.72,0.03625
09210,0.11128,,5372,2846.57,0.04455
09211,0.12965,,1734,2794.33,0.06859
09213,0.11771,,5082,2889.3,0.05477
09214,0.14614,,2092,2952.45,0.0305
09215,0.0903,,1301,2635.3,0.0652
09216,0.18377,,4132,3573.75,0.03259
09301,0.11055,,1843,3146.44,
09342,0.09883,,1169,2657.07,
09343,0.0964,,721,2598.91,
09344,0.10342,,598,2895.98,
09345,0.09946,,638,2819.18,
09361,0.11838,,2329,3050.76,
09364,0.17824,,1562,3088.21,
09384,0.08007,,592,2557.48,
09386,0.1743,,1499,3175.05,
09407,0.09481,,1294,2541.91,
09411,0.07508,,849,2557.97,
10201,0.16296,,19104,3211.15,0.05916
10202,0.17019,,21187,3300.29,0.05173
10203,0.11104,,6679,2909.83,0.07057
10204,0.12973,,11284,2928.59,0.04262
10205,0.13633,,10194,3087.99,0.04944
10206,0.09429,,2346,2673.32,0.08568
10207,0.14107,,3995,2953.28,0.0468
10208,0.10813,,4175,2765.34,0.07053
10209,0.1176,,3712,2748.18,0.06056
10210,0.0977,,2428,2792.48,0.09669
10211,0.11445,,2948,2868.42,0.13493
10212,0.10534,,2535,2818.35,0.06412
10344,0.09878,,776,2756.03,
10345,0.12471,,1022,2911.1,
10366,0.10818,,27,2166.03,
10367,0.05121,,45,2282.28,
10382,0.05531,,376,2462.32,
10383,0.0304,,47,2212.04,
10384,0.07886,,744,2670.64,
10421,0.09965,,887,2576.92,
10424,0.10734,,235,2780.6,
10425,0.09507,,400,2995.02,
10426,0.1006,,181,2283.23,
10428,0.05205,,196,2407.6,
10429,0.08633,,760,2572.86,
10443,0.06553,,252,2323.78,
10444,0.06358,,153,2527.43,
10448,0.05461,,344,2871.16,
10449,0.07912,,1031,2457.26,
10464,0.13297,,2959,2832.93,
10521,0.11412,,1070,2795.37,
10522,0.13778,,610,2794.62,
10523,0.09413,,593,2709.44,
10524,0.14132,,1909,2757.12,
10525,0.1106,,1356,2820.84,
11100,0.26452,,83081,3809.35,0.02779
11201,0.18895,,23047,3261.7,0.01157
11202,0.15846,,13599,3145.45,0.06719
11203,0.1879,,30794,3352.44,0.0214
11206,0.13905,,5492,2924.82,0.05026
11207,0.09127,,3628,2753.07,0.08353
11208,0.23426,,23251,3456.31,0.02661
11209,0.16402,,6366,3104.52,0.05661
11210,0.13224,,7778,2947.57,0.047
11211,0.12968,,4854,2946.2,0.07203
11212,0.19162,,8165,3092.59,0.03541
11214,0.16421,,14197,3026.22,0.03101
11215,0.18818,,9366,3089.24,0.04049
11216,0.12848,,3344,2934.21,0.04998
11217,0.19094,,8188,3155.62,0.04236
11218,0.13177,,8739,2987.6,0.06781
11219,0.20182,,13673,3242.84,0.02981
11221,0.16399,,14716,3225.45,0.02476
11222,0.18357,,20515,3327.28,0.03201
11223,0.22085,,4220,3284,0.06005
11224,0.2183,,7924,3558.02,0.01613
11225,0.17988,,10748,3162.24,0.03017
11227,0.23543,,8923,3558,0.02382
11228,0.25311,,4705,3594.95,0.03666
11229,0.29564,,4726,3685.49,0.05034
11230,0.2037,,10229,3335.14,0.028
11231,0.19057,,4655,3218.55,0.03763
11232,0.18175,,10429,3164.94,0.03481
11233,0.18662,,4459,3104.79,0.03479
11234,0.10815,,4206,3168.64,0.03159
11235,0.20231,,6510,3333.65,0.03699
11237,0.1514,,7581,3160.42,0.01903
11238,0.22227,,3591,3266.28,0.05231
11239,0.17895,,7947,3137.2,0.02653
11240,0.14564,,3095,2948.87,0.04331
11241,0.20404,,5310,3222.91,0.0221
11242,0.15573,,3246,2993.1,0.04776
11243,0.14892,,3822,3237.17,0.0261
11245,0.20987,,6914,3378.47,0.03426
11246,0.21274,,3346,3399.03,0.04139
11301,0.19041,,2363,3222.05,
11324,0.18009,,2165,3303.02,
11326,0.12066,,3784,2821.36,
11327,0.13316,,821,2770.32,
11341,0.16022,,844,3143.11,
11342,0.13339,,1080,2871.61,
11343,0.16243,,2291,2869.06,
11346,0.12573,,1395,2839.97,
11347,0.12044,,1543,2817.86,
11348,0.20874,,911,2975.79,
11349,0.09555,,764,2647.18,
11361,0.08699,,511,2786.81,
11362,0.09047,,480,2617.74,
11363,0.08344,,409,2898.72,
11365,0.05982,,645,2477.55,
11369,0.06876,,209,2424.54,
11381,0.07986,,784,2744.19,
11383,0.07684,,885,2565.13,
11385,0.10178,,1893,2716.44,
11408,0.1089,,2160,2708.05,
11442,0.18533,,2827,3039,
11464,0.15223,,2838,3047.69,
11465,0.11739,,2007,2896.64,
12100,0.24163,,58067,3618.68,0.03434
12202,0.07572,,3976,2749.44,0.08063
12203,0.26718,,25340,3770.1,0.04009
12204,0.25589,,35466,3591.31,0.03414
12205,0.10752,,1715,2703.98,0.12067
12206,0.12422,,7096,3222.84,0.05191
12207,0.24052,,27571,3474.13,0.0353
12208,0.14644,,10147,3108.93,0.0474
12210,0.14046,,4857,2945.89,0.08047
12211,0.16743,,6820,3167.61,0.04747
12212,0.23961,,10592,3475.37,0.04422
12213,0.13001,,5070,2866.29,0.0622
12215,0.0744,,3201,2724.6,0.06928
12216,0.30426,,12587,3700.27,0.02938
12217,0.25027,,24962,3544.52,0.02188
12218,0.08983,,2582,2629.06,0.08958
12219,0.13213,,16102,3160.5,0.05358
12220,0.27903,,10616,3645.54,0.02701
12221,0.23156,,10906,3453.32,0.07417
12222,0.2888,,7473,3533.51,0.05008
12223,0.09768,,1517,2809.87,0.1
12224,0.19455,,5833,3219.07,0.0335
12225,0.09683,,4418,3036.16,0.06805
12226,0.07908,,2165,2778.32,0.09322
12227,0.34002,,10749,4622.18,0.01643
12228,0.22291,,4965,3315.41,0.0403
12229,0.12265,,3325,3155.56,0.04442
12230,0.09237,,4603,2748.36,0.06621
12231,0.25148,,7990,3684.52,0.04139
12232,0.26956,,3920,3629.37,0.03306
12233,0.11848,,2675,2806.03,0.05214
12234,0.07579,,1434,2487.29,0.11706
12235,0.06966,,1854,2735.82,0.09868
12236,0.07784,,3764,2740.43,0.06658
12237,0.09179,,3194,2649.97,0.10847
12238,0.09832,,1730,2642.38,0.16118
12239,0.1555,,3130,3123.36,0.07782
12322,0.17825,,1460,2967.05,
12329,0.17119,,1423,2891.41,
12342,0.0945,,350,2745.94,
12347,0.07609,,786,2769.29,
12349,0.05146,,640,2752.17,
12403,0.07555,,825,2616.29,
12409,0.07376,,403,2906.31,
12410,0.0765,,1109,2658.96,
12421,0.13173,,592,2923.77,
12422,0.10006,,342,2589.43,
12423,0.09857,,763,2753.85,
12424,0.08381,,522,2718.24,
12426,0.08902,,366,2806.18,
12427,0.09395,,472,2620.32,
12441,0.07204,,539,2518.8,
12443,0.13977,,261,2554.02,
12463,0.0698,,350,2533.73,
13101,0.36714,,2750,8484.14,0.02554
13102,0.35823,,4328,5950.11,0.01355
13103,0.31287,,8973,10232.19,0.02829
13104,0.27179,,21237,5005.83,0.02081
13105,0.35594,,16226,5748.67,0.01962
13106,0.21406,,8214,4040.68,0.01632
13107,0.19724,,11544,3642.24,0.02967
13108,0.25699,,22092,4081.02,0.00274
13109,0.26644,,17238,4466.27,0.01859
13110,0.30067,,14159,5868.95,0.01974
13111,0.24719,,36255,4114.28,0.01287
13112,0.31076,,58514,5336.07,0.03893
13113,0.29267,,9581,7363.78,0.02015
13114,0.27653,,17511,4049.75,0.01801
13115,0.36238,,32939,4486.11,0.02219
13116,0.2272,,17348,4247.9,0.01931
13117,0.21616,,17921,3558.32,0.0258
13118,0.19623,,10869,3552.22,0.02528
13119,0.21105,,33344,3552.09,0.01808
13120,0.25881,,45988,4082.7,0.01969
13121,0.1375,,36195,3347.07,0.02196
13122,0.16406,,24307,3384.6,0.01902
13123,0.17481,,39625,3527.64,0.02873
13201,0.22809,,55809,3510.09,0.0208
13202,0.20949,,10958,3584.37,0.01851
13203,0.3808,,10112,5012.59,0.024
13204,0.29062,,13265,4310.64,0.01758
13205,0.15071,,8396,3170.5,0.02261
13206,0.28092,,17575,3804.11,0.01239
13207,0.21572,,6656,3325.72,0.02755
13208,0.30323,,16465,4024.31,0.01478
13209,0.26822,,30268,3849.59,0.01089
13210,0.3584,,10930,4114,0.01934
13211,0.28561,,17307,3808.13,0.02296
13212,0.28251,,15227,3674.99,0.01716
13213,0.223,,9861,3437.93,0.02448
13214,0.35199,,9974,4232.19,0.01784
13215,0.31273,,6367,4343.48,0.02209
13218,0.16509,,3559,3112.26,0.02347
13219,0.30066,,5325,3757.66,0.01345
13220,0.20539,,5009,3410.79,0.0166
13221,0.22707,,5007,3337.25,0.01964
13222,0.25641,,7644,3478.84,0.00201
13223,0.13,,4224,3056.52,0.02653
13224,0.28453,,11449,3701.16,0.00663
13225,0.28359,,5698,3962.7,0.01126
13227,0.19045,,3497,3306.72,0.01384
13228,0.1525,,4943,3120.14,0.03336
13229,0.2704,,14928,3828.44,0.01696
13303,0.10495,,2025,3107.23,
13305,0.14519,,906,2898.8,
13307,0.08627,,91,2634.33,
13308,0.08602,,235,2766.63,
13361,0.12429,,382,2936.89,
13362,0.2363,,1,3255.95,
13363,0.11691,,74,2873.87,
13364,0.0957,,54,2908.47,
13381,0.13433,,60,3110.48,
13382,0.23158,,2,3111.56,
13401,0.10746,,254,2924.48,
13402,0.22086,,2,3495.05,
13421,0.20968,,65,3878.06,
14100,0.27869,,233731,3985.37,0.0298
14130,0.26318,,88772,3914.04,0.01806
14150,0.20428,,52258,3334.14,0.03006
14201,0.16211,,25083,3157.71,0.05634
14203,0.19601,,17810,3313.2,0.0267
14204,0.34959,,9368,4503.85,0.05711
14205,0.27582,,27962,3899.56,0.02477
14206,0.18739,,11605,3343.46,0.0346
14207,0.25265,,14549,3699.48,0.05822
14208,0.33351,,3156,4222.08,0.05616
14210,0.11976,,2514,2841.91,0.07886
14211,0.19132,,14844,3193,0.02065
14212,0.20833,,17047,3395.75,0.02125
14213,0.20984,,13114,3443.68,0.03155
14214,0.23404,,7074,3381.55,0.0284
14215,0.23219,,7481,3515.03,0.02162
14216,0.19883,,8108,3193.11,0.0331
14217,0.17209,,2441,3108.74,0.04328
14218,0.14732,,4481,3146.49,0.0197
14301,0.34245,,1741,4233.17,
14321,0.13916,,2784,3116.74,
14341,0.27704,,1820,3834.88,
14342,0.25768,,1806,3433.42,
14361,0.13934,,534,2945.47,
14362,0.16156,,982,3093.77,
14363,0.16131,,695,3129.32,
14364,0.13837,,722,2840.82,
14366,0.20036,,897,3413.57,
14382,0.1279,,491,2771.59,
14383,0.14401,,416,2793.74,
14384,0.13932,,1258,2872.62,
14401,0.10161,,2340,2812.25,
14402,0.12689,,162,2983.56,
15100,0.1441,,50625,2931.82,0.0501
