code2020,bachelorShare,collegeEnrollShare,students18_24,taxableIncomePerTaxpayerThousandYen,otherVacancyShare
14363,0.16131,,695,3203.25,
14364,0.13837,,722,3019.87,
14366,0.20036,,897,3343.74,
14382,0.1279,,491,2660.2,
14383,0.14401,,416,2898.21,
14384,0.13932,,1258,2863.52,
14401,0.10161,,2340,2805.68,
14402,0.12689,,162,3043.84,
15100,0.1441,,50625,2892.08,0.0335
15202,0.11278,,15111,2721.23,0.04243
15204,0.08909,,5019,2614.41,0.04132
15205,0.1107,,4323,2806.94,0.08089
15206,0.09603,,4996,2555.35,0.04196
15208,0.08151,,1601,2481.54,0.04049
15209,0.09054,,1555,2405.53,0.06256
15210,0.07023,,2265,2364.53,0.04932
15211,0.08378,,2003,2400.67,0.03841
15212,0.06261,,3159,2369.28,0.07706
15213,0.09402,,4140,2560.43,0.04835
15216,0.0779,,1659,2513.33,0.09138
15217,0.08167,,1608,2579.07,0.06159
15218,0.06507,,2553,2277.22,0.08382
15222,0.1032,,9253,2781.25,0.04809
15223,0.05779,,2297,2358.36,0.04535
15224,0.0878,,2173,2418.52,0.13509
15225,0.06724,,1694,2445.26,0.05147
15226,0.08341,,3474,2459.49,0.02874
15227,0.067,,1394,2430.01,0.05719
15307,0.05097,,889,2412.52,
15342,0.08098,,437,2423.56,
15361,0.09028,,785,2432.92,
15385,0.04302,,447,2277.9,
15405,0.07204,,196,2289.84,
15461,0.1122,,357,2499.58,
15482,0.06953,,418,2374.99,
15504,0.09754,,199,2983.58,
15581,0.04247,,286,2340.45,
15586,0.09524,,8,2802.91,
16201,0.17149,,22940,2952.09,0.04568
16202,0.15172,,7777,2711.15,0.06176
16204,0.12228,,1901,2720.81,0.06966
16205,0.10359,,1967,2504.83,0.08655
16206,0.14984,,1527,2710.67,0.06624
16207,0.15029,,1670,2749.19,0.0722
16208,0.15783,,2183,2701.85,0.03683
16209,0.12938,,1464,2541.05,0.07422
16210,0.12698,,2192,2474.23,0.02836
16211,0.15466,,4886,2742.41,0.05153
16321,0.20712,,177,3095.33,
16322,0.14279,,1012,2576.38,
16323,0.13708,,1197,2603.44,
16342,0.12241,,1412,2595.22,
16343,0.12262,,614,2555.35,
17201,0.1906,,31351,3161.83,0.04969
17202,0.10025,,2496,2532.13,0.08875
17203,0.14407,,4994,2753.56,0.04433
17204,0.08165,,1529,2395.96,0.11929
17205,0.07279,,455,2416.99,0.125
17206,0.10487,,2805,2489.57,0.08725
17207,0.13358,,1044,2829.59,0.10051
17209,0.12022,,1804,2594.89,0.08253
17210,0.14959,,5868,2783.08,0.03833
17211,0.15237,,2687,2794.03,0.04671
17212,0.19518,,5642,2916.37,
17324,0.18415,,345,2746.41,
17361,0.14225,,2625,2758.26,
17365,0.14198,,1864,2768.44,
17384,0.08577,,787,2480.85,
17386,0.11092,,701,2496.25,
17407,0.09501,,726,2382.28,
17461,0.09516,,398,2536.37,
17463,0.06418,,640,2539.28,
18201,0.18244,,14922,2999.52,0.05608
18202,0.1243,,2867,3041.44,0.05896
18204,0.11706,,1445,2737.54,0.09212
18205,0.1106,,1631,2523.73,0.05731
18206,0.1216,,1206,2511.17,0.0729
18207,0.14016,,3512,2628.93,0.05732
18208,0.13281,,1511,2611.36,0.07916
18209,0.13114,,4479,2678.12,0.06733
18210,0.14747,,5164,2720.94,0.08383
18322,0.16203,,1958,2730.41,
18382,0.09273,,123,2363.71,
18404,0.09944,,615,2511.18,
18423,0.11992,,1129,2491.63,
18442,0.12373,,449,2902.3,
18481,0.09037,,471,2887.31,
18483,0.11241,,339,2895.03,
18501,0.10113,,772,2657.74,
19201,0.19145,,13419,3138.37,0.04427
19202,0.10831,,2847,2837.92,0.04909
19204,0.12344,,4497,2734.22,0.05609
19205,0.15426,,1964,2760.83,0.08827
19206,0.13269,,2107,2842.31,0.10425
19207,0.15228,,1843,2816.57,0.06318
19208,0.13716,,4037,2823.16,0.06005
19209,0.17914,,2401,2719.66,0.08125
19210,0.16591,,4013,2968.29,0.03996
19211,0.13388,,3587,2700.91,0.05764
19212,0.16202,,2706,3095.23,0.06056
19213,0.15764,,1901,2727.36,0.09677
19214,0.1609,,1861,2924.85,0.03043
19346,0.12106,,854,2594.67,
19364,0.10035,,19,2507.79,
19365,0.11444,,702,2570.69,
19366,0.09387,,487,2511.79,
19368,0.10781,,838,2701.56,
19384,0.19295,,906,3146.81,
19422,0.07876,,108,2721.84,
19423,0.10137,,294,2569.36,
19424,0.20507,,352,3481.75,
19425,0.18209,,276,2996.84,
19429,0.14707,,122,2769.98,
19430,0.15209,,1661,2967.76,
19442,0.08787,,31,2613.38,
19443,0.07741,,12,2701.41,
20201,0.16134,,19323,2987.9,0.04876
20202,0.18186,,15246,3029.49,0.05677
20203,0.1517,,8944,2694.14,0.06389
20204,0.13418,,2091,2830.95,0.05707
20205,0.10543,,4417,2695.26,0.06369
20206,0.17718,,2192,2901.28,0.07207
20207,0.12046,,2236,2680.19,0.06133
20208,0.11075,,2205,2598.64,0.05895
20209,0.13446,,3106,2776.24,0.07963
20210,0.13465,,1536,2703.3,0.04269
20211,0.09868,,2064,2582.06,0.05206
20212,0.10648,,1239,2511.56,0.09049
20213,0.08439,,1097,2473.68,0.08435
20214,0.15025,,2720,2700.92,0.03774
20215,0.1628,,3253,2807.16,0.04954
20217,0.13341,,5174,2735.74,0.09037
20218,0.12984,,2985,2645.92,0.05619
20219,0.1281,,1436,2616.01,0.05783
20220,0.13683,,4280,2738.23,0.04878
20303,0.07694,,231,2597.19,
20304,0.0947,,191,2412.68,
20305,0.10824,,134,2699.98,
20306,0.08884,,54,2389.81,
20307,0.09052,,64,2642.82,
20309,0.09422,,566,2523.4,
20321,0.18356,,705,3367.55,
20323,0.14104,,603,2644.94,
20324,0.11786,,336,2560.01,
20349,0.10784,,199,2446.6,
20350,0.09652,,303,2409.76,
20361,0.14749,,811,2782.32,
20362,0.15304,,661,2587.56,
20363,0.15982,,392,2794.57,
20382,0.12263,,938,2628.31,
20383,0.12211,,1208,2652.37,
20384,0.09946,,457,2529.23,
20385,0.14766,,948,2747.5,
20386,0.08522,,273,2526.36,
20388,0.12546,,410,2714.66,
20402,0.08149,,703,2546.16,
20403,0.10538,,501,2594.15,
20404,0.06421,,313,2489.3,
20407,0.07144,,309,2428.67,
20409,0.10526,,22,2337.92,
20410,0.07356,,22,2310.8,
20411,0.07861,,201,2479.17,
20412,0.0772,,28,2261.48,
20413,0.05956,,38,2371.27,
20414,0.06857,,108,2463.29,
20415,0.07687,,245,2496.85,
20416,0.07309,,301,2475.74,
20417,0.08132,,32,2225.39,
20422,0.07146,,217,2562.51,
20423,0.07636,,183,2497.22,
20425,0.06587,,125,2523.73,
20429,0.14496,,47,2436.73,
20430,0.07677,,154,2568.67,
20432,0.09497,,519,2568.8,
20446,0.07247,,131,2504.27,
20448,0.066,,60,2460.22,
20450,0.09596,,410,2619.04,
20451,0.10352,,294,2524.17,
20452,0.0749,,190,2380.89,
20481,0.11405,,473,2625.25,
20482,0.10621,,491,2545.27,
20485,0.18224,,458,2414.7,
20486,0.10869,,94,2312.91,
20521,0.13044,,720,2675.61,
20541,0.12859,,448,2625.46,
20543,0.09001,,460,2431.02,
20561,0.08811,,568,2252.36,
20562,0.09149,,222,2409.98,
20563,0.08503,,173,2204.81,
20583,0.08913,,341,2499.2,
20588,0.07083,,121,2393.85,
20590,0.09453,,563,2631.2,
20602,0.0455,,63,2437.3,
21201,0.19032,,25276,3220.59,0.04801
21202,0.17966,,9025,3040,0.04948
21203,0.10701,,3856,2633.21,0.06797
21204,0.17395,,6689,3050.87,0.0602
21205,0.12169,,5710,2791.73,0.05289
21206,0.09386,,3714,2734.68,0.06469
21207,0.11295,,1074,2709.6,0.07488
21208,0.14467,,2854,2720.4,0.04159
21209,0.13937,,3726,2917.21,0.03759
21210,0.10364,,2467,2677.54,0.06381
21211,0.13332,,2980,2837.3,0.03267
21212,0.12437,,3344,2617.75,0.05924
21213,0.17083,,7757,3047.12,0.02772
21214,0.16135,,5127,3005.22,0.03022
21215,0.09611,,1543,2730.46,0.10195
21216,0.19059,,3624,3059.21,0.02896
21217,0.08144,,971,2552.21,0.09602
21218,0.14324,,2110,2880.13,0.04938
21219,0.0764,,1723,2606.71,0.11069
21220,0.07519,,1389,2507.91,0.07148
21221,0.11741,,2212,2748.49,0.06235
21302,0.16091,,1249,3034.27,
21303,0.15979,,1107,2994.68,
21341,0.1185,,1715,2758.6,
21361,0.14566,,1402,2762.08,
21362,0.12185,,439,2729.37,
21381,0.14257,,1056,2780.4,
21382,0.12336,,477,2771.16,
21383,0.15473,,828,2838.05,
21401,0.12197,,1153,2732.4,
21403,0.12815,,1478,2749.7,
21404,0.14661,,1510,2798.27,
21421,0.16524,,1109,3000.13,
21501,0.11202,,571,2654.23,
21502,0.11136,,295,2607.69,
21503,0.10252,,576,2727.08,
21504,0.06211,,187,2532.18,
21505,0.0897,,596,2669.53,
21506,0.04895,,349,2489.25,
21507,0.04278,,43,2442.19,
21521,0.10367,,1022,2668.72,
21604,0.10345,,51,2919.5,
22100,0.16727,,37948,3168.32,0.03646
22130,0.16075,,38258,3079.12,0.03179
22203,0.16592,,9101,3108.89,0.0354
22205,0.14189,,1430,2865.07,0.05694
22206,0.20872,,6821,3304.01,0.03415
22207,0.13106,,5762,2911.88,0.04627
22208,0.1313,,2426,2606.95,0.05508
22209,0.11984,,4708,2825.66,0.05112
22210,0.15172,,11867,3085.77,0.02978
22211,0.15284,,7692,2881.94,0.03648
22212,0.1279,,6585,2928.13,0.03048
22213,0.14566,,5291,2933.2,0.04724
22214,0.15964,,6844,3028.02,0.03088
22215,0.14292,,3866,3035.92,0.04079
22216,0.13688,,3658,2879.89,0.03315
22219,0.1189,,820,2543.13,0.06027
22220,0.18225,,2297,3139.51,0.03079
22221,0.12831,,2660,2881.19,0.04515
22222,0.11307,,1393,2557.6,0.1153
22223,0.09348,,1436,2730.4,0.03494
22224,0.12487,,2092,2732.15,0.04811
22225,0.13952,,2129,2843.66,0.04291
22226,0.10258,,2138,2709.43,0.0371
22301,0.10845,,506,2317.65,
22302,0.10459,,243,2466.1,
22304,0.09497,,240,2353.17,
22305,0.09539,,209,2388.01,
22306,0.0686,,213,2340.51,
22325,0.14608,,1778,2898.22,
22341,0.16711,,1635,3110.71,
22342,0.22632,,2412,3488.12,
22344,0.14537,,945,2962.65,
22424,0.12117,,1261,2791.28,
22429,0.06434,,269,2515.06,
22461,0.09957,,859,2680.16,
23100,0.21917,,136774,3704.52,0.03584
23201,0.15281,,21292,3175.34,0.04268
23202,0.18492,,20981,3425.94,0.03125
23203,0.16016,,21543,3076.73,0.03128
23204,0.17197,,8799,3125.11,0.04374
23205,0.17144,,6941,3328.65,0.05013
23206,0.20266,,17684,3280.4,0.03351
23207,0.15313,,9365,3007.07,0.04009
23208,0.15527,,3815,3066.06,0.03421
23209,0.12622,,3817,3185.35,0.04229
23210,0.21362,,8318,3519.97,0.0286
23211,0.1573,,25126,3517.56,0.02883
23212,0.18473,,9713,3447.05,0.02843
23213,0.13496,,8916,3255.76,0.01875
23214,0.14787,,5045,3059.62,0.054
23215,0.1845,,4137,3052.87,0.04567
23216,0.15757,,2875,2926.79,0.05848
23217,0.17103,,5937,3086.4,0.03982
23219,0.17392,,8481,3198.22,0.02708
23220,0.18343,,8329,3131.74,0.0305
23221,0.11785,,2444,2812.04,0.08427
23222,0.15177,,5513,3231.34,0.03779
23223,0.22081,,4647,3465.02,0.04032
23224,0.16487,,4606,3238.58,0.03933
23225,0.19877,,3797,3386.96,0.02054
23226,0.23123,,4941,3450.59,0.03902
23227,0.12142,,2333,3131.75,0.02781
23228,0.20219,,2557,3069.26,0.02686
23229,0.18208,,4418,3292.15,0.03485
23230,0.30113,,7561,3991.76,0.035
23231,0.0914,,2835,2936.38,0.06018
23232,0.15085,,3948,2982.17,0.0435
23233,0.19682,,3937,3156.98,0.05908
23234,0.17895,,4169,3129.02,0.03246
23235,0.15487,,2472,3136.94,0.02743
23236,0.22004,,4005,3901.02,
23237,0.1476,,4476,2995.04,
23238,0.33876,,5944,3971.61,
23302,0.23327,,2298,3534.8,
23342,0.14228,,679,2949.39,
23361,0.18087,,1298,3213.92,
23362,0.20288,,1835,3081.9,
23424,0.13509,,1552,3055.76,
23425,0.17794,,2261,3195.19,
23427,0.14498,,265,3429.07,
23441,0.16968,,1375,3213.67,
23442,0.17331,,2971,3277.98,
23445,0.07316,,1153,2804.08,
23446,0.12689,,3291,3004.15,
23447,0.13925,,2432,3114.9,
23501,0.14282,,2117,3243.97,
23561,0.09684,,176,2631.19,
23562,0.07781,,83,2535.03,
23563,0.08747,,15,2631.92,
24201,0.17747,,16941,3161.65,0.06052
24202,0.16302,,15798,3207.97,0.05395
24203,0.13564,,6899,2889.45,0.07907
24204,0.13126,,7637,2938.07,0.05931
24205,0.19669,,7834,3335.86,0.05024
24207,0.13338,,10598,3143.43,0.03479
24208,0.16964,,4719,3039.26,0.05891
24209,0.08919,,629,2708.9,0.16327
24210,0.13634,,2186,2973.94,0.04766
24211,0.08417,,1101,2464.99,0.1524
24212,0.09401,,1010,2637.39,0.19849
24214,0.10914,,2347,2844.57,0.07801
24215,0.06972,,2276,2430.22,0.10027
24216,0.12177,,4567,2784.98,0.07692
24303,0.07889,,418,2697.72,
24324,0.14408,,1322,3134.8,
24341,0.1246,,2099,3116.8,
24343,0.21732,,380,3464.61,
24344,0.15577,,693,3021.29,
24441,0.11007,,657,2796.87,
24442,0.11119,,1035,2797.47,
24443,0.0883,,550,2675.11,
24461,0.10782,,730,2839.27,
24470,0.08446,,392,2623.91,
24471,0.0671,,339,2488.05,
24472,0.05018,,495,2521.08,
24543,0.07503,,553,2632.89,
24561,0.0979,,404,2596.18,
24562,0.06522,,483,2472.79,
25201,0.23201,,22485,3404.75,0.06114
25202,0.16956,,7892,3083.01,0.06945
25203,0.13871,,6646,2876.61,0.07173
25204,0.16876,,4525,3012.81,0.05806
25206,0.24331,,14104,3391.74,0.03964
25207,0.23585,,4464,3294.06,0.04329
25208,0.2076,,3423,3479.63,0.05954
25209,0.13323,,5472,2811.05,0.04868
25210,0.19595,,2911,3165.85,0.02481
25211,0.13205,,3244,2950.62,0.06212
25212,0.11513,,2838,2717,0.08788
25213,0.11994,,6451,2856.4,0.08431
25214,0.14113,,2394,2862.38,0.08192
25383,0.10292,,1090,2679.49,
25384,0.11577,,827,2875.66,
25425,0.13358,,1048,2808.38,
25441,0.0812,,361,2545.68,
25442,0.07672,,382,2615.74,
25443,0.11626,,416,2756.82,
26100,0.21256,,120155,3316.64,0.04908
26201,0.13727,,3491,2735.31,0.06877
26202,0.11247,,4174,2857.13,0.07749
26203,0.11974,,1367,2508.63,0.09367
26204,0.19822,,12412,3150.92,0.05024
26205,0.11729,,803,2649.23,0.10808
26206,0.16328,,6873,2934.88,0.05317
26207,0.18078,,4890,2953.67,0.04513
26208,0.2284,,3155,3143.36,0.04415
26209,0.30019,,4695,3482.83,0.03475
26210,0.22503,,4422,3136.45,0.04395
26211,0.2581,,10166,3527.03,0.02602
26212,0.09759,,2533,2421.96,0.07663
26213,0.13928,,3519,2716.67,0.06173
26214,0.26891,,4510,3482.02,0.05156
26303,0.25973,,934,3079.09,
26322,0.13892,,852,2833.36,
26343,0.11928,,476,3795.42,
26344,0.13046,,699,3063.2,
26364,0.09958,,87,2692.17,
26365,0.0966,,231,2661.06,
26366,0.31921,,2690,3776.78,
26367,0.11017,,117,2684.06,
26407,0.09615,,772,2498.75,
26463,0.05957,,94,2291.44,
26465,0.09073,,1102,2418.73,
27100,0.1553,,139263,3131.9,0.04536
27140,0.16814,,47248,3281.26,0.03776
27202,0.1282,,12017,3006.58,0.04261
27203,0.25773,,24800,3921.62,0.02747
27204,0.25927,,7583,3657.62,0.04194
27205,0.282,,26664,3986.26,0.03352
27206,0.1506,,4367,3106.94,0.03179
27207,0.22477,,21151,3281.75,0.03739
27208,0.13585,,5375,3028.77,0.05677
27209,0.12089,,8165,2977.9,0.04857
27210,0.21515,,27961,3349.49,0.0406
27211,0.2658,,17185,3510.83,0.02663
27212,0.15276,,15696,3170.94,0.04384
27213,0.14587,,6115,2937.93,0.05512
27214,0.19025,,9772,3382.19,0.03697
27215,0.15136,,14072,2989.73,0.03193
27216,0.21148,,7556,3396.79,0.04768
27217,0.13051,,7856,2973.09,0.0366
27218,0.13609,,8358,2909.73,0.03571
27219,0.17335,,12088,3259.64,0.044
27220,0.29153,,11429,4117.44,0.04381
27221,0.16914,,6108,3103.57,0.02426
27222,0.16135,,7748,3122.03,0.04061
27223,0.09485,,7046,2798.32,0.02675
27224,0.14764,,4776,2961.04,0.02563
27225,0.19217,,3436,3338.5,0.04481
27226,0.17156,,4257,3236.55,0.04147
27227,0.13845,,31775,3061.49,0.03809
27228,0.12989,,3401,2897.01,0.03807
27229,0.16757,,3421,3165.68,0.0377
27230,0.22114,,5519,3376.15,0.03425
27231,0.22021,,4149,3733.33,0.05665
27232,0.15829,,3501,3099.72,0.0477
27301,0.29042,,1884,3376.08,
27321,0.29166,,1571,3535.65,
27322,0.12419,,843,2863.64,
27341,0.11488,,976,2905.65,
27361,0.18119,,3765,3274.21,
27362,0.15793,,397,3051.96,
27366,0.14274,,916,2861.52,
27381,0.17711,,1201,3252.42,
27382,0.1783,,1666,3495.84,
27383,0.16877,,312,2986.71,
28100,0.22509,,100619,3515.53,0.04524
28201,0.16473,,31036,3141.76,0.06106
28202,0.16132,,23280,3046.85,0.04001
28203,0.18855,,16989,3199.83,0.04753
28204,0.30632,,33624,4074.21,0.02233
28205,0.12261,,1970,2768.97,0.12551
28206,0.40947,,5282,5735.68,0.04906
28207,0.19934,,11424,3250.19,0.01511
28208,0.14204,,1525,2823.95,0.09284
28209,0.12268,,3662,2605.31,0.06789
28210,0.17111,,15169,3153.26,0.05184
28212,0.14586,,2922,2937.15,0.10359
28213,0.10949,,1903,2674.13,0.06788
28214,0.30718,,14135,3942.75,0.04442
28215,0.15909,,4813,2953.97,0.05041
28216,0.14864,,5264,3097.89,0.04446
28217,0.25782,,9014,3477.87,0.03888
28218,0.1262,,2696,2765.62,0.03702
28219,0.25467,,11240,3662.07,0.02259
28220,0.13791,,2680,2856.71,0.06005
28221,0.13564,,2318,2819.24,0.08643
28222,0.11162,,1104,2576.09,0.13385
28223,0.11299,,3078,2611.41,0.1043
28224,0.0954,,2018,2610.63,0.09316
28225,0.12337,,1410,2670.86,0.11143
28226,0.09639,,2235,2576.69,0.11574
28227,0.09868,,1703,2632.4,0.07374
28228,0.15888,,2783,2890.99,0.06344
28229,0.14423,,4855,2875.71,0.07784
28301,0.23561,,2191,3532.04,
28365,0.09448,,1098,2511.58,
28381,0.13969,,1735,3005.82,
28382,0.15379,,1994,2986.68,
28442,0.12061,,730,2681.38,
28443,0.13825,,1524,2888.26,
28446,0.09963,,651,2664.89,
28464,0.14583,,1574,2964.55,
28481,0.15008,,872,2777.53,
28501,0.09789,,864,2585.07,
28585,0.09628,,857,2547.39,
28586,0.09458,,666,2534.37,
29201,0.27257,,25551,3669.49,0.0591
29202,0.16595,,4751,3019.47,0.05105
29203,0.20427,,5199,3098.74,0.06064
29204,0.18822,,7089,2999.59,0.05241
29205,0.19174,,7616,3233.69,0.05087
29206,0.16339,,3676,3083.53,0.06012
29207,0.12825,,2179,2821.73,0.13287
29208,0.13459,,1615,2984.99,0.086
29209,0.34247,,8012,3988.86,0.05174
29210,0.22911,,4720,3667.03,0.03933
29211,0.18049,,2059,3143.86,0.07727
29212,0.1512,,1986,2940.7,0.07909
29322,0.09627,,148,2621.06,
29342,0.2477,,1180,3323.38,
29343,0.23811,,1387,3201.12,
29344,0.23836,,1726,3206.02,
29345,0.16984,,475,2910.87,
29361,0.18912,,514,3121.16,
29362,0.17437,,426,3085.83,
29363,0.19066,,2053,3228.51,
29385,0.09004,,92,2583.72,
29386,0.07379,,100,2520.12,
29401,0.15256,,419,3024.63,
29402,0.19767,,346,3222.59,
29424,0.17685,,1425,3203.69,
29425,0.26408,,1480,3526.66,
29426,0.25138,,2570,3818.61,
29427,0.24671,,1151,3573.29,
29441,0.12078,,414,2697.17,
29442,0.12593,,1187,2919.99,
29443,0.12284,,460,2877.3,
29444,0.08548,,31,2671,
29446,0.07703,,22,2718.99,
29447,0.1,,11,2763.7,
29449,0.09915,,157,2745.09,
29450,0.09259,,5,2721.18,
29451,0.12399,,15,2932.33,
29452,0.08824,,65,2616.93,
29453,0.07688,,66,2643.82,
30201,0.15497,,19189,3174.42,0.06308
30202,0.13687,,2568,2940.27,0.1002
30203,0.17648,,4380,3060.89,0.07172
30204,0.09927,,1408,2931.82,0.12839
30205,0.11135,,1695,2768.38,0.1009
30206,0.0936,,3119,2667.62,0.10138
30207,0.10032,,1308,2678.82,0.11137
30208,0.13549,,3925,2837.77,0.08155
30209,0.14534,,3196,3034.66,0.09083
30304,0.08844,,404,2661.75,
30341,0.13404,,1037,2681.47,
30343,0.12006,,258,2739.88,
30344,0.20241,,327,2736.7,
30361,0.08951,,597,2709.95,
30362,0.08754,,450,2675.56,
30366,0.09526,,1239,2894.32,
30381,0.12048,,324,2750.84,
30382,0.11957,,310,2864.85,
30383,0.08872,,267,2622.26,
30390,0.0812,,381,2444.44,
30391,0.07974,,585,2665.7,
30392,0.10165,,553,2611.83,
30401,0.08339,,766,2369.22,
30404,0.08391,,641,2621.89,
30406,0.05731,,139,2386.58,
30421,0.08699,,573,2364.29,
30422,0.08077,,123,2380.71,
30424,0.08345,,74,2415.79,
30427,0.09276,,8,2724.88,
30428,0.08355,,501,2508.26,
31201,0.14898,,11987,2708.55,0.06712
31202,0.14509,,7187,2751.52,0.05519
31203,0.12618,,2457,2475,0.08385
31204,0.11128,,1496,2487,0.07317
31302,0.0893,,525,2377.74,
31325,0.10394,,170,2209.6,
31328,0.06772,,324,2217.97,
31329,0.11401,,886,2370.29,
31364,0.08487,,264,2195.52,
31370,0.12342,,742,2366.1,
31371,0.0969,,738,2303.67,
31372,0.10616,,731,2262.05,
31384,0.13178,,133,2704.38,
31386,0.09502,,656,2318.3,
31389,0.10875,,462,2376.07,
31390,0.10435,,482,2448.92,
31401,0.0601,,168,2303.61,
31402,0.08714,,130,2348.39,
31403,0.0794,,162,2396.78,
32201,0.15712,,12943,2838.58,0.06885
32202,0.10937,,2974,2589.63,0.10674
32203,0.11883,,8099,2616.94,0.04387
32204,0.10359,,2102,2515.61,0.08957
32205,0.09806,,1346,2407.45,0.16947
32206,0.09107,,1754,2462.59,0.06605
32207,0.11177,,1178,2413.09,0.12827
32209,0.07693,,1635,2453.61,0.07034
32343,0.06858,,738,2294,
32386,0.08523,,255,2378.51,
32441,0.10684,,153,2488.52,
32448,0.0778,,113,2245.63,
32449,0.09717,,386,2402.75,
32501,0.0811,,274,2290.48,
32505,0.06738,,183,2401.62,
32525,0.11214,,80,2568,
32526,0.08682,,41,2603.13,
32527,0.09582,,12,2670.54,
32528,0.0928,,579,2627.06,
33100,0.21077,,47089,3087.96,
33202,0.15325,,25748,2956.07,0.06756
33203,0.12504,,5827,2692.18,0.09766
33204,0.13363,,3117,2757.23,0.07147
33205,0.12238,,2643,2677.97,0.11857
33207,0.10546,,2031,2574.35,0.11365
33208,0.16132,,4097,2743.46,0.08579
33209,0.09151,,2860,2560.36,0.11336
33210,0.09432,,1891,2457.19,0.11413
33211,0.11625,,1801,2555.04,0.10076
33212,0.13016,,1981,2637.83,0.07907
33213,0.15637,,2246,2688.4,0.09123
33214,0.0933,,1768,2420.43,0.11692
33215,0.08988,,1108,2395.61,0.11624
33216,0.14498,,1787,2656.69,0.13624
33346,0.10809,,643,2508.85,
33423,0.18792,,575,2829.68,
33445,0.16026,,548,2732.67,
33461,0.13315,,687,2510.84,
33586,0.08344,,39,2580.41,
33606,0.10094,,496,2673.82,
33622,0.11962,,448,2512.23,
33623,0.07831,,239,2474.05,
33643,0.0969,,65,2255.89,
33663,0.08585,,245,2401.7,
33666,0.08663,,599,2392.95,
33681,0.09333,,723,2528.8,
34100,0.22294,,71008,3281.05,0.04175
34202,0.15391,,12192,2938.11,0.10189
34203,0.12225,,1238,2668.06,0.12053
34204,0.13564,,5043,2813.4,0.07697
34205,0.13365,,6811,2829.63,0.11646
34207,0.15086,,22756,2897.83,0.04596
34208,0.11875,,1715,2497.94,0.07438
34209,0.1188,,2258,2594.34,0.0983
34210,0.10097,,2087,2518.23,0.09972
34211,0.14052,,1360,2844.67,0.06729
34212,0.19494,,20322,3090.8,0.05759
34213,0.20755,,6717,3011.68,0.05461
34214,0.10607,,1243,2508.1,0.10876
34215,0.1115,,926,2668.59,0.1699
34302,0.22315,,2958,3216.2,
34304,0.1911,,1555,2981.43,
34307,0.13594,,1270,2680.92,
34309,0.17956,,650,2769.29,
34368,0.08076,,218,2477.83,
34369,0.1106,,900,2561.79,
34431,0.10232,,576,2624.28,
34462,0.09722,,685,2451.59,
34545,0.07803,,343,2384.41,
35201,0.12851,,13999,2791,0.0813
35202,0.15063,,10081,2936.76,0.06059
35203,0.18882,,14579,2980.19,0.05186
35204,0.09567,,1973,2533.43,0.10462
35206,0.12708,,4993,2792.05,0.05858
35207,0.14722,,1873,3013.39,0.07062
35208,0.12062,,5885,2918.38,0.07792
35210,0.13027,,2149,3000.51,0.07134
35211,0.09671,,1342,2524.51,0.09008
35212,0.13921,,1274,2821.71,0.10463
35213,0.10264,,1087,2509.08,0.13225
35215,0.12917,,6190,3027.74,0.07378
35216,0.12,,2886,2722.08,0.0786
35305,0.10687,,762,2498.32,
35321,0.13555,,299,2870.43,
35341,0.0655,,92,3076.89,
35343,0.11257,,616,2728.73,
35344,0.11296,,422,2656.03,
35502,0.05814,,78,2295.03,
36201,0.18537,,17000,3138.65,0.04248
36202,0.14646,,3281,2840.77,0.09853
36203,0.1247,,1824,2638.69,0.07822
36204,0.13072,,3903,2809.3,0.07535
36205,0.1251,,1939,2572.24,0.07739
36206,0.10759,,1629,2545.94,0.09456
36207,0.10453,,1372,2535.3,0.14918
36208,0.07588,,1036,2531.05,0.1699
36301,0.07657,,338,2423.69,
36302,0.06305,,31,2167.93,
36321,0.06784,,91,2269.54,
36341,0.15337,,1208,2690.67,
36342,0.05967,,158,2269.18,
36368,0.06807,,256,2462.3,
36383,0.09054,,142,2389.83,
36387,0.0875,,242,2408.1,
36388,0.08601,,394,2294.59,
36401,0.15202,,701,3017.01,
36402,0.20297,,1003,3043.06,
36403,0.14801,,1684,2858.16,
36404,0.11657,,685,2698.96,
36405,0.12788,,537,2643.21,
36468,0.08009,,447,2465.8,
36489,0.09124,,613,2573.68,
37201,0.20235,,20206,3068.23,0.05882
37202,0.15469,,4886,2856.18,0.10012
37203,0.15768,,2323,2851.13,0.07269
37204,0.15159,,2060,2727.33,0.09506
37205,0.13045,,2687,2684.22,0.08204
37206,0.13707,,2924,2631.3,0.02441
37207,0.10214,,1258,2594.36,0.07843
37208,0.12403,,3124,2615.13,0.10575
37322,0.11687,,545,2411.36,
37324,0.11762,,539,2382.53,
37341,0.14834,,1619,2766.71,
37364,0.1166,,89,3099.97,
37386,0.20566,,873,3235.78,
37387,0.13496,,1249,2669.83,
37403,0.14962,,393,2572.81,
37404,0.13915,,916,2807.77,
37406,0.10586,,733,2539.25,
38201,0.19689,,34530,2947.63,0.03795
38202,0.14029,,6558,2898.26,0.09842
38203,0.09104,,3449,2586.3,0.09194
38204,0.10555,,1484,2626.88,0.08241
38205,0.13896,,4624,2875.91,0.06265
38206,0.13337,,4280,2751.82,0.0753
38207,0.09365,,2110,2560.1,0.09467
38210,0.13022,,1918,2593.75,0.0638
38213,0.12581,,3467,2843.26,0.08543
38214,0.09211,,1477,2459.59,0.13498
38215,0.17677,,2184,2901.96,0.04407
