region,year,young,working,entrants
russia,2087,42040964.6,111722042.2,2121056.6
mena,2087,174670975.0,395344454.8,8771176.2
ssa,2087,824772058.5,1329857844.6,41258477.0
us,2088,78253633.2,209384065.0,3914864.4
oecd-ex-us,2088,160840658.0,460929212.0,8045634.9
china,2088,100893922.0,414207549.0,5118469.6
india,2088,386554016.7,941018462.3,19496817.0
latam,2088,112999651.2,274826564.7,5702623.8
seasia,2088,131958170.8,311530517.9,6660457.1
russia,2088,41663513.4,110833077.5,2102048.2
mena,2088,173918292.5,394836274.1,8733548.7
ssa,2088,824299491.3,1335515323.9,41238602.9
us,2089,78208836.2,209396198.1,3912681.7
oecd-ex-us,2089,160764263.8,460887252.3,8042032.9
china,2089,99441348.4,408670492.5,5044696.1
india,2089,383202035.2,935184547.9,19327700.8
latam,2089,111954502.4,272652339.5,5649982.6
seasia,2089,130716236.8,309293361.8,6597908.5
russia,2089,41288800.0,109948762.3,2083175.7
mena,2089,173165673.0,394300466.3,8695914.6
ssa,2089,823753693.2,1341000093.4,41214974.6
us,2090,78162877.5,209402795.9,3910441.8
oecd-ex-us,2090,160683581.2,460834022.0,8038213.2
china,2090,98011284.7,403201882.4,4972067.4
india,2090,379880265.7,929337192.4,19160101.8
latam,2090,110917064.6,270486082.2,5597725.1
seasia,2090,129483448.2,307056122.9,6535811.8
russia,2090,40916842.3,109069113.7,2064440.0
mena,2090,172413301.2,393737679.0,8658283.6
ssa,2090,823136502.9,1346313092.2,41187684.7
us,2091,78115739.3,209403869.8,3908143.9
oecd-ex-us,2091,160598671.8,460769432.4,8034179.1
china,2091,96603349.0,397801106.5,4900564.2
india,2091,376588563.2,923478274.5,18994013.3
latam,2091,109887366.9,268327982.9,5545853.2
seasia,2091,128259899.9,304819277.4,6474172.4
russia,2091,40547655.4,108194148.7,2045842.1
mena,2091,171661351.7,393148554.6,8620665.1
ssa,2091,822449742.0,1351455325.3,41156825.1
us,2092,78067405.0,209399432.1,3905787.0
oecd-ex-us,2092,160509594.0,460693403.7,8029933.6
china,2092,95217164.1,392467548.7,4830167.5
india,2092,373326769.1,917609616.1,18829428.2
latam,2092,108865432.6,266178226.7,5494368.3
seasia,2092,127045674.6,302583291.9,6412995.0
russia,2092,40181251.8,107323884.8,2027382.8
mena,2092,170909989.4,392533730.6,8583067.6
ssa,2092,821695214.0,1356427861.1,41122487.1
us,2093,78017859.4,209389495.7,3903370.3
oecd-ex-us,2093,160416402.7,460605865.6,8025479.7
china,2093,93852357.7,387200589.9,4760858.2
india,2093,370094712.5,911732982.6,18666338.5
latam,2093,107851280.2,264036994.2,5443271.6
seasia,2093,125840843.1,300348624.1,6352283.7
russia,2093,39817641.8,106458339.4,2009062.6
mena,2093,170159369.9,391893838.4,8545499.5
ssa,2093,820874703.1,1361231828.7,41084760.7
us,2094,77967088.1,209374074.2,3900893.0
oecd-ex-us,2094,160319150.1,460506755.5,8020820.1
china,2094,92508562.6,381999607.4,4692617.9
india,2094,366892211.6,905850084.1,18504735.6
latam,2094,106844923.0,261904460.8,5392564.0
seasia,2094,124645465.8,298115721.9,6292042.2
russia,2094,39456833.2,105597530.1,1990882.1
mena,2094,169409640.0,391229503.5,8507968.5
ssa,2094,819989973.1,1365868415.8,41043735.2
us,2095,77915078.2,209353181.9,3898354.4
oecd-ex-us,2095,160217885.6,460396019.5,8015957.5
china,2095,91185416.9,376863976.4,4625428.1
india,2095,363719074.0,899962576.6,18344610.6
latam,2095,105846370.0,259780797.2,5342246.2
seasia,2095,123459592.9,295885023.4,6232273.3
russia,2095,39098831.8,104741474.1,1972841.7
mena,2095,168660938.1,390541345.0,8470482.0
ssa,2095,819042766.8,1370338865.3,40999498.7
us,2096,77861817.7,209326834.1,3895753.9
oecd-ex-us,2096,160112656.0,460273610.6,8010894.3
china,2096,89882564.2,371793069.2,4559270.8
india,2096,360575098.4,894072062.3,18185953.7
latam,2096,104855625.9,257666169.1,5292318.5
seasia,2096,122283265.1,293656956.7,6172979.6
russia,2096,38743641.5,103890188.5,1954941.6
mena,2096,167913394.4,389829975.1,8433046.9
ssa,2096,818034804.6,1374644473.8,40952138.3
us,2097,77807295.5,209295046.5,3893090.9
oecd-ex-us,2097,160003506.0,460139489.6,8005632.8
china,2097,88599653.8,366786256.5,4494128.2
india,2097,357460075.0,888180091.1,18028754.9
latam,2097,103872691.4,255560736.8,5242781.3
seasia,2097,121116514.5,291431939.6,6114163.3
russia,2097,38391264.3,103043689.9,1937182.1
mena,2097,167167131.9,389095999.2,8395669.7
ssa,2097,816967784.3,1378786588.3,40901740.2
us,2098,77751501.5,209257835.6,3890364.8
oecd-ex-us,2098,159890478.0,459993623.8,8000175.3
china,2098,87336340.6,361842907.0,4429982.7
india,2098,354373786.8,882288161.1,17873003.8
latam,2098,102897563.3,253464655.8,5193634.6
seasia,2098,119959364.9,289210379.7,6055825.7
russia,2098,38041700.4,102201994.8,1919563.2
mena,2098,166422265.8,388340015.1,8358356.6
ssa,2098,815843379.9,1382766604.5,40848389.2
us,2099,77694426.8,209215218.9,3887575.1
oecd-ex-us,2099,159773612.7,459835987.0,7994523.9
china,2099,86092285.4,356962388.3,4366817.0
india,2099,351316009.7,876397720.1,17718689.3
latam,2099,101930235.1,251378076.5,5144878.2
seasia,2099,118811832.5,286992674.1,5997968.2
russia,2099,37694948.8,101365118.9,1902085.0
mena,2099,165678904.7,387562613.5,8321113.3
ssa,2099,814663241.6,1386585963.4,40792169.0
us,2100,77636063.0,209167214.1,3884721.3
oecd-ex-us,2100,159652949.0,459666559.5,7988680.6
china,2100,84867154.9,352144066.8,4304614.3
india,2100,348286513.9,870510166.3,17565800.5
latam,2100,100970696.9,249301144.1,5096511.8
seasia,2100,117673926.3,284779209.2,5940591.6
russia,2100,37351006.6,100533077.5,1884747.4
mena,2100,164937150.7,386764377.2,8283945.2
ssa,2100,813428994.5,1390246150.0,40733162.1
