region,year,stock,head,imm_head,investment,depreciation,writeoff,mig_in,mig_out,revaluation,charge_own,charge_imm,gdppc,net_own,net_total
mena,2089,15170228186303.832,241192856.2151003,0.0,882695871698.6653,836408148620.549,209568244477.82266,0.0,11283650477.261068,3672755675.7354054,1045976393098.3716,0.0,105522.44311674972,-163280521399.7063,-174564171876.96738
ssa,2089,16100985364529.684,1363958370.1730306,0.0,794871164798.9631,758032140151.7491,108607104596.57779,0.0,9822881226.832426,10598775413.19748,866639244748.3269,0.0,53879.97767244337,-71768079949.36377,-81590961176.1962
us,2090,33794255754336.902,143945568.21909314,35830026.73376465,1236500258600.8323,1640001813781.9868,183527987093.89044,443473998549.2753,0.0,6029558733.619313,1373761415299.3728,449768385576.50464,162191.26362754081,-137261156698.54053,-143555543725.76984
oecd-ex-us,2090,28708622979186.254,196727211.32555377,34975080.5948065,1083916286821.6201,1429034740700.1204,152999446775.36798,263069561720.7346,0.0,4051820878.207223,1297785603433.9077,284248584041.5814,139405.2579393962,-213869316612.2876,-235048338933.13443
china,2090,8771137176038.189,130916199.94105221,0.0,279619855612.28217,488635240414.23706,54375294973.16683,0.0,4914966282.107219,2207973470.2851005,543010535387.4039,0.0,113493.16033543216,-263390679775.1217,-268305646057.2289
india,2090,15605431037531.092,664149276.7546792,0.0,830422036747.6141,838691563498.6619,185633165121.24725,0.0,27913629295.80367,5114480245.252622,1024324728619.9092,0.0,75649.91904783677,-193902691872.29504,-221816321168.09872
latam,2090,7283041970131.272,168506243.91832992,0.0,304581914756.66077,379312242265.0166,53212703498.55945,0.0,7355183181.19855,1864379811.8700252,432524945763.57605,0.0,93947.3859016295,-127943031006.91528,-135298214188.11383
seasia,2090,8801489698367.414,222406152.34774503,0.0,372455541361.7757,455037913135.66,63681023825.812035,0.0,3763607256.947091,3304368041.9149756,518718936961.472,0.0,90271.86994211747,-146263395599.6963,-150027002856.64337
russia,2090,7945132891446.496,106945325.96615174,6783286.323970247,324071681997.01465,386116803123.54913,45434423943.9605,24373446463.93131,0.0,2322988851.447014,404563923268.80225,26987303798.70719,107390.32454457547,-80492241271.7876,-83106098606.56348
mena,2090,14995768895157.898,238700386.81615618,0.0,871679661920.7601,827258407674.7319,207079473383.38654,0.0,15447919740.389687,3646847731.8055563,1034337881058.1184,0.0,107783.04369084485,-162658219137.35828,-178106138877.74796
ssa,2090,16153226360008.814,1360024404.6686077,0.0,787659657259.74,753255878704.1229,109739472576.28658,0.0,10025382319.586796,137602071819.3848,862995351280.4095,0.0,55591.93288358827,-75335694020.66956,-85361076340.25635
us,2091,33668736150418.273,143264055.630363,35868359.56193985,1231078283707.9778,1633690799084.969,182615956923.9881,454195778733.7718,0.0,5513089648.563266,1366272669627.9526,450034086381.0062,164637.89872015742,-135194385919.97485,-131032693567.20929
oecd-ex-us,2091,28490596055263.562,194939740.03222036,34875930.466062196,1076940396911.3905,1418218202424.565,151581033780.4061,270774404393.9182,0.0,4057510976.9638305,1286554383094.2024,283244853110.76855,141829.8801868349,-209613986182.8119,-222084434899.66223
china,2091,8512567355523.262,127097193.85266688,0.0,272035063967.88016,475264405846.6913,52737894773.00339,0.0,4859876939.601734,2257293076.495075,528002300619.6947,0.0,115823.82769935735,-255967236651.81454,-260827113591.4163
india,2091,15388162213851.77,654856589.5202491,0.0,816817646718.9683,827433530347.3588,182754048182.47583,0.0,28700497511.93782,4801605643.481912,1010187578529.8346,0.0,77674.61505289626,-193369931810.86633,-222070429322.80414
latam,2091,7151764306655.059,165366926.9057697,0.0,298962556315.19434,372669961823.98615,52190294006.377754,0.0,7203281924.202089,1823317963.1587176,424860255830.3639,0.0,96148.8731639963,-125897699515.16956,-133100981439.37164
seasia,2091,8656596230988.551,218777794.7533562,0.0,365687791416.62274,447700022895.5801,62545965835.50517,0.0,3662730869.7890987,3327460805.392846,510245988731.08527,0.0,92442.55092367926,-144558197314.46252,-148220928184.25162
russia,2091,7865819725568.352,105951825.1177972,6769040.495352395,320207540128.61414,382587605858.1466,44924988101.14286,25737169786.604362,0.0,2254718165.9278884,400652470177.0647,26860123782.224762,109686.56763520247,-80444930048.45056,-81567884044.07095
mena,2091,14826830421743.822,236281690.9040192,0.0,860578946032.5977,817838980725.5953,204555688767.97336,0.0,10613500787.445316,3490750834.354043,1022394669493.5687,0.0,110081.65641870507,-161815723460.97107,-172429224248.41638
ssa,2091,16073208648277.84,1355629082.457568,0.0,780295039049.0305,750538840199.8439,109048799415.16159,0.0,11536017385.305042,10810906220.320969,859587639615.0055,0.0,57344.182622544366,-79292600565.97498,-90828617951.28001
us,2092,33545058722532.188,142611529.5970748,35916410.85489067,1225511589065.7263,1627518533786.9028,181685248173.5175,454228090585.8471,0.0,5786674422.765378,1358806192410.1853,450397589550.2358,167121.231384038,-133294603344.45898,-129464102308.84766
