region,year,gdppc,pop,gdp
china,1960,1092.4502118930739,680955.7896384266,743910296.6803145
china,1961,916.4128277781681,674685.6369556704,618290572.4238604
china,1962,972.7701591223133,680592.752644973,662060320.2879436
china,1963,1083.7824545564615,697622.3451835935,756070857.6165099
china,1964,1204.4118078261818,714105.900072962,860077578.086219
china,1965,1310.4882446243032,731394.0200194172,958483265.4239584
china,1966,1321.125890980343,752061.1061746732,993567398.9666774
china,1967,1302.0836539945942,771609.678909901,1004700350.1725994
china,1968,1248.7780962852446,792105.3241641214,989163778.767078
china,1969,1340.3546221153065,813976.8145926885,1091017585.7340038
china,1970,1479.8274384694073,836669.0598592575,1238125831.6981323
china,1971,1535.9667184493887,859853.2834504216,1320706026.1292763
china,1972,1532.991871786613,881144.4584976169,1350787292.7466633
china,1973,1626.6753365277866,901403.6116128432,1466291023.267684
china,1974,1631.6615068479089,920187.2757914646,1501434157.0001733
china,1975,1706.9406360583494,936635.5779690432,1598781329.2133582
china,1976,1652.1602004493707,951416.139690797,1571891880.0623136
china,1977,1729.746179217299,964639.2559977985,1668581067.38521
china,1978,1905.4968947075222,977829.8735520202,1863251787.6056235
china,1979,2033.2980993951458,991165.7544276773,2015335444.663352
china,1980,2117.3565960863075,1003857.7598869922,2125524849.4291477
china,1981,2162.1089217450844,1016894.9863669671,2198637722.5018654
china,1982,2330.3535436219363,1023702.7366532878,2385589299.975463
china,1983,2440.494532583938,1047042.8775101844,2555302417.944559
china,1984,2676.419742912055,1060914.490108762,2839452486.8685665
china,1985,2853.4494535845874,1075438.12043917,3068708317.131185
china,1986,3008.562930667413,1091457.9422229559,3283719905.3545203
china,1987,3230.8079500823114,1108997.5632740953,3582958144.047858
china,1988,3357.8435344730115,1126900.6023582953,3783955901.6225443
china,1989,3353.656092168361,1144199.8639930822,3837252844.53861
china,1990,3327.7795366062132,1161044.959,3863701655.64
china,1991,3418.5443980631426,1176099.3900000001,4020547981.2499795
china,1992,3616.170921542599,1189726.32,4302253722.977885
china,1993,3911.11367675748,1203387.96,4706587108.801283
china,1994,4156.21193011259,1216962.73,5057955016.928388
china,1995,4437.616451211613,1229898.98,5457819946.976382
china,1996,4676.485877902013,1242934.28,5812564607.580307
china,1997,4788.623386261177,1255448.88,6011871867.023401
china,1998,4786.432812460254,1266967.76,6064256058.793268
china,1999,4964.256954298147,1277379.02,6341237683.309552
china,2000,5253.963873927801,1287115.5,6762458338.572518
china,2001,5502.104143185537,1296097.42,7131262984.554086
china,2002,5864.153168710273,1304448.37,7649485042.354451
china,2003,6180.636394990481,1312219.27,8110350178.369841
china,2004,6629.319390965742,1319912.42,8750121000.282518
china,2005,7209.540174052913,1327646.8900000001,9571723590.41141
china,2006,7874.875113371813,1334649.71,10510199786.347908
china,2007,8528.427868583905,1341554.8699999999,11441353940.542458
china,2008,8817.71333596029,1348349.71,11889361219.40519
china,2009,9327.184180615372,1354875.9300000002,12637177340.99254
china,2010,10299.082722022615,1361351.57,14020672433.18536
china,2011,10874.468674759253,1369641.03,14894118476.4
china,2012,11596.622716416048,1379783.81,16000832274.789085
china,2013,12382.736035912067,1387868.27,17185606440.02794
china,2014,13182.291706690494,1397110.18,18417113939.146862
china,2015,13986.473601947613,1403982.23,19636760397.498543
china,2016,14797.656030390126,1413074.76,20910194243.70608
china,2017,15698.264497757144,1420905.06,22305743458.081486
china,2018,16648.71428134854,1426249.53,23745220918.877644
china,2019,17547.366543629923,1430951.8,25109435740.86702
china,2020,17894.76455060926,1432959.7,25642476442.01168
china,2021,19372.60981699506,1433377.44,27768261865.60325
china,2022,19943.713431647946,1432560.77,28570581470.300922
india,1900,969.9338862460646,288412.0,279740572.0
india,1901,981.9306001081897,290231.0,284986700.0
india,1902,1055.5549267130252,292071.0,308296983.0
india,1903,1064.7428264183818,293856.0,312881068.0
india,1904,1062.6961515962034,295733.0,314274321.0
india,1905,1037.5740536073608,297683.0,308868157.0
india,1906,1059.649637132041,299558.0,317426526.0
india,1907,993.6149445692462,301367.0,299442755.0
india,1908,1001.2954950201174,303220.0,303612820.0
india,1909,1126.8506481800155,305085.0,343785230.0
india,1910,1123.4016194648725,306768.0,344623668.0
india,1911,1112.5580805373925,307857.0,342508793.0
india,1912,1109.5803026763233,308184.0,341954896.0
india,1913,1083.047165366863,314150.0,340239267.0
india,1914,1142.5164714186726,308838.0,352852502.0
india,1915,1112.2665599068278,309105.0,343807155.0
india,1916,1143.8544160842212,309471.0,353989770.0
india,1917,1124.5011618900078,309840.0,348415440.0
india,1918,981.1262245776235,310209.0,304354185.0
india,1919,1112.6606340525445,310479.0,345457761.0
india,1920,1024.3122084606723,310850.0,318407450.0
india,1921,1092.282094918811,312604.0,341451752.0
india,1922,1127.4359796938882,315767.0,356007077.0
india,1923,1080.6980434196587,319026.0,344770774.0
india,1924,1122.6265737912538,322152.0,361656396.0
india,1925,1126.1786389268757,325405.0,366464160.0
india,1926,1151.8599826613333,328745.0,378668210.0
india,1927,1139.9041239069734,331991.0,378437910.0
india,1928,1140.015562114301,335430.0,382395420.0
india,1929,1176.2320932552861,338769.0,398470970.0
india,1930,1171.329765248884,342107.0,400720112.0
india,1931,1146.0128508311511,346748.0,397377664.0
india,1932,1141.3426283035826,351588.0,401282372.0
india,1933,1127.7145361475352,356525.0,402058425.0
india,1934,1125.5714854815865,361472.0,406862576.0
india,1935,1096.9204086254458,366497.0,402018039.0
india,1936,1123.1852584334968,371643.0,417423939.0
india,1937,1092.4604644868914,376889.0,411736332.0
india,1938,1079.046919363069,382145.0,412352385.0
india,1939,1086.8350559362057,387495.0,421143150.0
india,1940,1107.0652984979665,392934.0,435003596.0
india,1941,1115.497271715062,397869.0,443821784.0
india,1942,1097.7970165792526,402491.0,441853419.0
india,1943,1127.4413599347733,407196.0,459089612.0
india,1944,1100.7257464044928,412042.0,453545238.0
india,1945,1069.496583143508,417050.0,446033550.0
india,1946,1002.0916659953466,422054.0,422936796.0
india,1947,999.451247319686,353037.0,352843270.0
india,1948,1000.5197232143856,357244.0,357429668.0
india,1949,1013.8403525954947,362455.0,367471505.0
india,1950,993.5496662583923,468767.293,465743587.513
india,1951,995.3615513397526,476657.10799999995,474446158.47599995
india,1952,1004.0126323868938,485824.338,487773772.473
india,1953,1044.596608435891,495078.184,517156991.91700006
india,1954,1063.2066989258085,504541.011,536431382.778
india,1955,1063.7645313014532,514086.627,546867119.819
india,1956,1101.1596984282571,524556.44,577620411.279
india,1957,1073.549988428988,535100.123,574456730.855
india,1958,1114.8424681849897,546851.701,609653500.074
india,1959,1117.3847412213106,557733.851,623203294.77
india,1960,1166.6122020900386,568757.039,663518901.722
india,1961,1178.4700261899268,581837.059,685677534.158
india,1962,1181.094055510301,594968.2779999999,702713496.363
india,1963,1217.0149237520995,608446.786,740488818.871
india,1964,1273.2300625151936,621763.571,791648070.3740001
india,1965,1217.5621765230749,635899.879,774247640.726
india,1966,1211.6326019805665,649394.7309999999,786827827.634
india,1967,1264.900005728041,664014.0950000001,839911432.569
india,1968,1281.2353360275824,679737.742,870904014.2820001
india,1969,1329.578078265055,694558.229,923469395.357
india,1970,1370.6684270342894,711006.033,974553520.8640001
india,1971,1343.2939063160086,728414.438,978474675.8379999
india,1972,1298.2398835497354,745587.3160000001,967951190.3
india,1973,1326.9838145005065,762907.441,1012365826.169
india,1974,1325.016581195702,780714.445,1034459584.8039999
india,1975,1390.8279930722433,798921.2690000001,1111162065.1859999
india,1976,1388.344632638057,816209.6009999999,1133180218.656
india,1977,1447.6031795744386,835295.8080000001,1209176867.546
india,1978,1496.7877489751513,854638.149,1279211911.23
india,1979,1414.873493512328,876386.113,1239975481.366
india,1980,1476.7866580086989,896869.4199999999,1324484793.432
india,1981,1536.9358828653994,914872.0129999999,1406099625.009
india,1982,1558.0039068132517,935548.1730000001,1457587708.546
india,1983,1639.9961409917114,955830.287,1567557982.123
india,1984,1668.7866708512677,977246.519,1630815965.043
india,1985,1706.1381486635155,998977.547,1704393702.595
india,1986,1744.7525688341423,1020901.547,1781220596.655
india,1987,1779.4330532139284,1044016.212,1857756955.724
india,1988,1897.6196028645027,1067477.531,2025666288.4429998
india,1989,1966.8504528220762,1091189.0699999998,2146205716.444
india,1990,2025.6633743292314,1114625.4209999999,2257855891.416
india,1991,2026.6984099147444,1139401.5899999999,2309223390.707331
india,1992,2073.8528949863316,1163994.6400000001,2413953653.9125733
india,1993,2125.295751696481,1189237.61,2527481640.290677
india,1994,2197.5125915835692,1214676.3900000001,2669266661.7242746
india,1995,2293.0088727247735,1239804.9,2842883636.1476502
india,1996,2398.2882956656695,1264942.5499999998,3033696912.3544855
india,1997,2439.9719751433404,1289962.83,3147473154.1765933
india,1998,2520.343268963979,1314948.1400000001,3314120693.685704
india,1999,2606.964930974034,1340015.65,3493373806.506375
india,2000,2659.194372138157,1365191.1400000001,3630308596.3808756
india,2001,2730.1852548033876,1390355.75,3795928767.5811048
india,2002,2776.7348271957244,1415753.52,3931172105.7089386
india,2003,2930.92718290165,1440688.1300000001,4222552002.300747
india,2004,3101.636060526943,1464356.45,4541900770.785219
india,2005,3280.3238482366996,1487716.84,4880193029.675343
india,2006,3494.2101429595346,1511131.9300000002,5280212517.156018
india,2007,3708.227213387102,1533744.66,5687473686.599148
india,2008,3854.5935317298363,1555936.92,5997504387.611644
india,2009,4059.736445066754,1578402.12,6407896611.534629
india,2010,4279.924866359605,1601051.68,6852380897.558822
india,2011,4499.667821207109,1623514.66,7305276672.86
india,2012,4692.593866547421,1645779.8,7722976195.167643
india,2013,4902.286415752739,1668103.7,8177522108.576882
india,2014,5159.78928286843,1690265.28,8721412676.948606
india,2015,5450.692243351361,1712177.6400000001,9332553381.587639
india,2016,5825.936918117521,1733824.49,10101152105.827282
india,2017,6103.77127045978,1755421.188,10714689414.870777
india,2018,6441.687410016983,1777018.174,11446995598.82717
india,2019,6630.883084780529,1798628.6041901906,11926495987.327148
india,2020,6224.2382655032425,1820255.8295481545,11329705987.27897
india,2021,6694.403122216589,1839377.8777555968,12313537007.78319
india,2022,7032.945763648718,1856582.7193473636,13057245570.897457
latam,1900,1713.7573575569588,54162.0,92820526.0
latam,1901,1791.2481855098029,54423.0,97485100.0
latam,1902,1738.0029035699918,57171.0,99363364.0
latam,1903,1824.373731302272,58229.0,106231458.0
latam,1904,1878.3688532883643,59300.0,111387273.0
latam,1905,1962.7348142258445,60369.0,118488338.0
latam,1906,2012.3997376858058,61758.0,124281783.0
latam,1907,2048.5656405037525,62888.0,128830196.0
latam,1908,2081.6972143280973,64042.0,133316053.0
latam,1909,2136.1493775297436,65224.0,139328207.0
latam,1910,2189.370241849097,66281.0,145113649.0
latam,1911,2188.0758839770806,67366.0,147401920.0
latam,1912,2248.0295737005827,68473.0,153929329.0
latam,1913,2207.193083573487,70441.0,155476888.0
latam,1914,2081.369757517522,70768.0,147294375.0
latam,1915,2067.3646039121845,71878.0,148598033.0
latam,1916,2121.3079506051013,72963.0,154776992.0
latam,1917,2121.986324117075,74072.0,157179771.0
latam,1918,2210.5212927250964,75190.0,166209096.0
latam,1919,2261.9412134548884,76344.0,172685640.0
latam,1920,2332.3685498897835,82111.0,191513114.0
latam,1921,2310.04204974528,83425.0,192715258.0
latam,1922,2396.4786559917234,85059.0,203842078.0
latam,1923,2525.8310170780614,86778.0,219186564.0
latam,1924,2578.125598572461,88544.0,228277553.0
latam,1925,2576.7066723676708,91212.0,235026569.0
latam,1926,2650.157276893339,92086.0,244042383.0
latam,1927,2694.8717558065205,93860.0,252940663.0
latam,1928,2846.351711960213,95709.0,272421476.0
latam,1929,2849.9314541505105,98518.0,280769547.0
latam,1930,2687.601453505929,99346.0,267002454.0
latam,1931,2486.5893247156255,101187.0,251610514.0
latam,1932,2310.7457092377585,103012.0,238034537.0
latam,1933,2428.007625878911,105955.0,257259548.0
latam,1934,2589.4893553223387,106720.0,276350304.0
latam,1935,2708.0484895344343,108642.0,294207804.0
latam,1936,2806.523061887482,110507.0,310140444.0
latam,1937,2892.613092751433,112505.0,325433436.0
latam,1938,2909.592437955447,115683.0,336590382.0
latam,1939,2973.1668958492487,117810.0,350268792.0
latam,1940,2984.4152180250717,120055.0,358293969.0
latam,1941,3067.168610669601,122685.0,376295581.0
latam,1942,2988.0592530609347,126677.0,378518382.0
latam,1943,3018.2236035882893,129421.0,390621517.0
latam,1944,3174.207720840775,131022.0,415891044.0
latam,1945,3162.9987686972236,137253.0,434131070.0
latam,1946,3359.0045596995965,141676.0,475890330.0
latam,1947,3420.358154291823,144985.0,495900627.0
latam,1948,3601.653608233407,147108.0,529832059.0
latam,1949,3643.304253794714,150736.0,549177110.0
latam,1950,3678.345900154525,164217.238,604047804.132
latam,1951,3779.789103808541,168656.104,637484504.19
latam,1952,3807.482269934404,173182.326,659388635.711
latam,1953,3860.0545121220275,177833.987,686448883.928
latam,1954,3980.036281466105,182691.625,727119295.82
latam,1955,4142.642808671353,187761.277,777827903.911
latam,1956,4217.711225226718,192980.129,813934456.329
latam,1957,4381.6213129050775,198394.09900000002,869287812.533
latam,1958,4495.390002679203,204023.442,917164941.4790001
latam,1959,4492.250918970149,209859.37399999998,942740965.706
latam,1960,4698.252237604137,215894.08599999998,1014324872.635
latam,1961,4853.933893976878,221987.27599999998,1077511563.008
latam,1962,4937.603057494931,228252.676,1127021110.899
latam,1963,4956.750986844105,234714.631,1163421978.836
latam,1964,5175.591075780825,241372.512,1249245419.046
latam,1965,5296.2348069556465,248117.126,1314086558.9229999
latam,1966,5425.831715459312,254928.06900000002,1383196801.941
latam,1967,5515.1322498003055,261815.677,1443948083.726
latam,1968,5702.043911067445,268824.574,1532849525.322
latam,1969,5929.593484967737,275981.258,1636456669.4099998
latam,1970,6193.177484671918,283244.347,1754182512.501
latam,1971,6418.398951674445,290574.048,1865020165.067
latam,1972,6684.080498575246,297997.386,1991838516.389
latam,1973,7059.830847243964,305448.526,2156414926.1
latam,1974,7324.292865564544,312541.702,2289146958.1499996
latam,1975,7398.275239630482,320088.244,2368100930.0820003
latam,1976,7646.535270197684,327662.836,2505485432.207
latam,1977,7829.334667549392,335317.255,2625311009.199
latam,1978,7990.9265874483435,342985.381,2740771000.139
latam,1979,8309.540367438452,350782.067,2914837745.91
latam,1980,8611.506987434303,358504.12200000003,3087260751.627
latam,1981,8473.068229123095,366376.041,3104329192.9090004
latam,1982,8220.20373375015,374653.885,3079731264.3409996
latam,1983,7852.5085633291865,382890.454,3006650568.852
latam,1984,7976.640861617295,390956.405,3118518835.234
latam,1985,8035.39882290133,398961.287,3205813055.943
latam,1986,8204.632804133476,407206.964,3340983614.9059997
latam,1987,8296.555514773367,415611.712,3448145641.198
latam,1988,8217.23579169442,424030.101,3484355322.693
latam,1989,8158.614751424036,432273.995,3526756992.264
latam,1990,8054.830213399633,440329.389,3546778466.3650002
latam,1991,8260.780061884596,448859.863,3707932606.8506513
latam,1992,8437.719711255746,457324.81,3858778563.7832885
latam,1993,8707.92100034902,460221.132,4007569260.1471987
latam,1994,9027.022723889815,468010.38499999995,4224740380.411421
latam,1995,9063.72296056018,475712.36,4311725039.95427
latam,1996,9296.422991648269,483297.77800000005,4492940575.211721
latam,1997,9708.032578842976,490811.45800000004,4764813624.333422
latam,1998,9859.761255706233,498234.744,4912475625.137914
latam,1999,9812.13403270056,505522.43700000003,4960253908.381425
latam,2000,10132.749563786065,512688.418,5194943343.847668
latam,2001,10158.729568309469,519653.722,5279021630.963469
latam,2002,10142.06647224775,526555.339,5340359249.454948
latam,2003,10283.94766664838,533409.678,5485557213.435763
latam,2004,10854.036883575305,540185.907,5863197758.565579
latam,2005,11286.042111656552,546897.472,6172307899.750509
latam,2006,11859.445498572693,553472.726,6563879628.943458
latam,2007,12483.540741670848,560106.098,6992107294.041285
latam,2008,12917.31803091149,566776.834,7321236617.331129
latam,2009,12625.883430332759,573306.724,7238503867.049956
latam,2010,13356.441901831062,579689.253,7742585828.810348
latam,2011,13924.795340124329,585787.603,8156972484.557
latam,2012,14166.420161790114,591864.011,8384594258.468367
latam,2013,14430.08048290719,597853.957,8627080716.534534
latam,2014,14454.82544382193,604025.048,8731076632.536161
latam,2015,14328.67732126639,609877.503,8738737945.986675
latam,2016,14074.377238989722,613879.705,8639974547.529724
latam,2017,14102.669981427382,619478.715,8736303878.163708
latam,2018,14103.097038544507,625013.87,8814631259.046242
latam,2019,13957.886614405288,631155.8480011249,8809601762.41852
latam,2020,12865.496159741226,637531.6692477746,8202161242.420658
latam,2021,13610.788953639494,643143.0036423985,8753683689.586483
latam,2022,14028.037762562182,647191.2028221115,9078822632.786621
mena,1913,1485.686598214885,59604.0,88552864.0
mena,1923,999.0,13877.0,13863123.0
mena,1924,1084.0,13968.0,15141312.0
mena,1925,1199.0,14059.0,16856741.0
mena,1926,1382.0,14151.0,19556682.0
mena,1927,1248.0,14250.0,17784000.0
mena,1928,1361.0,14476.0,19701836.0
mena,1929,1554.0,14705.0,22851570.0
mena,1930,1600.0,14928.0,23884800.0
mena,1931,1669.0,15174.0,25325406.0
mena,1932,1543.0,15414.0,23783802.0
mena,1933,1718.0,15658.0,26900444.0
mena,1934,1731.0,15906.0,27533286.0
mena,1935,1739.0,16158.0,28098762.0
mena,1936,2034.0,16434.0,33426756.0
mena,1937,2066.0,16725.0,34553850.0
mena,1938,2209.0,17016.0,37588344.0
mena,1939,2324.0,17517.0,40709508.0
mena,1940,2146.0,17821.0,38243866.0
mena,1941,1932.0,18011.0,34797252.0
mena,1942,1994.0,18203.0,36296782.0
mena,1943,1792.0,18396.0,32965632.0
mena,1944,1696.0,18592.0,31532032.0
mena,1945,1452.0,18790.0,27283080.0
mena,1946,1831.0,19235.0,35219285.0
mena,1947,1890.0,19690.0,37214100.0
mena,1948,2098.0,20156.0,42287288.0
mena,1949,1946.0,20634.0,40153764.0
mena,1950,2259.9126422787745,102473.387,231580902.77842543
mena,1951,2321.5869559518314,105013.197,243797268.35799998
mena,1952,2416.144953109944,107656.407,260113484.44300002
mena,1953,2542.7613838049338,110374.256,280655395.923
mena,1954,2595.874855375269,113021.818,293390495.455
mena,1955,2582.49114267505,115934.552,299399953.67
mena,1956,2680.9355322437013,118953.977,318907943.64100003
mena,1957,2776.8736958073123,122105.519,339071603.824
mena,1958,2820.6797577310517,125394.031,353696404.982
mena,1959,2930.9484304969988,128812.178,377541850.938
mena,1960,3032.5445330289854,132320.429,401267593.572
mena,1961,3095.08587614941,135819.038,420371586.226
mena,1962,3162.9279945658973,139003.62,439658441.044
mena,1963,3336.9030995775606,142619.82200000001,475908526.093
mena,1964,3466.1514932038544,146454.484,507633428.403
mena,1965,3616.3539653513803,150409.281,543933199.77
mena,1966,3773.710193800608,154447.4,582839727.786
mena,1967,3887.943511519437,158540.253,616395547.966
mena,1968,4168.191981702865,162574.519,677641806.525
mena,1969,4403.814605607561,166773.836,734441054.8100001
mena,1970,4652.121220159722,171032.756,795665113.53
mena,1971,4927.970893850723,175494.874,864833631.092
mena,1972,5324.674773863478,180129.462,959130802.341
mena,1973,5536.394327544105,185040.381,1024456515.735
mena,1974,5862.261945643506,190160.643,1114771501.0180001
mena,1975,6044.431878998237,195495.20200000002,1181657431.16
mena,1976,6582.352513587158,200924.10499999998,1322553287.587
mena,1977,6724.360774515777,206770.378,1390398619.155
mena,1978,6662.393732249114,213047.108,1419403717.013
mena,1979,6696.990580025045,219664.06600000002,1471088180.772
mena,1980,6553.571443440227,226783.613,1486242609.997
mena,1981,6367.29018266344,234526.023,1493295243.827
mena,1982,6485.53786366875,242272.363,1571266583.557
mena,1983,6438.201811858254,250247.832,1611146045.396
mena,1984,6439.994236992089,258602.109,1665396091.634
mena,1985,6416.527892903901,266888.454,1712497209.385
mena,1986,6154.046997679641,275132.881,1693180680.281
mena,1987,6176.228334630126,282550.842,1745098516.3339999
mena,1988,6064.863269580284,290059.016,1759168272.149
mena,1989,5986.6262246593915,297700.53,1782221799.993
mena,1990,6220.922715635519,306132.452,1904426324.64
mena,1991,6358.400170041894,310195.59,1972347692.2022457
mena,1992,6789.495055879131,317527.59,2155852002.410216
mena,1993,7116.163622109268,325569.99,2316809319.288478
mena,1994,7183.164106031876,331355.94,2380184094.528452
mena,1995,7475.176067366056,337511.98,2522961475.3453307
mena,1996,7970.618587851256,343591.29,2738635122.697791
mena,1997,8356.926290414336,350062.46,2925446175.261117
mena,1998,8755.296104043733,356502.22,3121282497.848942
mena,1999,8824.433577279808,362998.77,3203258534.4992704
mena,2000,9388.508471394372,369615.54,3470138628.4490056
mena,2001,9551.44891979272,376441.33999999997,3595560230.308324
mena,2002,10050.856460853362,383217.8,3851667101.044011
mena,2003,10754.956748900644,390639.38,4201309636.3173633
mena,2004,11722.450230907916,397730.74,4662378804.952176
mena,2005,12492.246763335286,405288.83999999997,5062968199.705913
mena,2006,13377.841051848514,413480.81,5531480554.169576
mena,2007,14256.0950225968,422498.15,6023173773.271357
mena,2008,15082.729563670391,432257.04,6519616036.3126545
mena,2009,15336.855685597711,441623.81,6773120641.293823
mena,2010,16369.16001452312,450533.4,7374853316.487151
mena,2011,17112.15707610131,459185.13,7857648071.570001
mena,2012,17509.32695056811,467566.82,8186780322.617428
mena,2013,17661.189051410536,476724.53,8419522049.774835
mena,2014,17945.699876864666,486003.95999999996,8721681205.127739
mena,2015,18194.595557023556,494537.27,8997905615.524559
mena,2016,18618.795699971568,502829.03,9362070981.584875
mena,2017,18845.19832885296,511141.35033776535,9632560121.1929
mena,2018,18990.834755545042,519740.0497676662,9870297400.976505
mena,2019,18842.570624962846,528791.9967043988,9963800543.817755
mena,2020,17987.10151767367,537121.3776921012,9661256747.860565
mena,2021,18899.674831560736,543704.0806735944,10275830329.3236
mena,2022,19595.183475043836,551176.6360769212,10800407311.084738
oecd-ex-us,1900,4084.3275611949616,330218.0,1348718478.6026778
oecd-ex-us,1901,4320.616118207749,289259.0,1249777097.7366555
oecd-ex-us,1902,4331.3728995745005,292251.0,1265848061.2735474
oecd-ex-us,1903,4399.818458495188,295210.0,1298870407.1323643
oecd-ex-us,1904,4436.7824733729685,298153.0,1322840004.7835708
oecd-ex-us,1905,4494.960486372579,300890.0,1352488660.7446454
oecd-ex-us,1906,4637.9696824523835,303744.0,1408755463.226817
oecd-ex-us,1907,4735.47726170353,306747.0,1452593443.5957725
