region,year,lu,lp,ls,lh,cov_pop,source
china,1870,99.89371134153743,0.10555261424826641,3.744786353482006e-05,0.0,77441.0,leelee
china,1875,99.79273293604314,0.20717953998429717,8.752397255866038e-05,0.0,77693.0,leelee
china,1880,99.78939129542188,0.20979136727571343,0.00015012317799219872,0.0,77936.0,leelee
china,1885,99.68707816408843,0.31275335681829786,0.00016847909327615253,0.0,78348.0,leelee
china,1890,99.48352549776513,0.4162205404307192,0.0009231511580658269,0.0,78752.0,leelee
china,1895,99.2782487995198,0.6213760504201681,0.10037515006002402,0.0,79968.0,leelee
china,1900,98.97138701964555,0.9272695900810964,0.10052503142793759,0.0,81138.0,leelee
china,1905,98.56537921007995,1.3328677005088443,0.10164283983523141,0.00011024957596316936,82540.0,leelee
china,1910,97.95219836522651,1.8422419750732788,0.2042251507280223,0.0020899363725186476,83926.0,leelee
china,1915,97.15041150619258,2.6417613149934365,0.20558643913018665,0.0023788596541293302,87605.0,leelee
china,1920,95.78146982659716,3.750867014127905,0.3542531222342413,0.015100359480337847,91521.0,leelee
china,1925,91.8765025603194,6.848805545912168,1.2554493577503907,0.11800468668633916,92176.0,leelee
china,1930,88.94583876493465,9.231638314605531,1.6999375141401194,0.12357009728401977,92821.0,leelee
china,1935,86.05850759804697,11.792301770592765,1.9262857624938043,0.12417033123477492,94827.0,leelee
china,1940,33.81480212615755,42.09925356089863,23.56583198372161,0.5221263651841701,96324.0,leelee
china,1945,30.697930837265357,44.81016606409707,23.870312723410336,0.6229088792205405,97914.0,leelee
china,1950,27.97590031454149,46.704356157754646,24.68917783692233,0.6305656907815146,103325.0,leelee
china,1955,26.67041771797028,47.78906644238856,24.813703392206335,0.7268124474348191,107010.0,leelee
china,1960,21.758565751847584,44.87754855721023,32.33346362387195,0.93233000334237,107708.0,leelee
china,1965,20.53497580005504,43.93126568140246,34.659148226686305,0.9757336872946243,123554.0,leelee
china,1970,14.936138797287782,43.26447256289599,41.12323168698358,0.6766367779465708,161934.0,leelee
china,1975,13.49670551679083,40.217696661597664,45.52851613753274,0.757081684078769,182153.0,leelee
china,1980,5.288304198774649,31.853802484683122,62.0244165592236,0.9329075589937333,200106.0,leelee
china,1985,5.296209282867377,32.34219578845845,60.463227941752294,1.9947085759977576,242619.0,leelee
china,1990,5.600869075903464,34.69739355383269,57.57359713017381,2.029935444541703,255904.0,leelee
china,1995,2.063157778083151,24.780258345929983,67.9507529179171,5.30374442016233,225589.0,leelee
china,2000,1.3715199905776583,15.127834186415143,77.00620058791486,6.396808672480382,203771.0,leelee
china,2005,0.5889995895705825,9.812118041304535,81.96016850157181,7.6371555888309075,221719.0,leelee
china,2010,0.49242971508666,6.582545351626728,84.51772734215658,8.505118287105672,222594.0,leelee
india,1870,99.33612202348294,0.2664852408646988,0.39739273565236477,0.0,45565.0,leelee
india,1875,99.02897777177216,0.47365268112514924,0.4973695471026733,0.0,44403.0,leelee
india,1880,98.60850019891261,0.7945497944569686,0.5969500066304204,0.0,37705.0,leelee
india,1885,97.49594093526434,1.707913104170302,0.6974306403768975,0.0,45848.0,leelee
india,1890,95.95790077065155,3.0459397490605693,0.9961594802878797,0.0,47103.0,leelee
india,1895,94.71002911148469,4.092627824019025,1.196014596744434,0.09867153224814465,48778.0,leelee
india,1900,93.84811383189941,4.853317339510258,1.2,0.09856882859033753,48352.0,leelee
india,1905,87.88097200483426,10.814647435262417,1.3043805599033147,0.09853981336556179,50473.0,leelee
india,1910,87.50504814147071,11.038102727377344,1.456849131151943,0.1,52138.0,leelee
india,1915,86.33881735070997,11.301519159696557,1.9645010698307723,0.3951624197626921,51410.0,leelee
india,1920,78.4987107889734,21.28784458174905,0.3100582224334601,0.1,50496.0,leelee
india,1925,76.85671224142817,22.203311844715216,0.7449755596486257,0.19833345140266365,56464.0,leelee
india,1930,75.55388381045928,23.203116237068485,1.0477859983206854,0.1984046513838501,63121.0,leelee
india,1935,73.96687295177902,24.4705392673221,1.3657683754681649,0.19840970271535582,68352.0,leelee
india,1940,71.97405975537477,26.457458645401154,1.4684815992240963,0.19842529231100814,74236.0,leelee
india,1945,70.27020972712921,27.942223558595803,1.4908792502944197,0.2,79818.0,leelee
india,1950,68.63720062208398,28.951632970451012,2.0132192846034216,0.3979471228615863,70730.0,leelee
india,1955,67.29064124783362,30.096387850041047,2.2150141384657482,0.39795676365958227,76741.0,leelee
india,1960,62.880978452200296,31.678556600910472,4.849268588770865,0.5933972685887708,82375.0,leelee
india,1965,63.824690699303034,29.070400506886315,6.223903691599694,0.8810051022109582,89961.0,leelee
india,1970,51.193841474081125,36.81276604015627,10.878610857353882,1.1123180236739296,102898.0,leelee
india,1975,51.139931302419434,25.579965150984606,21.014617411168363,2.2630208593867236,119946.0,leelee
india,1980,51.851132127874166,16.065129876774204,30.127925333645173,1.9558126617064509,136822.0,leelee
india,1985,43.77273773858894,20.373592014547548,32.834190007718576,3.117315768128835,152878.0,leelee
india,1990,37.33157341785676,19.57943302824175,39.98821539228605,3.2007781616154425,168474.0,leelee
india,1995,30.163783385604425,21.21262319050861,41.92392490820005,6.5996685156869095,179194.0,leelee
india,2000,25.4729235394616,18.23478356788483,51.63238298505472,4.7599099075988525,194911.0,leelee
india,2005,14.575161416370504,21.933652754777366,57.402667324116635,5.9902480323018805,214972.0,leelee
india,2010,8.48098571484928,19.734506594663777,64.76549340533622,7.01901428515072,228139.0,leelee
latam,1870,89.82234342443925,9.949405564407403,0.15793602157127098,0.048020590758671405,8159.0,leelee
latam,1875,87.8976176775233,11.85879848083784,0.2012199332489354,0.04802624007365634,8689.0,leelee
latam,1880,85.88869837161653,13.774592904130271,0.27750458319853333,0.05843847729968725,9273.0,leelee
latam,1885,84.4959243232364,15.093026064204487,0.33969004729797725,0.06995068934286001,9937.0,leelee
latam,1890,83.50586850037679,16.004276563677468,0.436906556141673,0.07876789751318765,10616.0,leelee
latam,1895,82.06943023460927,17.312462515434824,0.5058123125771741,0.11660786734873875,11338.0,leelee
latam,1900,74.92016848364717,23.698397753551372,1.1425668979187316,0.25110670630987775,12108.0,leelee
latam,1905,68.43031887473303,29.287797334118864,1.883805876721408,0.3864275719861551,13579.0,leelee
latam,1910,70.26904689863841,26.063340393343417,3.4315400907715587,0.30104689863842665,16525.0,leelee
latam,1915,65.5006799750468,30.214915782907052,3.9589706799750473,0.3557766687461011,16030.0,leelee
latam,1920,66.1711756413871,27.89827459825204,5.576622497885537,0.43386523822948975,17735.0,leelee
latam,1925,62.1337037037037,31.389761904761897,6.062343915343916,0.4237989417989418,18900.0,leelee
latam,1930,58.6551606455073,34.575203549315,6.3653990541660574,0.4265321047242943,20511.0,leelee
latam,1935,52.03239962231913,40.67798210512118,6.842772357358033,0.4720606087855762,22241.0,leelee
latam,1940,46.85959326554426,45.36045590931822,7.3151733622270365,0.4607559593265544,23996.0,leelee
latam,1945,44.51016891637132,46.80112359550561,8.083014101500641,0.5790325013196591,26522.0,leelee
latam,1950,40.89499532585471,49.662913995726505,8.71572516025641,0.7085970886752138,29952.0,leelee
latam,1955,36.26567814434229,52.00110269815516,10.733699897842676,1.0346343368787934,33282.0,leelee
