region,year,stock,head,imm_head,investment,depreciation,writeoff,mig_in,mig_out,revaluation,charge_own,charge_imm,gdppc,net_own,net_total
seasia,2032,5709926791204.899,353827283.38584036,0.0,410203414862.50146,270889719352.10626,41041692146.010086,0.0,1676663376.5082006,2213448878.5093474,311931411498.11633,0.0,16602.567574975026,98272003364.38513,96595339987.87694
russia,2032,5246304413640.313,145771527.16972598,1318888.7448440369,269254164699.68628,258138292095.58234,31040356986.421734,11610244077.158777,0.0,2296370651.7009435,286465013628.74445,2713635453.2595797,25198.170303876817,-17210848929.058167,-8314240305.158969
mena,2032,6530717067794.72,249174194.4614281,392235.7890137927,659649972807.7643,319623407721.75726,99335104657.96335,0.0,8483616273.72192,1643841774.4567478,417930217684.52026,1028294695.2003851,25420.141972649904,241719755123.24402,232207844154.32172
ssa,2032,2468426419645.923,602575724.6019938,0.0,297929782694.2303,91400462213.09639,14218060609.099466,0.0,4006719644.223153,1276194816.6380277,105618522822.19586,0.0,5179.767549924288,192311259872.03442,188304540227.81128
us,2033,19144598200831.82,172184467.95959496,7522467.93853594,806327198231.9006,958611426853.3549,108924857791.37413,184031309797.02884,0.0,5365720330.59493,1018566167399.9429,48970117244.78588,68889.71503944589,-212238969168.04224,-77177776615.79929
oecd-ex-us,2033,23092789004409.875,378357450.3197935,9673663.343083126,887113671732.2197,1185839107980.7285,125707993955.86635,144213366150.11203,0.0,5052240375.01383,1270771896650.233,40775205286.36186,48144.96450873834,-383658224918.0132,-280220064054.263
china,2033,21475677408348.074,723297964.7416354,0.0,829482074842.9585,1106504417585.466,114606702770.35773,0.0,7905007321.651337,8139604723.439452,1221111120355.8237,0.0,29592.811247434103,-391629045512.86523,-399534052834.5166
india,2033,7409008604162.974,843309144.6227541,0.0,715032185255.9846,354692414495.419,105469062788.3822,0.0,18458418841.066593,2870273513.305564,460161477283.8012,0.0,11331.136601512213,254870707972.1834,236412289131.11682
latam,2033,5582614046582.725,312466572.67143697,0.0,368327004645.1795,271105414305.4706,41872238181.79594,0.0,7237496508.75047,1871150268.703384,312977652487.26654,0.0,18919.925184693802,55349352157.912964,48111855649.16249
seasia,2033,5798065126070.515,354318916.4148584,0.0,402880339963.62476,273583099741.4157,41534495432.60298,0.0,1890215648.8517807,2265805724.862224,315117595174.0187,0.0,17214.719077399044,87762744789.60608,85872529140.7543
russia,2033,5235422011540.962,145769328.88014534,1504478.2852830556,264222102391.94702,257937878049.4457,30964671457.718624,11502822895.819542,0.0,2295222120.049706,285762992960.9048,3139556546.259602,25964.250109372333,-21540890568.957764,-13177624219.397823
mena,2033,6746457357438.807,251609400.35270226,390292.41200341843,653934782307.9971,327568577955.93475,103223335586.99207,0.0,9010038089.645945,1607458968.6650057,429850731468.164,941182074.7628739,26189.52456350803,224084050839.83307,214132830675.42426
ssa,2033,2656499210690.6353,625206100.31962,0.0,303312975412.7454,97077512718.66643,15223940499.908575,0.0,4222683057.6286736,1283951908.172111,112301453218.575,0.0,5465.412286013566,191011522194.1704,186788839136.54175
us,2034,19068347111096.94,172271176.46334502,8483965.697725134,796270491917.8799,957879307851.7909,108363094332.3152,188423069027.37238,0.0,5297751503.9822035,1010638028357.5796,55604373826.52658,69936.8995746124,-214367536439.6997,-81548841238.85391
oecd-ex-us,2034,22808026815320.45,375689571.5816182,10790113.463977408,868537482135.8798,1178046605780.567,123820572843.72151,143821918314.79706,0.0,4745589084.201806,1256003113868.705,45864064755.58371,49140.198980262394,-387465631732.8253,-289507778173.61194
china,2034,21049442768097.65,713284696.3667156,0.0,778141526537.227,1093688214243.4457,111972768775.60323,0.0,7028542549.480473,8313358780.87169,1205660983019.0488,0.0,30425.850962392054,-427519456481.8218,-434547999031.30225
india,2034,7629289873360.751,848883057.588409,0.0,709498927935.8884,362685600650.0985,109209096744.06006,0.0,20244914801.21383,2921953457.2639494,471894697394.15857,0.0,11819.080099483755,237604230541.72986,217359315740.51602
latam,2034,5624733209696.959,312020751.29281735,0.0,361555340127.021,272254794381.7256,42097695529.70171,0.0,6908068803.094695,1824381701.7341611,314352489911.4273,0.0,19583.48259699224,47202850215.59369,40294781412.49899
seasia,2034,5875888991134.785,354604294.4841153,0.0,395394923972.7125,276062537302.8127,41956163821.69306,0.0,1675209443.1834846,2122851659.2455657,318018701124.50574,0.0,17843.734132856633,77376222848.20679,75701013405.0233
