region,year,agegrp,pop_thousands,series
latam,2032,55-59,38498.297,medium
latam,2032,60-64,33716.28,medium
latam,2032,65-69,29232.008,medium
latam,2032,70-74,23332.337,medium
latam,2032,75-79,16658.465,medium
latam,2032,80-84,10349.813,medium
latam,2032,85-89,5102.584,medium
latam,2032,90-94,1932.872,medium
latam,2032,95-99,495.29,medium
latam,2033,0-4,43969.044,medium
latam,2033,10-14,47110.047,medium
latam,2033,100+,87.781,medium
latam,2033,15-19,50501.291,medium
latam,2033,20-24,51462.573,medium
latam,2033,25-29,51379.078,medium
latam,2033,30-34,51984.648,medium
latam,2033,35-39,51543.34,medium
latam,2033,40-44,50081.995,medium
latam,2033,45-49,47608.136,medium
latam,2033,5-9,45008.413,medium
latam,2033,50-54,43995.07,medium
latam,2033,55-59,39169.046,medium
latam,2033,60-64,34333.22,medium
latam,2033,65-69,29692.572,medium
latam,2033,70-74,24080.217,medium
latam,2033,75-79,17294.317,medium
latam,2033,80-84,10830.663,medium
latam,2033,85-89,5365.379,medium
latam,2033,90-94,2026.106,medium
latam,2033,95-99,521.33,medium
latam,2034,0-4,43741.176,medium
latam,2034,10-14,46408.833,medium
latam,2034,100+,92.91,medium
latam,2034,15-19,49945.843,medium
latam,2034,20-24,51347.046,medium
latam,2034,25-29,51248.516,medium
latam,2034,30-34,51739.533,medium
latam,2034,35-39,51637.883,medium
latam,2034,40-44,50320.136,medium
latam,2034,45-49,48009.802,medium
latam,2034,5-9,44723.221,medium
latam,2034,50-54,44650.759,medium
latam,2034,55-59,39870.664,medium
latam,2034,60-64,34967.172,medium
latam,2034,65-69,30121.347,medium
latam,2034,70-74,24793.907,medium
latam,2034,75-79,17948.598,medium
latam,2034,80-84,11308.607,medium
latam,2034,85-89,5656.815,medium
latam,2034,90-94,2124.255,medium
latam,2034,95-99,548.886,medium
latam,2035,0-4,43509.18,medium
latam,2035,10-14,45892.918,medium
latam,2035,100+,98.148,medium
latam,2035,15-19,49205.242,medium
latam,2035,20-24,51191.932,medium
latam,2035,25-29,51127.536,medium
latam,2035,30-34,51483.287,medium
latam,2035,35-39,51684.122,medium
latam,2035,40-44,50520.384,medium
latam,2035,45-49,48408.271,medium
latam,2035,5-9,44455.598,medium
latam,2035,50-54,45252.783,medium
latam,2035,55-59,40599.28,medium
latam,2035,60-64,35598.559,medium
latam,2035,65-69,30567.365,medium
latam,2035,70-74,25448.216,medium
latam,2035,75-79,18619.977,medium
latam,2035,80-84,11788.352,medium
latam,2035,85-89,5969.354,medium
latam,2035,90-94,2229.026,medium
latam,2035,95-99,577.731,medium
latam,2036,0-4,43269.445,medium
latam,2036,10-14,45509.646,medium
latam,2036,100+,103.658,medium
latam,2036,15-19,48419.052,medium
latam,2036,20-24,50894.493,medium
latam,2036,25-29,51040.424,medium
latam,2036,30-34,51225.983,medium
latam,2036,35-39,51683.669,medium
latam,2036,40-44,50678.617,medium
latam,2036,45-49,48775.773,medium
latam,2036,5-9,44211.841,medium
latam,2036,50-54,45798.544,medium
latam,2036,55-59,41329.801,medium
latam,2036,60-64,36234.491,medium
latam,2036,65-69,31068.643,medium
latam,2036,70-74,26033.19,medium
latam,2036,75-79,19295.68,medium
latam,2036,80-84,12285.81,medium
latam,2036,85-89,6288.348,medium
latam,2036,90-94,2343.036,medium
latam,2036,95-99,607.54,medium
latam,2037,0-4,43021.391,medium
latam,2037,10-14,45175.875,medium
latam,2037,100+,109.443,medium
latam,2037,15-19,47671.663,medium
latam,2037,20-24,50478.805,medium
latam,2037,25-29,50977.396,medium
latam,2037,30-34,50995.237,medium
latam,2037,35-39,51615.798,medium
latam,2037,40-44,50816.13,medium
latam,2037,45-49,49090.894,medium
latam,2037,5-9,43980.892,medium
latam,2037,50-54,46266.889,medium
latam,2037,55-59,42058.234,medium
latam,2037,60-64,36884.893,medium
latam,2037,65-69,31630.651,medium
latam,2037,70-74,26545.287,medium
latam,2037,75-79,19974.904,medium
latam,2037,80-84,12797.025,medium
latam,2037,85-89,6612.349,medium
latam,2037,90-94,2470.246,medium
latam,2037,95-99,638.955,medium
latam,2038,0-4,42766.038,medium
latam,2038,10-14,44878.436,medium
latam,2038,100+,115.504,medium
latam,2038,15-19,46906.352,medium
latam,2038,20-24,50040.031,medium
latam,2038,25-29,50892.904,medium
latam,2038,30-34,50827.048,medium
latam,2038,35-39,51445.835,medium
latam,2038,40-44,50953.392,medium
latam,2038,45-49,49369.376,medium
latam,2038,5-9,43757.544,medium
latam,2038,50-54,46680.574,medium
latam,2038,55-59,42764.023,medium
latam,2038,60-64,37551.754,medium
latam,2038,65-69,32238.212,medium
latam,2038,70-74,26995.308,medium
latam,2038,75-79,20651.664,medium
latam,2038,80-84,13318.921,medium
latam,2038,85-89,6942.174,medium
latam,2038,90-94,2611.183,medium
latam,2038,95-99,672.395,medium
latam,2039,0-4,42497.069,medium
latam,2039,10-14,44596.621,medium
latam,2039,100+,121.882,medium
latam,2039,15-19,46211.646,medium
latam,2039,20-24,49497.507,medium
latam,2039,25-29,50790.463,medium
latam,2039,30-34,50708.982,medium
latam,2039,35-39,51212.297,medium
latam,2039,40-44,51056.966,medium
latam,2039,45-49,49615.652,medium
latam,2039,5-9,43535.311,medium
latam,2039,50-54,47088.471,medium
latam,2039,55-59,43419.835,medium
latam,2039,60-64,38248.547,medium
latam,2039,65-69,32861.879,medium
latam,2039,70-74,27417.579,medium
latam,2039,75-79,21300.436,medium
latam,2039,80-84,13857.781,medium
latam,2039,85-89,7272.734,medium
latam,2039,90-94,2767.104,medium
latam,2039,95-99,708.006,medium
latam,2040,0-4,42211.922,medium
latam,2040,10-14,44331.977,medium
latam,2040,100+,128.542,medium
latam,2040,15-19,45701.333,medium
latam,2040,20-24,48769.959,medium
latam,2040,25-29,50647.859,medium
latam,2040,30-34,50599.544,medium
latam,2040,35-39,50967.188,medium
latam,2040,40-44,51112.238,medium
latam,2040,45-49,49824.334,medium
latam,2040,5-9,43308.349,medium
latam,2040,50-54,47493.248,medium
latam,2040,55-59,44023.251,medium
latam,2040,60-64,38971.466,medium
latam,2040,65-69,33483.614,medium
latam,2040,70-74,27856.654,medium
latam,2040,75-79,21899.036,medium
latam,2040,80-84,14412.649,medium
latam,2040,85-89,7607.008,medium
latam,2040,90-94,2933.761,medium
latam,2040,95-99,746.477,medium
latam,2041,0-4,41911.262,medium
latam,2041,10-14,44091.151,medium
latam,2041,100+,135.479,medium
latam,2041,15-19,45323.096,medium
latam,2041,20-24,47996.519,medium
latam,2041,25-29,50363.549,medium
latam,2041,30-34,50523.8,medium
latam,2041,35-39,50721.062,medium
latam,2041,40-44,51121.12,medium
latam,2041,45-49,49991.469,medium
latam,2041,5-9,43073.583,medium
latam,2041,50-54,47867.71,medium
latam,2041,55-59,44571.963,medium
latam,2041,60-64,39696.735,medium
latam,2041,65-69,34110.726,medium
latam,2041,70-74,28347.189,medium
latam,2041,75-79,22438.703,medium
latam,2041,80-84,14973.461,medium
latam,2041,85-89,7954.826,medium
latam,2041,90-94,3103.466,medium
latam,2041,95-99,788.776,medium
latam,2042,0-4,41592.157,medium
latam,2042,10-14,43863.134,medium
latam,2042,100+,142.87,medium
latam,2042,15-19,44994.004,medium
latam,2042,20-24,47261.193,medium
latam,2042,25-29,49961.439,medium
latam,2042,30-34,50472.016,medium
latam,2042,35-39,50501.407,medium
latam,2042,40-44,51063.083,medium
latam,2042,45-49,50138.066,medium
latam,2042,5-9,42830.496,medium
latam,2042,50-54,48190.83,medium
latam,2042,55-59,45045.483,medium
latam,2042,60-64,40420.746,medium
latam,2042,65-69,34752.729,medium
latam,2042,70-74,28894.013,medium
latam,2042,75-79,22916.897,medium
latam,2042,80-84,15539.856,medium
latam,2042,85-89,8314.125,medium
latam,2042,90-94,3276.292,medium
latam,2042,95-99,836.388,medium
latam,2043,0-4,41255.104,medium
latam,2043,10-14,43642.217,medium
latam,2043,100+,150.817,medium
latam,2043,15-19,44700.516,medium
latam,2043,20-24,46506.865,medium
latam,2043,25-29,49534.922,medium
latam,2043,30-34,50397.57,medium
latam,2043,35-39,50343.118,medium
latam,2043,40-44,50903.247,medium
latam,2043,45-49,50284.013,medium
latam,2043,5-9,42579.372,medium
latam,2043,50-54,48477.771,medium
latam,2043,55-59,45465.693,medium
latam,2043,60-64,41123.248,medium
latam,2043,65-69,35411.07,medium
latam,2043,70-74,29482.702,medium
latam,2043,75-79,23343.207,medium
latam,2043,80-84,16106.901,medium
latam,2043,85-89,8682.956,medium
latam,2043,90-94,3453.346,medium
latam,2043,95-99,889.273,medium
latam,2044,0-4,40908.752,medium
latam,2044,10-14,43421.918,medium
latam,2044,100+,159.375,medium
latam,2044,15-19,44422.051,medium
latam,2044,20-24,45821.505,medium
latam,2044,25-29,49003.45,medium
latam,2044,30-34,50303.895,medium
latam,2044,35-39,50233.73,medium
latam,2044,40-44,50679.816,medium
latam,2044,45-49,50396.194,medium
latam,2044,5-9,42313.88,medium
latam,2044,50-54,48732.884,medium
latam,2044,55-59,45880.262,medium
latam,2044,60-64,41777.529,medium
latam,2044,65-69,36098.082,medium
latam,2044,70-74,30086.056,medium
latam,2044,75-79,23747.358,medium
latam,2044,80-84,16653.656,medium
latam,2044,85-89,9065.713,medium
latam,2044,90-94,3632.503,medium
latam,2044,95-99,947.487,medium
latam,2045,0-4,40557.552,medium
latam,2045,10-14,43196.523,medium
latam,2045,100+,168.697,medium
latam,2045,15-19,44160.354,medium
latam,2045,20-24,45318.757,medium
latam,2045,25-29,48286.524,medium
latam,2045,30-34,50169.335,medium
latam,2045,35-39,50132.26,medium
latam,2045,40-44,50444.542,medium
latam,2045,45-49,50460.238,medium
latam,2045,5-9,42031.649,medium
latam,2045,50-54,48950.866,medium
latam,2045,55-59,46291.862,medium
latam,2045,60-64,42381.181,medium
latam,2045,65-69,36810.143,medium
latam,2045,70-74,30688.08,medium
latam,2045,75-79,24167.817,medium
latam,2045,80-84,17162.073,medium
latam,2045,85-89,9461.876,medium
latam,2045,90-94,3815.187,medium
latam,2045,95-99,1009.363,medium
latam,2046,0-4,40203.575,medium
latam,2046,10-14,42963.116,medium
latam,2046,100+,179.02,medium
latam,2046,15-19,43922.191,medium
latam,2046,20-24,44946.969,medium
latam,2046,25-29,47523.077,medium
latam,2046,30-34,49893.258,medium
latam,2046,35-39,50063.826,medium
latam,2046,40-44,50208.023,medium
latam,2046,45-49,50478.073,medium
latam,2046,5-9,41733.577,medium
latam,2046,50-54,49127.745,medium
latam,2046,55-59,46673.956,medium
latam,2046,60-64,42932.147,medium
latam,2046,65-69,37525.132,medium
latam,2046,70-74,31296.337,medium
latam,2046,75-79,24634.46,medium
latam,2046,80-84,17624.959,medium
latam,2046,85-89,9864.491,medium
latam,2046,90-94,4006.096,medium
latam,2046,95-99,1072.101,medium
latam,2047,0-4,39851.472,medium
latam,2047,10-14,42721.558,medium
latam,2047,100+,190.693,medium
latam,2047,15-19,43697.163,medium
latam,2047,20-24,44624.81,medium
latam,2047,25-29,46798.254,medium
latam,2047,30-34,49500.489,medium
latam,2047,35-39,50019.408,medium
latam,2047,40-44,49997.836,medium
latam,2047,45-49,50429.636,medium
latam,2047,5-9,41417.294,medium
latam,2047,50-54,49284.354,medium
latam,2047,55-59,47006.082,medium
latam,2047,60-64,43410.968,medium
latam,2047,65-69,38240.038,medium
latam,2047,70-74,31920.014,medium
latam,2047,75-79,25151.093,medium
latam,2047,80-84,18041.099,medium
latam,2047,85-89,10273.751,medium
latam,2047,90-94,4204.544,medium
latam,2047,95-99,1136.154,medium
latam,2048,0-4,39501.605,medium
latam,2048,10-14,42472.127,medium
latam,2048,100+,203.661,medium
latam,2048,15-19,43479.365,medium
latam,2048,20-24,44338.495,medium
latam,2048,25-29,46054.875,medium
latam,2048,30-34,49083.819,medium
latam,2048,35-39,49952.578,medium
latam,2048,40-44,49848.64,medium
latam,2048,45-49,50280.491,medium
latam,2048,5-9,41083.287,medium
latam,2048,50-54,49440.285,medium
latam,2048,55-59,47303.062,medium
latam,2048,60-64,43838.686,medium
latam,2048,65-69,38935.334,medium
latam,2048,70-74,32560.204,medium
latam,2048,75-79,25704.593,medium
latam,2048,80-84,18419.088,medium
latam,2048,85-89,10686.38,medium
latam,2048,90-94,4409.77,medium
latam,2048,95-99,1202.317,medium
latam,2049,0-4,39152.181,medium
latam,2049,10-14,42208.045,medium
latam,2049,100+,217.841,medium
latam,2049,15-19,43261.405,medium
latam,2049,20-24,44065.657,medium
latam,2049,25-29,45378.503,medium
latam,2049,30-34,48561.795,medium
latam,2049,35-39,49866.138,medium
latam,2049,40-44,49747.635,medium
latam,2049,45-49,50068.2,medium
latam,2049,5-9,40739.573,medium
latam,2049,50-54,49562.679,medium
latam,2049,55-59,47569.021,medium
latam,2049,60-64,44261.129,medium
latam,2049,65-69,39585.016,medium
latam,2049,70-74,33227.532,medium
latam,2049,75-79,26270.852,medium
latam,2049,80-84,18782.478,medium
latam,2049,85-89,11087.294,medium
latam,2049,90-94,4624.361,medium
latam,2049,95-99,1269.983,medium
latam,2050,0-4,38805.288,medium
latam,2050,10-14,41927.439,medium
latam,2050,100+,232.863,medium
latam,2050,15-19,43038.634,medium
latam,2050,20-24,43809.937,medium
latam,2050,25-29,44884.397,medium
latam,2050,30-34,47855.485,medium
latam,2050,35-39,49739.469,medium
latam,2050,40-44,49654.666,medium
latam,2050,45-49,49844.451,medium
latam,2050,5-9,40391.296,medium
latam,2050,50-54,49637.633,medium
latam,2050,55-59,47798.912,medium
latam,2050,60-64,44681.081,medium
latam,2050,65-69,40186.856,medium
latam,2050,70-74,33918.675,medium
latam,2050,75-79,26836.677,medium
latam,2050,80-84,19161.558,medium
latam,2050,85-89,11463.699,medium
latam,2050,90-94,4848.162,medium
latam,2050,95-99,1339.627,medium
latam,2051,0-4,38463.458,medium
latam,2051,10-14,41631.276,medium
latam,2051,100+,248.149,medium
latam,2051,15-19,42808.393,medium
latam,2051,20-24,43578.298,medium
latam,2051,25-29,44521.425,medium
latam,2051,30-34,47103.284,medium
latam,2051,35-39,49472.548,medium
latam,2051,40-44,49594.72,medium
latam,2051,45-49,49619.636,medium
latam,2051,5-9,40040.609,medium
latam,2051,50-54,49666.993,medium
latam,2051,55-59,47988.62,medium
latam,2051,60-64,45072.905,medium
latam,2051,65-69,40739.098,medium
latam,2051,70-74,34613.736,medium
latam,2051,75-79,27409.995,medium
latam,2051,80-84,19579.805,medium
latam,2051,85-89,11810.701,medium
latam,2051,90-94,5077.397,medium
latam,2051,95-99,1412.898,medium
latam,2052,0-4,38126.257,medium
latam,2052,10-14,41316.318,medium
latam,2052,100+,263.943,medium
latam,2052,15-19,42569.346,medium
latam,2052,20-24,43358.575,medium
latam,2052,25-29,44206.088,medium
latam,2052,30-34,46387.667,medium
latam,2052,35-39,49088.428,medium
latam,2052,40-44,49557.772,medium
latam,2052,45-49,49420.251,medium
latam,2052,5-9,39690.875,medium
latam,2052,50-54,49630.447,medium
latam,2052,55-59,48158.022,medium
latam,2052,60-64,45416.413,medium
latam,2052,65-69,41223.099,medium
latam,2052,70-74,35310.09,medium
latam,2052,75-79,27999.111,medium
latam,2052,80-84,20039.535,medium
latam,2052,85-89,12128.471,medium
latam,2052,90-94,5312.539,medium
latam,2052,95-99,1489.653,medium
latam,2053,0-4,37792.21,medium
latam,2053,10-14,40983.257,medium
latam,2053,100+,280.512,medium
latam,2053,15-19,42322.003,medium
latam,2053,20-24,43145.395,medium
latam,2053,25-29,43925.386,medium
latam,2053,30-34,45652.378,medium
latam,2053,35-39,48679.819,medium
latam,2053,40-44,49497.99,medium
latam,2053,45-49,49280.877,medium
latam,2053,5-9,39342.744,medium
latam,2053,50-54,49494.269,medium
latam,2053,55-59,48326.446,medium
latam,2053,60-64,45726.017,medium
latam,2053,65-69,41658.762,medium
latam,2053,70-74,35989.027,medium
latam,2053,75-79,28604.403,medium
latam,2053,80-84,20528.96,medium
latam,2053,85-89,12423.616,medium
latam,2053,90-94,5551.612,medium
latam,2053,95-99,1569.622,medium
latam,2054,0-4,37460.309,medium
latam,2054,10-14,40640.821,medium
latam,2054,100+,297.695,medium
latam,2054,15-19,42060.055,medium
latam,2054,20-24,42931.984,medium
latam,2054,25-29,43658.418,medium
latam,2054,30-34,44984.512,medium
latam,2054,35-39,48166.919,medium
latam,2054,40-44,49419.097,medium
latam,2054,45-49,49189.433,medium
latam,2054,5-9,38995.583,medium
latam,2054,50-54,49295.994,medium
latam,2054,55-59,48461.97,medium
latam,2054,60-64,46005.973,medium
latam,2054,65-69,42089.839,medium
latam,2054,70-74,36625.864,medium
latam,2054,75-79,29234.508,medium
latam,2054,80-84,21028.045,medium
latam,2054,85-89,12712.139,medium
latam,2054,90-94,5785.827,medium
latam,2054,95-99,1653.904,medium
latam,2055,0-4,37133.754,medium
latam,2055,10-14,40293.633,medium
latam,2055,100+,315.53,medium
latam,2055,15-19,41781.572,medium
latam,2055,20-24,42713.649,medium
latam,2055,25-29,43408.015,medium
latam,2055,30-34,44497.418,medium
latam,2055,35-39,47470.024,medium
latam,2055,40-44,49300.021,medium
latam,2055,45-49,49105.69,medium
latam,2055,5-9,38650.635,medium
latam,2055,50-54,49086.421,medium
latam,2055,55-59,48550.76,medium
latam,2055,60-64,46251.14,medium
latam,2055,65-69,42518.964,medium
latam,2055,70-74,37218.514,medium
latam,2055,75-79,29886.215,medium
latam,2055,80-84,21527.391,medium
latam,2055,85-89,13014.678,medium
latam,2055,90-94,6008.093,medium
latam,2055,95-99,1742.555,medium
latam,2056,0-4,36810.632,medium
latam,2056,10-14,39943.575,medium
latam,2056,100+,334.353,medium
latam,2056,15-19,41487.238,medium
latam,2056,20-24,42487.195,medium
latam,2056,25-29,43180.501,medium
latam,2056,30-34,44139.592,medium
latam,2056,35-39,46726.328,medium
latam,2056,40-44,49041.027,medium
latam,2056,45-49,49054.224,medium
latam,2056,5-9,38310.006,medium
latam,2056,50-54,48875.505,medium
latam,2056,55-59,48594.391,medium
latam,2056,60-64,46457.142,medium
latam,2056,65-69,42921.626,medium
latam,2056,70-74,37765.614,medium
latam,2056,75-79,30542.855,medium
latam,2056,80-84,22035.322,medium
latam,2056,85-89,13347.09,medium
latam,2056,90-94,6215.967,medium
latam,2056,95-99,1834.088,medium
latam,2057,0-4,36489.96,medium
latam,2057,10-14,39594.398,medium
latam,2057,100+,354.165,medium
latam,2057,15-19,41173.971,medium
latam,2057,20-24,42251.667,medium
latam,2057,25-29,42964.547,medium
latam,2057,30-34,43828.948,medium
latam,2057,35-39,46018.736,medium
latam,2057,40-44,48665.506,medium
latam,2057,45-49,49025.338,medium
latam,2057,5-9,37973.884,medium
latam,2057,50-54,48689.383,medium
latam,2057,55-59,48572.983,medium
latam,2057,60-64,46643.069,medium
latam,2057,65-69,43278.303,medium
latam,2057,70-74,38249.955,medium
latam,2057,75-79,31202.677,medium
latam,2057,80-84,22558.832,medium
latam,2057,85-89,13709.772,medium
latam,2057,90-94,6410.298,medium
latam,2057,95-99,1928.85,medium
latam,2058,0-4,36174.582,medium
latam,2058,10-14,39247.081,medium
latam,2058,100+,374.993,medium
latam,2058,15-19,40843.063,medium
latam,2058,20-24,42008.737,medium
latam,2058,25-29,42756.054,medium
latam,2058,30-34,43553.379,medium
latam,2058,35-39,45291.851,medium
latam,2058,40-44,48265.881,medium
latam,2058,45-49,48973.821,medium
latam,2058,5-9,37641.27,medium
latam,2058,50-54,48562.478,medium
latam,2058,55-59,48453.749,medium
latam,2058,60-64,46827.899,medium
latam,2058,65-69,43602.965,medium
latam,2058,70-74,38689.985,medium
latam,2058,75-79,31848.343,medium
latam,2058,80-84,23097.636,medium
latam,2058,85-89,14093.305,medium
latam,2058,90-94,6595.567,medium
latam,2058,95-99,2026.157,medium
latam,2059,0-4,35865.681,medium
latam,2059,10-14,38901.008,medium
latam,2059,100+,397.122,medium
latam,2059,15-19,40502.884,medium
latam,2059,20-24,41751.518,medium
latam,2059,25-29,42547.97,medium
latam,2059,30-34,43292.205,medium
latam,2059,35-39,44632.435,medium
latam,2059,40-44,47762.837,medium
latam,2059,45-49,48903.522,medium
latam,2059,5-9,37311.221,medium
latam,2059,50-54,48482.952,medium
latam,2059,55-59,48273.756,medium
latam,2059,60-64,46980.661,medium
latam,2059,65-69,43899.929,medium
latam,2059,70-74,39126.602,medium
latam,2059,75-79,32457.3,medium
latam,2059,80-84,23657.956,medium
latam,2059,85-89,14483.242,medium
latam,2059,90-94,6780.484,medium
latam,2059,95-99,2122.356,medium
latam,2060,0-4,35563.324,medium
latam,2060,10-14,38556.663,medium
latam,2060,100+,420.53,medium
latam,2060,15-19,40157.191,medium
latam,2060,20-24,41476.533,medium
latam,2060,25-29,42333.393,medium
latam,2060,30-34,43046.209,medium
latam,2060,35-39,44151.95,medium
latam,2060,40-44,47076.07,medium
latam,2060,45-49,48793.029,medium
latam,2060,5-9,36985.796,medium
latam,2060,50-54,48410.687,medium
latam,2060,55-59,48082.61,medium
latam,2060,60-64,47087.508,medium
latam,2060,65-69,44163.711,medium
latam,2060,70-74,39561.876,medium
latam,2060,75-79,33027.526,medium
latam,2060,80-84,24236.748,medium
latam,2060,85-89,14874.008,medium
latam,2060,90-94,6975.797,medium
latam,2060,95-99,2214.55,medium
latam,2061,0-4,35269.371,medium
latam,2061,10-14,38216.789,medium
latam,2061,100+,444.898,medium
latam,2061,15-19,39808.963,medium
latam,2061,20-24,41186.342,medium
latam,2061,25-29,42111.399,medium
latam,2061,30-34,42823.399,medium
latam,2061,35-39,43800.248,medium
latam,2061,40-44,46342.623,medium
latam,2061,45-49,48543.783,medium
latam,2061,5-9,36664.022,medium
latam,2061,50-54,48370.218,medium
latam,2061,55-59,47890.017,medium
latam,2061,60-64,47149.937,medium
latam,2061,65-69,44389.667,medium
latam,2061,70-74,39972.718,medium
latam,2061,75-79,33557.844,medium
latam,2061,80-84,24821.119,medium
latam,2061,85-89,15273.028,medium
latam,2061,90-94,7189.527,medium
latam,2061,95-99,2301.811,medium
latam,2062,0-4,34985.513,medium
latam,2062,10-14,37881.748,medium
latam,2062,100+,470.348,medium
latam,2062,15-19,39461.898,medium
latam,2062,20-24,40877.714,medium
latam,2062,25-29,41881.212,medium
latam,2062,30-34,42612.881,medium
latam,2062,35-39,43495.952,medium
latam,2062,40-44,45645.185,medium
latam,2062,45-49,48179.081,medium
latam,2062,5-9,36345.156,medium
latam,2062,50-54,48351.925,medium
latam,2062,55-59,47721.496,medium
latam,2062,60-64,47148.53,medium
latam,2062,65-69,44595.801,medium
latam,2062,70-74,40340.759,medium
latam,2062,75-79,34033.41,medium
latam,2062,80-84,25410.963,medium
latam,2062,85-89,15685.835,medium
latam,2062,90-94,7421.065,medium
latam,2062,95-99,2384.984,medium
latam,2063,0-4,34713.654,medium
latam,2063,10-14,37549.665,medium
latam,2063,100+,496.764,medium
latam,2063,15-19,39116.01,medium
latam,2063,20-24,40550.247,medium
latam,2063,25-29,41642.034,medium
latam,2063,30-34,42408.319,medium
latam,2063,35-39,43225.47,medium
latam,2063,40-44,44927.781,medium
latam,2063,45-49,47790.017,medium
latam,2063,5-9,36030.739,medium
latam,2063,50-54,48310.708,medium
latam,2063,55-59,47610.651,medium
latam,2063,60-64,47051.35,medium
latam,2063,65-69,44800.361,medium
latam,2063,70-74,40679.061,medium
latam,2063,75-79,34470.429,medium
latam,2063,80-84,25991.27,medium
latam,2063,85-89,16111.78,medium
latam,2063,90-94,7664.344,medium
latam,2063,95-99,2466.396,medium
latam,2064,0-4,34453.163,medium
latam,2064,10-14,37220.059,medium
latam,2064,100+,523.316,medium
latam,2064,15-19,38771.329,medium
latam,2064,20-24,40213.485,medium
latam,2064,25-29,41388.517,medium
latam,2064,30-34,42203.992,medium
latam,2064,35-39,42969.137,medium
latam,2064,40-44,44277.211,medium
latam,2064,45-49,47298.116,medium
latam,2064,5-9,35722.689,medium
latam,2064,50-54,48250.793,medium
latam,2064,55-59,47546.178,medium
latam,2064,60-64,46894.92,medium
latam,2064,65-69,44973.712,medium
latam,2064,70-74,40992.047,medium
latam,2064,75-79,34905.339,medium
latam,2064,80-84,26542.256,medium
latam,2064,85-89,16554.296,medium
latam,2064,90-94,7910.974,medium
latam,2064,95-99,2549.439,medium
latam,2065,0-4,34199.326,medium
latam,2065,10-14,36895.369,medium
latam,2065,100+,549.357,medium
latam,2065,15-19,38428.428,medium
latam,2065,20-24,39871.257,medium
latam,2065,25-29,41117.635,medium
latam,2065,30-34,41993.858,medium
latam,2065,35-39,42728.379,medium
latam,2065,40-44,43804.663,medium
latam,2065,45-49,46623.764,medium
latam,2065,5-9,35421.622,medium
latam,2065,50-54,48151.219,medium
latam,2065,55-59,47488.755,medium
latam,2065,60-64,46727.856,medium
latam,2065,65-69,45102.496,medium
latam,2065,70-74,41274.463,medium
latam,2065,75-79,35340.076,medium
latam,2065,80-84,27062.681,medium
latam,2065,85-89,17011.192,medium
latam,2065,90-94,8159.039,medium
latam,2065,95-99,2638.173,medium
latam,2066,0-4,33950.377,medium
latam,2066,10-14,36573.914,medium
latam,2066,100+,574.623,medium
latam,2066,15-19,38089.691,medium
latam,2066,20-24,39525.728,medium
latam,2066,25-29,40830.377,medium
latam,2066,30-34,41775.134,medium
latam,2066,35-39,42509.846,medium
latam,2066,40-44,43459.506,medium
latam,2066,45-49,45902.377,medium
latam,2066,5-9,35128.328,medium
latam,2066,50-54,47914.018,medium
latam,2066,55-59,47462.21,medium
latam,2066,60-64,46559.017,medium
latam,2066,65-69,45187.829,medium
latam,2066,70-74,41521.083,medium
latam,2066,75-79,35753.421,medium
latam,2066,80-84,27552.071,medium
latam,2066,85-89,17474.668,medium
latam,2066,90-94,8414.214,medium
latam,2066,95-99,2735.415,medium
latam,2067,0-4,33706.241,medium
latam,2067,10-14,36255.394,medium
latam,2067,100+,599.482,medium
latam,2067,15-19,37756.116,medium
latam,2067,20-24,39181.905,medium
latam,2067,25-29,40525.189,medium
latam,2067,30-34,41548.295,medium
latam,2067,35-39,42303.465,medium
latam,2067,40-44,43161.35,medium
latam,2067,45-49,45216.513,medium
latam,2067,5-9,34845.105,medium
latam,2067,50-54,47562.52,medium
latam,2067,55-59,47457.222,medium
latam,2067,60-64,46413.191,medium
latam,2067,65-69,45211.013,medium
latam,2067,70-74,41748.435,medium
latam,2067,75-79,36128.351,medium
latam,2067,80-84,27998.398,medium
latam,2067,85-89,17946.051,medium
latam,2067,90-94,8679.879,medium
latam,2067,95-99,2840.402,medium
latam,2068,0-4,33463.143,medium
latam,2068,10-14,35941.791,medium
latam,2068,100+,624.536,medium
latam,2068,15-19,37425.953,medium
latam,2068,20-24,38840.289,medium
latam,2068,25-29,40202.676,medium
latam,2068,30-34,41313.746,medium
latam,2068,35-39,42103.789,medium
latam,2068,40-44,42897.233,medium
latam,2068,45-49,44511.079,medium
latam,2068,5-9,34574.565,medium
latam,2068,50-54,47187.134,medium
latam,2068,55-59,47429.551,medium
latam,2068,60-64,46323.464,medium
latam,2068,65-69,45141.644,medium
latam,2068,70-74,41974.056,medium
latam,2068,75-79,36476.764,medium
latam,2068,80-84,28414.314,medium
latam,2068,85-89,18413.04,medium
latam,2068,90-94,8954.752,medium
latam,2068,95-99,2950.03,medium
latam,2069,0-4,33219.265,medium
latam,2069,10-14,35634.749,medium
latam,2069,100+,650.392,medium
latam,2069,15-19,37098.442,medium
latam,2069,20-24,38500.397,medium
latam,2069,25-29,39871.652,medium
latam,2069,30-34,41065.44,medium
latam,2069,35-39,41904.648,medium
latam,2069,40-44,42647.326,medium
latam,2069,45-49,43871.989,medium
latam,2069,5-9,34315.707,medium
latam,2069,50-54,46709.976,medium
latam,2069,55-59,47383.449,medium
latam,2069,60-64,46278.82,medium
latam,2069,65-69,45015.234,medium
latam,2069,70-74,42169.892,medium
