region,year,agegrp,pop_thousands,series
oecd-ex-us,1998,0-4,41605.195,estimate
oecd-ex-us,1998,10-14,46810.826,estimate
oecd-ex-us,1998,100+,52.924,estimate
oecd-ex-us,1998,15-19,50277.023,estimate
oecd-ex-us,1998,20-24,53115.791,estimate
oecd-ex-us,1998,25-29,56721.951,estimate
oecd-ex-us,1998,30-34,56867.194,estimate
oecd-ex-us,1998,35-39,56050.27,estimate
oecd-ex-us,1998,40-44,53476.868,estimate
oecd-ex-us,1998,45-49,52364.199,estimate
oecd-ex-us,1998,5-9,44843.369,estimate
oecd-ex-us,1998,50-54,46767.538,estimate
oecd-ex-us,1998,55-59,42139.047,estimate
oecd-ex-us,1998,60-64,38697.591,estimate
oecd-ex-us,1998,65-69,34930.728,estimate
oecd-ex-us,1998,70-74,29489.568,estimate
oecd-ex-us,1998,75-79,21409.081,estimate
oecd-ex-us,1998,80-84,12243.679,estimate
oecd-ex-us,1998,85-89,7843.13,estimate
oecd-ex-us,1998,90-94,2646.346,estimate
oecd-ex-us,1998,95-99,548.23,estimate
oecd-ex-us,1999,0-4,41182.619,estimate
oecd-ex-us,1999,10-14,46422.22,estimate
oecd-ex-us,1999,100+,59.071,estimate
oecd-ex-us,1999,15-19,49638.28,estimate
oecd-ex-us,1999,20-24,52233.805,estimate
oecd-ex-us,1999,25-29,56237.309,estimate
oecd-ex-us,1999,30-34,56828.578,estimate
oecd-ex-us,1999,35-39,56378.088,estimate
oecd-ex-us,1999,40-44,54004.423,estimate
oecd-ex-us,1999,45-49,51987.558,estimate
oecd-ex-us,1999,5-9,44284.7,estimate
oecd-ex-us,1999,50-54,48626.298,estimate
oecd-ex-us,1999,55-59,42216.565,estimate
oecd-ex-us,1999,60-64,39098.529,estimate
oecd-ex-us,1999,65-69,35085.257,estimate
oecd-ex-us,1999,70-74,29943.199,estimate
oecd-ex-us,1999,75-79,22684.636,estimate
oecd-ex-us,1999,80-84,11989.361,estimate
oecd-ex-us,1999,85-89,8054.12,estimate
oecd-ex-us,1999,90-94,2791.606,estimate
oecd-ex-us,1999,95-99,583.476,estimate
oecd-ex-us,2000,0-4,40910.175,estimate
oecd-ex-us,2000,10-14,46172.487,estimate
oecd-ex-us,2000,100+,66.051,estimate
oecd-ex-us,2000,15-19,48994.653,estimate
oecd-ex-us,2000,20-24,51785.567,estimate
oecd-ex-us,2000,25-29,55725.813,estimate
oecd-ex-us,2000,30-34,56801.456,estimate
oecd-ex-us,2000,35-39,56668.299,estimate
oecd-ex-us,2000,40-44,54490.683,estimate
oecd-ex-us,2000,45-49,51937.832,estimate
oecd-ex-us,2000,5-9,43620.976,estimate
oecd-ex-us,2000,50-54,50631.327,estimate
oecd-ex-us,2000,55-59,41788.199,estimate
oecd-ex-us,2000,60-64,39573.848,estimate
oecd-ex-us,2000,65-69,35337.397,estimate
oecd-ex-us,2000,70-74,30395.814,estimate
oecd-ex-us,2000,75-79,23425.135,estimate
oecd-ex-us,2000,80-84,12525.139,estimate
oecd-ex-us,2000,85-89,8110.353,estimate
oecd-ex-us,2000,90-94,2944.48,estimate
oecd-ex-us,2000,95-99,617.06,estimate
oecd-ex-us,2001,0-4,40643.235,estimate
oecd-ex-us,2001,10-14,45939.538,estimate
oecd-ex-us,2001,100+,73.927,estimate
oecd-ex-us,2001,15-19,48402.963,estimate
oecd-ex-us,2001,20-24,51552.304,estimate
oecd-ex-us,2001,25-29,55043.788,estimate
oecd-ex-us,2001,30-34,57069.361,estimate
oecd-ex-us,2001,35-39,56701.94,estimate
oecd-ex-us,2001,40-44,54933.37,estimate
oecd-ex-us,2001,45-49,52160.455,estimate
oecd-ex-us,2001,5-9,42926.265,estimate
oecd-ex-us,2001,50-54,51812.511,estimate
oecd-ex-us,2001,55-59,42047.324,estimate
oecd-ex-us,2001,60-64,39980.508,estimate
oecd-ex-us,2001,65-69,35646.849,estimate
oecd-ex-us,2001,70-74,30817.232,estimate
oecd-ex-us,2001,75-79,23916.13,estimate
oecd-ex-us,2001,80-84,13610.943,estimate
oecd-ex-us,2001,85-89,7973.593,estimate
oecd-ex-us,2001,90-94,3101.083,estimate
oecd-ex-us,2001,95-99,655.534,estimate
oecd-ex-us,2002,0-4,40336.034,estimate
oecd-ex-us,2002,10-14,45696.119,estimate
oecd-ex-us,2002,100+,81.652,estimate
oecd-ex-us,2002,15-19,47903.736,estimate
oecd-ex-us,2002,20-24,51308.709,estimate
oecd-ex-us,2002,25-29,54340.846,estimate
oecd-ex-us,2002,30-34,57342.633,estimate
oecd-ex-us,2002,35-39,56807.523,estimate
oecd-ex-us,2002,40-44,55429.796,estimate
oecd-ex-us,2002,45-49,52471.14,estimate
oecd-ex-us,2002,5-9,42365.054,estimate
oecd-ex-us,2002,50-54,51822.461,estimate
oecd-ex-us,2002,55-59,43648.896,estimate
oecd-ex-us,2002,60-64,40228.877,estimate
oecd-ex-us,2002,65-69,35993.514,estimate
oecd-ex-us,2002,70-74,31199.749,estimate
oecd-ex-us,2002,75-79,24367.776,estimate
oecd-ex-us,2002,80-84,14837.774,estimate
oecd-ex-us,2002,85-89,7716.657,estimate
oecd-ex-us,2002,90-94,3255.227,estimate
oecd-ex-us,2002,95-99,699.124,estimate
oecd-ex-us,2003,0-4,40057.189,estimate
oecd-ex-us,2003,10-14,45328.628,estimate
oecd-ex-us,2003,100+,87.897,estimate
oecd-ex-us,2003,15-19,47488.18,estimate
oecd-ex-us,2003,20-24,51025.775,estimate
oecd-ex-us,2003,25-29,53757.917,estimate
oecd-ex-us,2003,30-34,57252.322,estimate
oecd-ex-us,2003,35-39,57099.226,estimate
oecd-ex-us,2003,40-44,55941.15,estimate
oecd-ex-us,2003,45-49,52937.592,estimate
oecd-ex-us,2003,5-9,41984.766,estimate
oecd-ex-us,2003,50-54,51485.116,estimate
oecd-ex-us,2003,55-59,45589.105,estimate
oecd-ex-us,2003,60-64,40541.202,estimate
oecd-ex-us,2003,65-69,36357.049,estimate
oecd-ex-us,2003,70-74,31468.473,estimate
oecd-ex-us,2003,75-79,24826.057,estimate
oecd-ex-us,2003,80-84,16067.707,estimate
oecd-ex-us,2003,85-89,7426.908,estimate
oecd-ex-us,2003,90-94,3396.53,estimate
oecd-ex-us,2003,95-99,741.381,estimate
oecd-ex-us,2004,0-4,39833.457,estimate
oecd-ex-us,2004,10-14,44792.637,estimate
oecd-ex-us,2004,100+,94.208,estimate
oecd-ex-us,2004,15-19,47156.011,estimate
oecd-ex-us,2004,20-24,50643.65,estimate
oecd-ex-us,2004,25-29,53274.963,estimate
oecd-ex-us,2004,30-34,57068.902,estimate
oecd-ex-us,2004,35-39,57256.365,estimate
oecd-ex-us,2004,40-44,56415.744,estimate
oecd-ex-us,2004,45-49,53586.752,estimate
oecd-ex-us,2004,5-9,41697.703,estimate
oecd-ex-us,2004,50-54,51191.632,estimate
oecd-ex-us,2004,55-59,47475.429,estimate
oecd-ex-us,2004,60-64,40693.217,estimate
oecd-ex-us,2004,65-69,36813.645,estimate
oecd-ex-us,2004,70-74,31723.556,estimate
oecd-ex-us,2004,75-79,25326.972,estimate
oecd-ex-us,2004,80-84,17085.784,estimate
oecd-ex-us,2004,85-89,7382.048,estimate
oecd-ex-us,2004,90-94,3535.514,estimate
oecd-ex-us,2004,95-99,791.363,estimate
oecd-ex-us,2005,0-4,39621.544,estimate
oecd-ex-us,2005,10-14,44158.278,estimate
oecd-ex-us,2005,100+,101.045,estimate
oecd-ex-us,2005,15-19,46866.849,estimate
oecd-ex-us,2005,20-24,50183.461,estimate
oecd-ex-us,2005,25-29,52984.526,estimate
oecd-ex-us,2005,30-34,56742.794,estimate
oecd-ex-us,2005,35-39,57334.309,estimate
oecd-ex-us,2005,40-44,56798.683,estimate
oecd-ex-us,2005,45-49,54145.505,estimate
oecd-ex-us,2005,5-9,41487.425,estimate
oecd-ex-us,2005,50-54,51197.651,estimate
oecd-ex-us,2005,55-59,49491.014,estimate
oecd-ex-us,2005,60-64,40328.789,estimate
oecd-ex-us,2005,65-69,37340.519,estimate
oecd-ex-us,2005,70-74,32068.682,estimate
oecd-ex-us,2005,75-79,25827.657,estimate
oecd-ex-us,2005,80-84,17752.572,estimate
oecd-ex-us,2005,85-89,7838.727,estimate
oecd-ex-us,2005,90-94,3611.291,estimate
oecd-ex-us,2005,95-99,850.044,estimate
oecd-ex-us,2006,0-4,39453.787,estimate
oecd-ex-us,2006,10-14,43529.474,estimate
oecd-ex-us,2006,100+,108.729,estimate
oecd-ex-us,2006,15-19,46590.167,estimate
oecd-ex-us,2006,20-24,49591.067,estimate
oecd-ex-us,2006,25-29,52713.323,estimate
oecd-ex-us,2006,30-34,56172.512,estimate
oecd-ex-us,2006,35-39,57670.651,estimate
oecd-ex-us,2006,40-44,56920.785,estimate
oecd-ex-us,2006,45-49,54633.542,estimate
oecd-ex-us,2006,5-9,41270.229,estimate
oecd-ex-us,2006,50-54,51464.751,estimate
oecd-ex-us,2006,55-59,50680.802,estimate
oecd-ex-us,2006,60-64,40643.091,estimate
oecd-ex-us,2006,65-69,37798.326,estimate
oecd-ex-us,2006,70-74,32453.611,estimate
oecd-ex-us,2006,75-79,26292.56,estimate
oecd-ex-us,2006,80-84,18239.477,estimate
oecd-ex-us,2006,85-89,8617.565,estimate
oecd-ex-us,2006,90-94,3581.664,estimate
oecd-ex-us,2006,95-99,906.695,estimate
oecd-ex-us,2007,0-4,39529.935,estimate
oecd-ex-us,2007,10-14,43024.726,estimate
oecd-ex-us,2007,100+,117.83,estimate
oecd-ex-us,2007,15-19,46326.699,estimate
oecd-ex-us,2007,20-24,49025.216,estimate
oecd-ex-us,2007,25-29,52427.324,estimate
oecd-ex-us,2007,30-34,55551.917,estimate
oecd-ex-us,2007,35-39,57998.097,estimate
oecd-ex-us,2007,40-44,57108.327,estimate
oecd-ex-us,2007,45-49,55156.467,estimate
oecd-ex-us,2007,5-9,40945.999,estimate
oecd-ex-us,2007,50-54,51820.306,estimate
oecd-ex-us,2007,55-59,50699.131,estimate
oecd-ex-us,2007,60-64,42255.353,estimate
oecd-ex-us,2007,65-69,38082.268,estimate
oecd-ex-us,2007,70-74,32853.976,estimate
oecd-ex-us,2007,75-79,26715.661,estimate
oecd-ex-us,2007,80-84,18687.387,estimate
oecd-ex-us,2007,85-89,9454.433,estimate
oecd-ex-us,2007,90-94,3513.2,estimate
oecd-ex-us,2007,95-99,961.817,estimate
oecd-ex-us,2008,0-4,39833.09,estimate
oecd-ex-us,2008,10-14,42678.07,estimate
oecd-ex-us,2008,100+,126.663,estimate
oecd-ex-us,2008,15-19,45998.848,estimate
oecd-ex-us,2008,20-24,48638.336,estimate
oecd-ex-us,2008,25-29,52149.899,estimate
oecd-ex-us,2008,30-34,55012.518,estimate
oecd-ex-us,2008,35-39,57912.031,estimate
oecd-ex-us,2008,40-44,57454.603,estimate
oecd-ex-us,2008,45-49,55671.205,estimate
oecd-ex-us,2008,5-9,40605.585,estimate
oecd-ex-us,2008,50-54,52292.444,estimate
oecd-ex-us,2008,55-59,50391.965,estimate
oecd-ex-us,2008,60-64,44154.986,estimate
oecd-ex-us,2008,65-69,38410.182,estimate
oecd-ex-us,2008,70-74,33261.478,estimate
oecd-ex-us,2008,75-79,27046.396,estimate
oecd-ex-us,2008,80-84,19137.714,estimate
oecd-ex-us,2008,85-89,10254.794,estimate
oecd-ex-us,2008,90-94,3455.212,estimate
oecd-ex-us,2008,95-99,1017.23,estimate
oecd-ex-us,2009,0-4,40176.129,estimate
oecd-ex-us,2009,10-14,42395.307,estimate
oecd-ex-us,2009,100+,135.758,estimate
oecd-ex-us,2009,15-19,45543.537,estimate
oecd-ex-us,2009,20-24,48340.663,estimate
oecd-ex-us,2009,25-29,51733.001,estimate
oecd-ex-us,2009,30-34,54443.893,estimate
oecd-ex-us,2009,35-39,57676.608,estimate
oecd-ex-us,2009,40-44,57590.059,estimate
oecd-ex-us,2009,45-49,56127.268,estimate
oecd-ex-us,2009,5-9,40305.209,estimate
oecd-ex-us,2009,50-54,52912.288,estimate
oecd-ex-us,2009,55-59,50124.37,estimate
oecd-ex-us,2009,60-64,45977.867,estimate
oecd-ex-us,2009,65-69,38580.113,estimate
oecd-ex-us,2009,70-74,33749.016,estimate
oecd-ex-us,2009,75-79,27370.106,estimate
oecd-ex-us,2009,80-84,19629.372,estimate
oecd-ex-us,2009,85-89,10934.073,estimate
oecd-ex-us,2009,90-94,3514.108,estimate
oecd-ex-us,2009,95-99,1065.032,estimate
oecd-ex-us,2010,0-4,40524.389,estimate
oecd-ex-us,2010,10-14,42155.605,estimate
oecd-ex-us,2010,100+,144.901,estimate
oecd-ex-us,2010,15-19,44997.434,estimate
oecd-ex-us,2010,20-24,48106.252,estimate
oecd-ex-us,2010,25-29,51200.981,estimate
oecd-ex-us,2010,30-34,53969.813,estimate
oecd-ex-us,2010,35-39,57307.233,estimate
oecd-ex-us,2010,40-44,57607.363,estimate
oecd-ex-us,2010,45-49,56533.067,estimate
oecd-ex-us,2010,5-9,40043.069,estimate
oecd-ex-us,2010,50-54,53470.333,estimate
oecd-ex-us,2010,55-59,50103.876,estimate
oecd-ex-us,2010,60-64,47878.063,estimate
oecd-ex-us,2010,65-69,38281.962,estimate
oecd-ex-us,2010,70-74,34306.398,estimate
oecd-ex-us,2010,75-79,27765.968,estimate
oecd-ex-us,2010,80-84,20123.932,estimate
oecd-ex-us,2010,85-89,11445.67,estimate
oecd-ex-us,2010,90-94,3810.897,estimate
oecd-ex-us,2010,95-99,1086.719,estimate
oecd-ex-us,2011,0-4,40729.007,estimate
oecd-ex-us,2011,10-14,41903.41,estimate
oecd-ex-us,2011,100+,153.638,estimate
oecd-ex-us,2011,15-19,44408.926,estimate
oecd-ex-us,2011,20-24,47899.029,estimate
oecd-ex-us,2011,25-29,50623.153,estimate
oecd-ex-us,2011,30-34,53598.683,estimate
oecd-ex-us,2011,35-39,56749.017,estimate
oecd-ex-us,2011,40-44,57895.597,estimate
oecd-ex-us,2011,45-49,56706.724,estimate
oecd-ex-us,2011,5-9,39937.621,estimate
oecd-ex-us,2011,50-54,53994.559,estimate
oecd-ex-us,2011,55-59,50370.394,estimate
oecd-ex-us,2011,60-64,48996.695,estimate
oecd-ex-us,2011,65-69,38646.164,estimate
oecd-ex-us,2011,70-74,34782.908,estimate
oecd-ex-us,2011,75-79,28183.456,estimate
oecd-ex-us,2011,80-84,20592.83,estimate
oecd-ex-us,2011,85-89,11855.999,estimate
oecd-ex-us,2011,90-94,4250.472,estimate
oecd-ex-us,2011,95-99,1085.468,estimate
oecd-ex-us,2012,0-4,40646.615,estimate
oecd-ex-us,2012,10-14,41524.978,estimate
oecd-ex-us,2012,100+,162.272,estimate
oecd-ex-us,2012,15-19,43863.352,estimate
oecd-ex-us,2012,20-24,47576.316,estimate
oecd-ex-us,2012,25-29,50018.558,estimate
oecd-ex-us,2012,30-34,53241.161,estimate
oecd-ex-us,2012,35-39,56091.699,estimate
oecd-ex-us,2012,40-44,58180.95,estimate
oecd-ex-us,2012,45-49,56911.098,estimate
oecd-ex-us,2012,5-9,40088.393,estimate
oecd-ex-us,2012,50-54,54577.138,estimate
oecd-ex-us,2012,55-59,50783.441,estimate
oecd-ex-us,2012,60-64,49045.139,estimate
oecd-ex-us,2012,65-69,40216.708,estimate
oecd-ex-us,2012,70-74,35097.738,estimate
oecd-ex-us,2012,75-79,28621.595,estimate
oecd-ex-us,2012,80-84,21015.51,estimate
oecd-ex-us,2012,85-89,12224.904,estimate
oecd-ex-us,2012,90-94,4664.721,estimate
oecd-ex-us,2012,95-99,1074.108,estimate
oecd-ex-us,2013,0-4,40371.491,estimate
oecd-ex-us,2013,10-14,41130.041,estimate
oecd-ex-us,2013,100+,171.511,estimate
oecd-ex-us,2013,15-19,43429.403,estimate
oecd-ex-us,2013,20-24,47139.023,estimate
oecd-ex-us,2013,25-29,49515.733,estimate
oecd-ex-us,2013,30-34,52872.952,estimate
oecd-ex-us,2013,35-39,55423.943,estimate
oecd-ex-us,2013,40-44,58087.666,estimate
oecd-ex-us,2013,45-49,57271.125,estimate
oecd-ex-us,2013,5-9,40410.097,estimate
oecd-ex-us,2013,50-54,55166.263,estimate
oecd-ex-us,2013,55-59,51296.306,estimate
oecd-ex-us,2013,60-64,48782.218,estimate
oecd-ex-us,2013,65-69,42026.94,estimate
oecd-ex-us,2013,70-74,35478.41,estimate
oecd-ex-us,2013,75-79,29068.664,estimate
oecd-ex-us,2013,80-84,21357.578,estimate
oecd-ex-us,2013,85-89,12602.922,estimate
oecd-ex-us,2013,90-94,5034.476,estimate
oecd-ex-us,2013,95-99,1067.71,estimate
oecd-ex-us,2014,0-4,40042.724,estimate
oecd-ex-us,2014,10-14,40842.965,estimate
oecd-ex-us,2014,100+,181.1,estimate
oecd-ex-us,2014,15-19,43102.321,estimate
oecd-ex-us,2014,20-24,46684.687,estimate
oecd-ex-us,2014,25-29,49222.576,estimate
oecd-ex-us,2014,30-34,52432.389,estimate
oecd-ex-us,2014,35-39,54784.015,estimate
oecd-ex-us,2014,40-44,57881.446,estimate
oecd-ex-us,2014,45-49,57485.952,estimate
oecd-ex-us,2014,5-9,40771.106,estimate
oecd-ex-us,2014,50-54,55711.58,estimate
oecd-ex-us,2014,55-59,51955.75,estimate
oecd-ex-us,2014,60-64,48555.866,estimate
oecd-ex-us,2014,65-69,43758.096,estimate
oecd-ex-us,2014,70-74,35722.924,estimate
oecd-ex-us,2014,75-79,29580.239,estimate
oecd-ex-us,2014,80-84,21718.397,estimate
oecd-ex-us,2014,85-89,13019.141,estimate
oecd-ex-us,2014,90-94,5366.653,estimate
oecd-ex-us,2014,95-99,1110.485,estimate
oecd-ex-us,2015,0-4,39755.04,estimate
oecd-ex-us,2015,10-14,40626.248,estimate
oecd-ex-us,2015,100+,186.206,estimate
oecd-ex-us,2015,15-19,42937.323,estimate
oecd-ex-us,2015,20-24,46200.782,estimate
oecd-ex-us,2015,25-29,49094.713,estimate
oecd-ex-us,2015,30-34,51944.127,estimate
oecd-ex-us,2015,35-39,54395.497,estimate
oecd-ex-us,2015,40-44,57570.214,estimate
oecd-ex-us,2015,45-49,57617.983,estimate
oecd-ex-us,2015,5-9,41138.145,estimate
oecd-ex-us,2015,50-54,56166.965,estimate
oecd-ex-us,2015,55-59,52604.009,estimate
oecd-ex-us,2015,60-64,48621.78,estimate
oecd-ex-us,2015,65-69,45617.679,estimate
oecd-ex-us,2015,70-74,35497.073,estimate
oecd-ex-us,2015,75-79,30155.58,estimate
oecd-ex-us,2015,80-84,22142.243,estimate
oecd-ex-us,2015,85-89,13423.926,estimate
oecd-ex-us,2015,90-94,5630.153,estimate
oecd-ex-us,2015,95-99,1226.31,estimate
oecd-ex-us,2016,0-4,39520.623,estimate
oecd-ex-us,2016,10-14,40558.16,estimate
oecd-ex-us,2016,100+,188.168,estimate
oecd-ex-us,2016,15-19,42865.12,estimate
oecd-ex-us,2016,20-24,45810.949,estimate
oecd-ex-us,2016,25-29,49053.211,estimate
oecd-ex-us,2016,30-34,51437.269,estimate
oecd-ex-us,2016,35-39,54179.911,estimate
oecd-ex-us,2016,40-44,56997.445,estimate
oecd-ex-us,2016,45-49,57983.928,estimate
oecd-ex-us,2016,5-9,41404.494,estimate
oecd-ex-us,2016,50-54,56290.564,estimate
oecd-ex-us,2016,55-59,53200.079,estimate
oecd-ex-us,2016,60-64,48958.229,estimate
oecd-ex-us,2016,65-69,46733.668,estimate
oecd-ex-us,2016,70-74,35824.686,estimate
oecd-ex-us,2016,75-79,30660.748,estimate
oecd-ex-us,2016,80-84,22588.91,estimate
oecd-ex-us,2016,85-89,13805.002,estimate
oecd-ex-us,2016,90-94,5853.566,estimate
oecd-ex-us,2016,95-99,1384.477,estimate
oecd-ex-us,2017,0-4,39236.186,estimate
oecd-ex-us,2017,10-14,40777.765,estimate
oecd-ex-us,2017,100+,192.206,estimate
oecd-ex-us,2017,15-19,42619.073,estimate
oecd-ex-us,2017,20-24,45537.317,estimate
oecd-ex-us,2017,25-29,48989.838,estimate
oecd-ex-us,2017,30-34,50988.416,estimate
oecd-ex-us,2017,35-39,53957.662,estimate
oecd-ex-us,2017,40-44,56310.27,estimate
oecd-ex-us,2017,45-49,58270.46,estimate
oecd-ex-us,2017,5-9,41464.57,estimate
oecd-ex-us,2017,50-54,56430.221,estimate
oecd-ex-us,2017,55-59,53780.662,estimate
oecd-ex-us,2017,60-64,49340.023,estimate
oecd-ex-us,2017,65-69,46782.52,estimate
oecd-ex-us,2017,70-74,37271.429,estimate
oecd-ex-us,2017,75-79,31019.151,estimate
oecd-ex-us,2017,80-84,23041.829,estimate
oecd-ex-us,2017,85-89,14159.306,estimate
oecd-ex-us,2017,90-94,6058.182,estimate
oecd-ex-us,2017,95-99,1534.913,estimate
oecd-ex-us,2018,0-4,38853.695,estimate
oecd-ex-us,2018,10-14,41178.635,estimate
oecd-ex-us,2018,100+,199.57,estimate
oecd-ex-us,2018,15-19,42271.363,estimate
oecd-ex-us,2018,20-24,45365.494,estimate
oecd-ex-us,2018,25-29,48841.886,estimate
oecd-ex-us,2018,30-34,50730.845,estimate
oecd-ex-us,2018,35-39,53709.073,estimate
oecd-ex-us,2018,40-44,55699.79,estimate
oecd-ex-us,2018,45-49,58157.719,estimate
oecd-ex-us,2018,5-9,41317.771,estimate
oecd-ex-us,2018,50-54,56805.598,estimate
oecd-ex-us,2018,55-59,54346.363,estimate
oecd-ex-us,2018,60-64,49813.122,estimate
oecd-ex-us,2018,65-69,46531.213,estimate
oecd-ex-us,2018,70-74,38987.984,estimate
oecd-ex-us,2018,75-79,31406.756,estimate
oecd-ex-us,2018,80-84,23475.813,estimate
oecd-ex-us,2018,85-89,14458.753,estimate
oecd-ex-us,2018,90-94,6256.434,estimate
oecd-ex-us,2018,95-99,1660.687,estimate
oecd-ex-us,2019,0-4,38393.612,estimate
oecd-ex-us,2019,10-14,41586.612,estimate
oecd-ex-us,2019,100+,215.985,estimate
oecd-ex-us,2019,15-19,41966.12,estimate
oecd-ex-us,2019,20-24,45241.151,estimate
oecd-ex-us,2019,25-29,48570.967,estimate
oecd-ex-us,2019,30-34,50644.753,estimate
oecd-ex-us,2019,35-39,53355.201,estimate
oecd-ex-us,2019,40-44,55158.648,estimate
oecd-ex-us,2019,45-49,57970.41,estimate
oecd-ex-us,2019,5-9,41061.898,estimate
oecd-ex-us,2019,50-54,57080.627,estimate
oecd-ex-us,2019,55-59,54876.752,estimate
oecd-ex-us,2019,60-64,50473.595,estimate
oecd-ex-us,2019,65-69,46334.773,estimate
oecd-ex-us,2019,70-74,40666.917,estimate
oecd-ex-us,2019,75-79,31652.045,estimate
oecd-ex-us,2019,80-84,23971.639,estimate
oecd-ex-us,2019,85-89,14787.207,estimate
oecd-ex-us,2019,90-94,6478.874,estimate
oecd-ex-us,2019,95-99,1770.403,estimate
oecd-ex-us,2020,0-4,37753.09,estimate
oecd-ex-us,2020,10-14,41927.72,estimate
oecd-ex-us,2020,100+,241.459,estimate
oecd-ex-us,2020,15-19,41625.887,estimate
oecd-ex-us,2020,20-24,45066.366,estimate
oecd-ex-us,2020,25-29,48135.62,estimate
oecd-ex-us,2020,30-34,50557.524,estimate
oecd-ex-us,2020,35-39,52856.709,estimate
oecd-ex-us,2020,40-44,54803.682,estimate
oecd-ex-us,2020,45-49,57669.436,estimate
oecd-ex-us,2020,5-9,40779.181,estimate
oecd-ex-us,2020,50-54,57231.399,estimate
oecd-ex-us,2020,55-59,55285.131,estimate
oecd-ex-us,2020,60-64,51091.813,estimate
oecd-ex-us,2020,65-69,46393.844,estimate
oecd-ex-us,2020,70-74,42408.779,estimate
oecd-ex-us,2020,75-79,31429.593,estimate
oecd-ex-us,2020,80-84,24485.051,estimate
oecd-ex-us,2020,85-89,15146.967,estimate
oecd-ex-us,2020,90-94,6699.429,estimate
oecd-ex-us,2020,95-99,1841.536,estimate
oecd-ex-us,2021,0-4,36959.144,estimate
oecd-ex-us,2021,10-14,42104.153,estimate
oecd-ex-us,2021,100+,267.044,estimate
oecd-ex-us,2021,15-19,41401.807,estimate
oecd-ex-us,2021,20-24,44764.824,estimate
oecd-ex-us,2021,25-29,47619.731,estimate
oecd-ex-us,2021,30-34,50432.334,estimate
oecd-ex-us,2021,35-39,52323.713,estimate
oecd-ex-us,2021,40-44,54591.846,estimate
oecd-ex-us,2021,45-49,57099.252,estimate
oecd-ex-us,2021,5-9,40471.862,estimate
oecd-ex-us,2021,50-54,57597.589,estimate
oecd-ex-us,2021,55-59,55376.732,estimate
oecd-ex-us,2021,60-64,51639.469,estimate
oecd-ex-us,2021,65-69,46667.236,estimate
oecd-ex-us,2021,70-74,43426.722,estimate
oecd-ex-us,2021,75-79,31669.227,estimate
oecd-ex-us,2021,80-84,24883.905,estimate
oecd-ex-us,2021,85-89,15509.674,estimate
oecd-ex-us,2021,90-94,6935.789,estimate
oecd-ex-us,2021,95-99,1894.148,estimate
oecd-ex-us,2022,0-4,36235.007,estimate
oecd-ex-us,2022,10-14,42168.167,estimate
oecd-ex-us,2022,100+,281.728,estimate
oecd-ex-us,2022,15-19,41641.885,estimate
oecd-ex-us,2022,20-24,44420.265,estimate
oecd-ex-us,2022,25-29,47363.471,estimate
oecd-ex-us,2022,30-34,50466.96,estimate
oecd-ex-us,2022,35-39,52009.774,estimate
oecd-ex-us,2022,40-44,54523.394,estimate
oecd-ex-us,2022,45-49,56524.494,estimate
oecd-ex-us,2022,5-9,40163.75,estimate
oecd-ex-us,2022,50-54,58024.562,estimate
oecd-ex-us,2022,55-59,55650.297,estimate
oecd-ex-us,2022,60-64,52311.651,estimate
oecd-ex-us,2022,65-69,47096.994,estimate
oecd-ex-us,2022,70-74,43525.959,estimate
oecd-ex-us,2022,75-79,33033.493,estimate
oecd-ex-us,2022,80-84,25207.904,estimate
oecd-ex-us,2022,85-89,15872.183,estimate
oecd-ex-us,2022,90-94,7159.861,estimate
oecd-ex-us,2022,95-99,1936.008,estimate
oecd-ex-us,2023,0-4,35528.509,estimate
oecd-ex-us,2023,10-14,42038.838,estimate
oecd-ex-us,2023,100+,290.086,estimate
oecd-ex-us,2023,15-19,42116.696,estimate
oecd-ex-us,2023,20-24,44036.442,estimate
oecd-ex-us,2023,25-29,47234.076,estimate
oecd-ex-us,2023,30-34,50420.215,estimate
oecd-ex-us,2023,35-39,51865.384,estimate
oecd-ex-us,2023,40-44,54423.156,estimate
oecd-ex-us,2023,45-49,56027.462,estimate
oecd-ex-us,2023,5-9,39748.793,estimate
oecd-ex-us,2023,50-54,58080.641,estimate
oecd-ex-us,2023,55-59,56197.212,estimate
oecd-ex-us,2023,60-64,53016.767,estimate
oecd-ex-us,2023,65-69,47684.698,estimate
oecd-ex-us,2023,70-74,43373.553,estimate
oecd-ex-us,2023,75-79,34739.13,estimate
oecd-ex-us,2023,80-84,25627.668,estimate
oecd-ex-us,2023,85-89,16224.055,estimate
oecd-ex-us,2023,90-94,7361.741,estimate
oecd-ex-us,2023,95-99,1982.046,estimate
oecd-ex-us,2024,0-4,34812.774,estimate
oecd-ex-us,2024,10-14,41690.95,estimate
oecd-ex-us,2024,100+,301.956,estimate
oecd-ex-us,2024,15-19,42561.622,estimate
oecd-ex-us,2024,20-24,43829.323,estimate
oecd-ex-us,2024,25-29,46886.14,estimate
oecd-ex-us,2024,30-34,49917.756,estimate
oecd-ex-us,2024,35-39,51625.94,estimate
oecd-ex-us,2024,40-44,53996.513,estimate
oecd-ex-us,2024,45-49,55426.231,estimate
oecd-ex-us,2024,5-9,39172.176,estimate
oecd-ex-us,2024,50-54,57899.808,estimate
oecd-ex-us,2024,55-59,56501.731,estimate
oecd-ex-us,2024,60-64,53574.539,estimate
oecd-ex-us,2024,65-69,48359.689,estimate
