region,year,lu,lp,ls,lh,cov_pop,source
ssa,1950,79.25477485820119,14.26077863950303,5.650599992283058,0.823336034263225,25917.0,leelee
ssa,1955,76.68965180718693,16.2955247290091,6.134066431982155,0.9137708689135966,28691.0,leelee
ssa,1960,74.47175407888979,18.466950053134962,6.1640620116271805,0.9345939863724448,31994.0,leelee
ssa,1965,71.71259897596597,20.042777202652413,7.251047816233457,1.055432136761702,35741.0,leelee
ssa,1970,68.66479652902454,21.669379613006182,8.535373030121685,1.146990325154598,40104.0,leelee
ssa,1975,64.94201173033412,24.39579992531248,9.649190519078267,1.036871471563825,45523.0,leelee
ssa,1980,60.652120527162666,27.470107654585853,10.929819554057161,0.9664680867366485,52204.0,leelee
ssa,1985,55.19984957185836,30.233130558402486,13.130231097298905,1.4067345521869938,60494.0,leelee
ssa,1990,49.04403195960581,31.68855306757706,17.019478433003886,2.2639593762999723,69713.0,leelee
ssa,1995,42.98256561196959,32.54166421388276,21.007190336031396,3.4679040961491294,81540.0,leelee
ssa,2000,41.76765603597968,30.402511890766725,23.858158521985786,3.937701010580356,92719.0,leelee
ssa,2005,38.371034436139595,30.551173300886497,27.325900496359385,3.7407429939934724,103554.0,leelee
ssa,2010,34.860709081246036,30.43157948876202,30.74502648768194,3.9390354712064326,116658.0,leelee
us,1870,36.1,52.1,11.0,0.9,14446.0,leelee
us,1875,28.9,57.6,12.6,1.0,17347.0,leelee
us,1880,21.8,62.70000000000001,14.3,1.1,16982.0,leelee
us,1885,15.700000000000001,67.1,15.799999999999999,1.4,22566.0,leelee
us,1890,12.7,61.5,23.7,2.2,25137.0,leelee
us,1895,10.0,56.0,30.9,3.0,28670.0,leelee
us,1900,8.2,50.9,37.1,3.8,31613.0,leelee
us,1905,7.0,45.4,43.0,4.7,36044.0,leelee
us,1910,6.5,48.0,39.9,5.5,40032.0,leelee
us,1915,6.2,45.5,41.8,6.5,45201.0,leelee
us,1920,6.1,44.0,42.5,7.4,48106.0,leelee
us,1925,5.7,41.1,44.7,8.5,53896.0,leelee
us,1930,4.8,41.1,44.7,9.4,57309.0,leelee
us,1935,4.0,39.5,46.0,10.6,61973.0,leelee
us,1940,3.2,37.8,47.5,11.6,65495.0,leelee
us,1945,2.6,35.1,49.8,12.5,70147.0,leelee
us,1950,1.9,42.4,41.1,14.5,78707.0,leelee
us,1955,1.8,37.7,44.6,16.0,83205.0,leelee
us,1960,1.3,32.7,48.1,17.9,86360.0,leelee
us,1965,1.2,22.3,56.0,20.3,88737.0,leelee
us,1970,1.0,14.3,61.4,23.3,93358.0,leelee
us,1975,0.9,8.3,61.0,29.7,100603.0,leelee
us,1980,0.7,4.2,59.4,35.8,110163.0,leelee
us,1985,0.9,5.7,50.6,42.8,121402.0,leelee
us,1990,1.0,5.6,43.3,50.2,131373.0,leelee
us,1995,0.5,2.6,46.2,50.7,139883.0,leelee
us,2000,0.4,2.6,41.0,56.0,148669.0,leelee
us,2005,0.4,2.5,40.5,56.6,157098.0,leelee
us,2010,0.3,2.2,37.1,60.3,164990.0,leelee
china,2015,2.357690127550174,19.927387948904038,71.5437387047657,6.171228636887567,843276.0,bl-proj
china,2020,1.4738538875314688,14.759748226568284,74.26229828408968,9.505745420589765,863157.0,bl-proj
china,2025,1.1782212686953957,12.181085110422366,73.99136561270117,12.747151940384382,858567.0,bl-proj
china,2030,0.7863471661747876,9.225953261458772,73.22704499186895,16.7606545804975,830150.0,bl-proj
china,2035,0.5908741349988086,6.578107858352234,70.90047805932122,22.029997465983026,793207.0,bl-proj
china,2040,0.39474807003617746,3.7335204655152383,67.50657147296091,28.46461191179024,765947.0,bl-proj
india,2015,34.14509917364667,17.38114369900895,39.188892901458644,9.284719773374503,800263.0,bl-proj
india,2020,28.646825061789755,17.241418770015002,46.81446300217654,7.2972706970157075,881214.0,bl-proj
india,2025,23.164709973018805,17.161278745833783,51.867669446927245,7.731144173982776,957704.0,bl-proj
india,2030,18.250050795141203,16.679580937650062,56.420163479511004,8.653097042583179,1026673.0,bl-proj
india,2035,14.079358962533897,15.771395524728367,60.25202918334594,9.908637034440776,1084180.0,bl-proj
india,2040,10.507344274609935,14.467966082865445,63.35445574584544,11.58347566867929,1134176.0,bl-proj
latam,2015,5.796438727238657,32.085886734891794,46.771778729671354,15.342446636794888,304189.0,bl-proj
latam,2020,4.435084855899033,29.149154796806506,50.29792886320856,16.08115567541513,327791.0,bl-proj
latam,2025,3.4978352450946724,26.45972050507132,52.61510119742656,17.407258396867917,349416.0,bl-proj
latam,2030,2.6996127785797515,23.52514919895104,54.331313360094086,19.466623914947732,366457.0,bl-proj
latam,2035,2.0975032081240794,20.935795535558686,54.98748990035011,22.0085209359801,378726.0,bl-proj
latam,2040,1.536708272559472,18.25337704748751,55.144718030797826,25.094565848747305,387365.0,bl-proj
mena,2015,19.06203516110058,27.331214953271033,39.13384571814479,14.46344421933207,229515.0,bl-proj
mena,2020,16.038249619601878,25.744672073287425,42.434954665955544,15.778849864311596,254996.0,bl-proj
mena,2025,13.238700535167917,24.319533083273004,44.65991843327864,17.771478205823183,274867.0,bl-proj
mena,2030,10.94071936391069,22.512871639421665,45.927601048288324,20.6276280766099,292286.0,bl-proj
mena,2035,8.774405661076235,20.425605934209635,45.771485259492835,25.04644942683858,310471.0,bl-proj
mena,2040,7.068922050829134,17.995250871769883,44.66678716632912,30.28561891854852,328355.0,bl-proj
oecd-ex-us,2015,0.9472260994611486,6.953692082847538,60.42049066686686,31.667742571145055,426277.0,bl-proj
oecd-ex-us,2020,0.8690539776557721,5.3493616779696715,60.172348604017984,33.61435721905906,422749.0,bl-proj
oecd-ex-us,2025,0.8265357011942198,4.610272895645632,59.25903840217624,35.32945131479945,414664.0,bl-proj
oecd-ex-us,2030,0.7904743678326616,3.897271999721632,58.123249640856386,37.19366813638013,402346.0,bl-proj
oecd-ex-us,2035,0.766947951608398,3.519568821703957,57.04543618812351,38.69952951185574,390233.0,bl-proj
oecd-ex-us,2040,0.7401933039266836,3.0960664653523264,55.59132134933308,40.635678223796205,379506.0,bl-proj
russia,2015,0.3261680941438619,1.8365147892827025,41.14575741398386,56.69001694403825,129249.0,bl-proj
russia,2020,0.5175801447776629,2.3177288998488588,38.816025773605915,58.41710365126084,125710.0,bl-proj
russia,2025,0.7723320656929393,2.78007589015279,36.51186814296291,59.995351517803066,118856.0,bl-proj
russia,2030,0.8984732081216478,3.2456559451948097,34.17639712520578,61.751930395992275,112982.0,bl-proj
russia,2035,0.9595087700515675,3.656037328479917,31.575863176489484,63.89649822457756,112086.0,bl-proj
russia,2040,0.9300833596178975,3.999469202000631,28.840868742396246,66.23719911683864,110965.0,bl-proj
seasia,2015,6.470117684183172,38.33051002666766,42.64635686398257,12.512224119688899,323238.0,bl-proj
seasia,2020,5.433325596455937,33.55269157368086,47.16511871808538,13.842645095106281,348978.0,bl-proj
seasia,2025,4.722817414595663,28.64916811932886,50.6191027563079,16.03943279754272,368863.0,bl-proj
seasia,2030,4.0717623941018495,23.729115121789352,52.931894656615206,19.30813354832689,385748.0,bl-proj
seasia,2035,3.666792766285365,19.205069755106535,53.58715435193803,23.574605438296253,399684.0,bl-proj
seasia,2040,3.291147035428012,14.967957902465889,53.23530245364988,28.514824206082118,408575.0,bl-proj
ssa,2015,31.111523787047414,35.73945709678054,29.93245766711901,3.2419882195606426,203388.0,bl-proj
