region,year,births,population,deaths,life_expectancy,tfr
ssa,2048,40921234.0,1954752889.0,14626671.0,66.944,2.4455
ssa,2049,40758298.0,1980319133.0,14869618.0,67.096,2.4113
ssa,2050,40575067.0,2005446280.0,15117118.0,67.247,2.3786
ssa,2051,40375824.0,2030106899.0,15367132.0,67.399,2.3473
ssa,2052,40171097.0,2054451961.0,15624403.0,67.549,2.3177
ssa,2053,39913225.0,2078242232.0,15885090.0,67.698,2.2873
ssa,2054,39638389.0,2101457336.0,16149235.0,67.847,2.2579
ssa,2055,39357359.0,2124192587.0,16420319.0,67.993,2.2296
ssa,2056,39070099.0,2146419429.0,16696193.0,68.139,2.2022
ssa,2057,38784521.0,2168054131.0,16981173.0,68.281,2.1761
ssa,2058,38508627.0,2189037077.0,17265546.0,68.428,2.1518
ssa,2059,38219124.0,2209453727.0,17557004.0,68.572,2.1277
ssa,2060,37922085.0,2229453316.0,17851984.0,68.719,2.1038
ssa,2061,37620910.0,2248769778.0,18153920.0,68.862,2.0806
ssa,2062,37313724.0,2267561235.0,18464960.0,69.002,2.0577
ssa,2063,36998565.0,2285571663.0,18781622.0,69.14,2.0352
ssa,2064,36685248.0,2302945238.0,19098412.0,69.284,2.0134
ssa,2065,36383842.0,2319723517.0,19421563.0,69.425,1.9928
ssa,2066,36095336.0,2335880979.0,19755597.0,69.562,1.9733
ssa,2067,35807266.0,2351369254.0,20089309.0,69.705,1.9543
ssa,2068,35516051.0,2366281631.0,20428626.0,69.845,1.9356
ssa,2069,35223008.0,2380442494.0,20774540.0,69.984,1.9175
ssa,2070,34923326.0,2394011291.0,21126521.0,70.122,1.8995
ssa,2071,34635273.0,2406945089.0,21479322.0,70.263,1.8826
ssa,2072,34337329.0,2419258905.0,21841700.0,70.402,1.8658
ssa,2073,34040226.0,2430907843.0,22208718.0,70.539,1.8497
ssa,2074,33728595.0,2441846740.0,22582483.0,70.674,1.8335
ssa,2075,33417065.0,2452178610.0,22954287.0,70.813,1.8178
ssa,2076,33104303.0,2461798585.0,23330808.0,70.952,1.8028
ssa,2077,32781985.0,2470646834.0,23716600.0,71.085,1.7881
ssa,2078,32446704.0,2478941529.0,24097812.0,71.223,1.7732
ssa,2079,32113094.0,2486507215.0,24484075.0,71.359,1.7591
ssa,2080,31771844.0,2493219694.0,24872967.0,71.495,1.7454
ssa,2081,31428642.0,2499219913.0,25262254.0,71.63,1.7322
ssa,2082,31105571.0,2504441032.0,25648034.0,71.765,1.7209
ssa,2083,30755292.0,2509021158.0,26029027.0,71.903,1.7085
ssa,2084,30411587.0,2512898565.0,26414841.0,72.034,1.697
ssa,2085,30052844.0,2515963112.0,26795678.0,72.165,1.6852
ssa,2086,29689317.0,2518418228.0,27171333.0,72.297,1.6733
ssa,2087,29329327.0,2520218314.0,27538923.0,72.431,1.6619
ssa,2088,28978689.0,2521120845.0,27895084.0,72.567,1.6515
ssa,2089,28615989.0,2521216731.0,28246372.0,72.701,1.6408
ssa,2090,28252183.0,2520762769.0,28588559.0,72.835,1.63
ssa,2091,27902068.0,2519589824.0,28918208.0,72.97,1.6201
ssa,2092,27541174.0,2517606656.0,29240186.0,73.104,1.6099
ssa,2093,27195211.0,2514944058.0,29554095.0,73.238,1.6005
ssa,2094,26857148.0,2511619349.0,29848992.0,73.373,1.5917
ssa,2095,26512421.0,2507672135.0,30132680.0,73.507,1.5825
ssa,2096,26175179.0,2503083062.0,30404452.0,73.642,1.5737
ssa,2097,25842837.0,2498014433.0,30666291.0,73.774,1.5651
ssa,2098,25516872.0,2492289471.0,30917509.0,73.905,1.5569
ssa,2099,25186353.0,2486025546.0,31144797.0,74.04,1.5483
ssa,2100,24866059.0,2479160793.0,31361365.0,74.173,1.5404
us,2025,3099567.0,345812738.0,3087156.0,79.614,1.3734
us,2026,3108024.0,347055822.0,3133261.0,79.758,1.3747
us,2027,3111124.0,348208426.0,3178330.0,79.913,1.3735
us,2028,3122463.0,349315912.0,3227790.0,80.056,1.3754
us,2029,2794326.0,350431931.0,3275075.0,80.209,1.2272
us,2030,2808508.0,351137024.0,3325086.0,80.362,1.2293
us,2031,2820936.0,351815072.0,3379739.0,80.503,1.2298
us,2032,2837274.0,352460153.0,3433118.0,80.655,1.231
us,2033,2858009.0,353078989.0,3487907.0,80.805,1.2331
us,2034,2638197.0,353668043.0,3542931.0,80.955,1.1314
us,2035,2658712.0,354011113.0,3598955.0,81.105,1.1328
us,2036,2680469.0,354304772.0,3654696.0,81.253,1.135
us,2037,2693885.0,354561216.0,3709780.0,81.4,1.1345
us,2038,2709422.0,354788665.0,3763872.0,81.547,1.1359
us,2039,2724412.0,354989994.0,3819176.0,81.683,1.1385
us,2040,2729702.0,355120648.0,3869147.0,81.829,1.1389
us,2041,2732046.0,355210031.0,3919080.0,81.966,1.1398
us,2042,2725547.0,355252904.0,3963822.0,82.107,1.1389
us,2043,2719790.0,355291927.0,4004956.0,82.251,1.1398
us,2044,2707346.0,355257067.0,4042614.0,82.393,1.1402
us,2045,2700121.0,355164017.0,4074095.0,82.542,1.1445
us,2046,2675480.0,355029822.0,4101953.0,82.691,1.1428
us,2047,2649482.0,354834971.0,4128461.0,82.831,1.1418
us,2048,2624521.0,354621999.0,4153983.0,82.961,1.1422
us,2049,2594147.0,354342518.0,4169937.0,83.107,1.1414
us,2050,2566960.0,354033764.0,4187300.0,83.235,1.1428
us,2051,2535156.0,353690754.0,4197541.0,83.372,1.1431
us,2052,2499065.0,353319278.0,4201245.0,83.516,1.142
us,2053,2464494.0,352889243.0,4203886.0,83.65,1.1425
us,2054,2426058.0,352434250.0,4202927.0,83.782,1.1416
us,2055,2388063.0,351893647.0,4196096.0,83.923,1.1415
us,2056,2351490.0,351302223.0,4189784.0,84.055,1.1421
us,2057,2312935.0,350694882.0,4183980.0,84.178,1.1411
us,2058,2275130.0,350102630.0,4174661.0,84.308,1.1395
us,2059,2242756.0,349512794.0,4167201.0,84.43,1.1394
us,2060,2213216.0,348865984.0,4152464.0,84.575,1.1398
us,2061,2184362.0,348170866.0,4144195.0,84.702,1.1393
us,2062,2157242.0,347491682.0,4137713.0,84.829,1.138
us,2063,2135410.0,346794911.0,4133250.0,84.955,1.138
us,2064,2116868.0,346078243.0,4131322.0,85.08,1.1382
us,2065,2101530.0,345317044.0,4132483.0,85.205,1.1387
us,2066,2089767.0,344559781.0,4136983.0,85.328,1.1394
us,2067,2081465.0,343811078.0,4145098.0,85.449,1.1405
us,2068,2074624.0,343067723.0,4160814.0,85.556,1.1411
us,2069,2069151.0,342293209.0,4172049.0,85.684,1.1416
us,2070,2067617.0,341530129.0,4188203.0,85.804,1.1434
us,2071,2059454.0,340708075.0,4209227.0,85.915,1.1415
us,2072,2056510.0,339909818.0,4231837.0,86.026,1.142
us,2073,2048099.0,339038261.0,4252552.0,86.144,1.1399
us,2074,2045190.0,338166650.0,4271540.0,86.268,1.141
us,2075,2041142.0,337253664.0,4292932.0,86.382,1.142
us,2076,2036420.0,336381586.0,4315657.0,86.49,1.1427
us,2077,2031848.0,335450127.0,4334014.0,86.605,1.1444
us,2078,2025366.0,334475841.0,4345940.0,86.731,1.146
us,2079,2014112.0,333484223.0,4362445.0,86.836,1.1456
us,2080,2000989.0,332437382.0,4371878.0,86.952,1.1452
us,2081,1986544.0,331358862.0,4380307.0,87.064,1.1447
us,2082,1973325.0,330359532.0,4384547.0,87.178,1.1446
us,2083,1958849.0,329278511.0,4390195.0,87.28,1.1448
us,2084,1943486.0,328179692.0,4386762.0,87.401,1.1449
us,2085,1929160.0,327058589.0,4381633.0,87.52,1.1459
us,2086,1913674.0,325866380.0,4377364.0,87.634,1.147
us,2087,1897059.0,324713784.0,4372568.0,87.746,1.1469
us,2088,1881280.0,323551714.0,4365973.0,87.862,1.1472
us,2089,1869333.0,322424329.0,4363085.0,87.97,1.1491
us,2090,1856110.0,321252916.0,4359690.0,88.085,1.1503
us,2091,1838630.0,320043697.0,4361873.0,88.191,1.1486
us,2092,1827414.0,318846099.0,4365364.0,88.304,1.1499
us,2093,1814099.0,317633887.0,4372843.0,88.416,1.1492
us,2094,1801997.0,316385519.0,4384523.0,88.526,1.1488
us,2095,1793672.0,315136148.0,4399739.0,88.636,1.1499
us,2096,1783449.0,313846506.0,4419589.0,88.737,1.1492
us,2097,1777423.0,312490297.0,4438047.0,88.845,1.151
us,2098,1766443.0,311127009.0,4456300.0,88.952,1.1487
us,2099,1760316.0,309696140.0,4475135.0,89.051,1.1494
us,2100,1750240.0,308258940.0,4484789.0,89.165,1.1469
