region,year,stock,head,imm_head,investment,depreciation,writeoff,mig_in,mig_out,revaluation,charge_own,charge_imm,gdppc,net_own,net_total
seasia,2033,14711802606780.135,354885922.8932199,0.0,980009534323.533,714464622545.3184,107672837065.66838,0.0,0.0,6065589886.592956,822137459610.9867,0.0,17214.719077399044,157872074712.54626,157872074712.54626
russia,2033,11710086605749.8,144264850.59486222,0.0,606929972908.1287,578219576558.082,69982234720.41956,0.0,0.0,5132114185.542776,648201811278.5016,0.0,25964.250109372333,-41271838370.372925,-41271838370.372925
mena,2033,16856096811840.125,252036095.2576269,0.0,1585998194441.233,853114918632.1062,263579827965.6991,0.0,0.0,4341486537.360276,1116694746597.8052,0.0,26189.52456350803,469303447843.42773,469303447843.42773
ssa,2033,7805287622640.455,628336370.9035158,0.0,832275839748.453,302150462208.7169,46905702318.2769,0.0,0.0,4457445631.8112,349056164526.99384,0.0,5465.412286013566,483219675221.45917,483219675221.45917
us,2034,39698768874553.65,163787210.76561987,0.0,1816070905450.151,2029898619637.7417,231886238293.96475,0.0,0.0,11317771628.08985,2261784857931.7065,0.0,69936.8995746124,-445713952481.55566,-445713952481.55566
oecd-ex-us,2034,50844032024930.94,364899458.1176408,0.0,2040374805816.8413,2672006492072.3555,282791751889.18695,0.0,0.0,10831083888.753246,2954798243961.5425,0.0,49140.198980262394,-914423438144.7012,-914423438144.7012
china,2034,51388265563806.36,714783259.3207574,0.0,1822543700643.7183,2708011617043.2075,276621477888.8711,0.0,0.0,20764849765.034313,2984633094932.0786,0.0,30425.850962392054,-1162089394288.3604,-1162089394288.3604
india,2034,20482414020262.094,859627077.2612318,0.0,1783188957762.277,1027695116336.9125,292766111174.7661,0.0,0.0,8865527421.73724,1320461227511.6787,0.0,11819.080099483755,462727730250.5984,462727730250.5984
latam,2034,14295644537205.629,314344105.3458153,0.0,882823723773.8284,708175757478.462,108643385449.76764,0.0,0.0,4837592142.044514,816819142928.2297,0.0,19583.48259699224,66004580845.59863,66004580845.59863
seasia,2034,14850973068635.816,355219640.8809641,0.0,960304512916.0272,718535507990.8137,108269900656.65154,0.0,0.0,5671357587.107986,826805408647.4652,0.0,17843.734132856633,133499104268.56201,133499104268.56201
russia,2034,11662180870509.363,143994476.3056866,0.0,593537636094.4982,576792597635.9764,69726319183.78464,0.0,0.0,5075545484.824862,646518916819.7611,0.0,26747.577225625948,-52981280725.26294,-52981280725.26294
mena,2034,17287035779289.643,257799736.51321936,0.0,1567066437647.8284,869090682496.3505,271345121520.8276,0.0,0.0,4308333818.865555,1140435804017.178,0.0,26976.152191552625,426630633630.6504,426630633630.6504
