region,year,mig_in_head,mig_out_head,mig_in_gross,mig_out_gross,mig_in_years,entrants,entrant_years,stock,head,imm_head,investment,depreciation,writeoff,mig_in,mig_out,revaluation,charge_own,charge_imm,gdppc,net_own,net_total
india,2045,0.0,1071440.7999999996,0.0,73674164964.4387,0.0,27712879.665,959766414.2181963,23468438920902.086,893520340.5291349,0.0,1623574943857.158,1120202946370.042,331977675485.9992,0.0,44043102578.91129,217423988113.56992,1452180621856.0413,0.0,18316.274042381192,171394322001.1167,127351219422.20541
latam,2045,0.0,214815.9999999999,0.0,26227053250.337513,0.0,6690221.904999999,255134863.944055,14120060467518.754,306892896.4229855,0.0,729033813642.0109,688354169270.3646,106960361105.16475,0.0,13464609044.741344,4263322841.672724,795314530375.5294,0.0,28090.096326601,-66280716733.518555,-79745325778.2599
seasia,2045,0.0,62086.4,0.0,6802164142.930696,0.0,8223628.915000001,313686325.3224534,15418717727666.002,352274249.94008756,0.0,810364664112.9343,730402635030.2324,111782610468.9985,0.0,3691103631.287902,5525581536.345163,842185245499.231,0.0,25961.96578634,-31820581386.29663,-35511685017.58453
russia,2045,218385.8667244348,0.0,39394021152.46034,0.0,6362530.830312995,2968904.065,116311221.1654866,11272949198410.676,145692934.9151213,3700483.0730952085,511413963225.66266,560960438549.8135,67835882222.12009,29318149763.069786,0.0,4786273766.406459,610716784723.1785,18079536048.754963,36577.15985382762,-99302821497.51581,-88064207783.20097
mena,2045,0.0,224895.99999999983,0.0,39688676014.313675,0.0,9043810.17,298971266.62429726,19945134129249.453,275769805.93516463,349820.6937017507,1427136238597.8591,981410272121.6011,313142857874.0,0.0,21467897349.634502,4284045772.40785,1292625409122.7378,1927720872.8632598,36841.68644969097,134510829475.12134,111115211252.62357
ssa,2045,0.0,571530.4000000001,0.0,16944691562.930147,0.0,36515236.255,1396006917.5592208,12325615387152.951,884409043.1507802,0.0,868854928608.4476,462115040000.9672,70094585101.31532,0.0,12018871623.048424,5116374600.045297,532209625102.28253,0.0,9970.312923898071,336645303506.1651,324626431883.1167
us,2046,984847.1053136289,0.0,552300713403.0223,0.0,28972121.75575603,2961589.83,116875490.80431591,40214721387080.31,174563006.05537975,19525317.3113454,1571585798744.8127,2079696340138.2947,235122997802.69492,412023433431.59814,0.0,11183180794.891644,2020401158263.7073,294418179677.28265,83798.25851258238,-448815359518.89453,-331210105764.57904
oecd-ex-us,2046,1093902.2005711156,0.0,404049944939.2865,0.0,32628847.14670367,5013065.695,200043539.5116719,45402599408899.99,341394032.9582438,22949106.57355271,1688718574918.7046,2465581300450.2495,259403454258.33682,302486385816.10455,0.0,9278876427.575787,2499588271701.9375,225396483006.64893,62429.23785253541,-810869696783.2329,-733779793973.7773
china,2046,0.0,170078.4000000001,0.0,34795138502.71816,0.0,7007594.5,286204354.3317671,39967703311501.734,595705943.4079012,0.0,1336923967310.109,2218487927760.284,230747181471.06104,0.0,15671531440.938393,15489488764.34479,2449235109231.345,0.0,41853.00200737502,-1112311141921.2363,-1127982673362.1748
india,2046,0.0,1023911.2000000004,0.0,70449960288.65567,0.0,27362904.085,948499850.9970144,23585610621580.7,894726899.4108996,0.0,1607386497086.5432,1127505382136.4521,328417478347.81226,0.0,42077118653.09563,7785182729.43613,1455922860484.2644,0.0,19018.784879548366,151463636602.2788,109386517949.18318
latam,2046,0.0,209326.40000000005,0.0,25565018107.92017,0.0,6565996.875,250513246.7757743,14037764764313.541,304896048.91102177,0.0,717118733305.889,685365467055.7023,105137900123.65002,0.0,13097637797.119196,4186568465.372285,790503367179.3523,0.0,28980.983561591496,-73384633873.46326,-86482271670.58246
seasia,2046,0.0,68411.99999999999,0.0,7497637849.907398,0.0,8088903.5,308700705.0079373,15378323094899.537,355730653.95169955,0.0,798352344348.5725,729755675474.7141,110408202812.6799,0.0,4010569466.2358327,5427470638.588653,840163878287.394,0.0,26817.031377029933,-41811533938.82153,-45822103405.057365
russia,2046,222205.09411525528,0.0,40082798448.128494,0.0,6477457.473417593,2931099.1550000003,114874331.37254314,11187630859263.52,145105183.83030978,3897328.299733887,505574245970.95435,558251546393.0833,67043393737.49914,29835110975.38424,0.0,4567244037.081978,606227041677.0009,19067898453.581467,37588.069492039314,-100652795706.04651,-89885583184.24373
mena,2046,0.0,248019.99999999994,0.0,43794054035.75011,0.0,8950025.72,296042814.2537608,20039971937445.523,276580787.9762053,344808.5476509143,1414148848569.851,989157061872.041,310918802614.3154,0.0,23577026024.330887,4341850136.909829,1298188745061.409,1887119424.9474986,37855.814951741886,115960103508.44214,90495958059.16376
ssa,2046,0.0,581206.4000000006,0.0,17243330946.49987,0.0,36547410.69,1398707418.763807,12643617070774.17,905612714.8334861,0.0,872509366711.0826,476263150423.5837,71143485764.02518,0.0,12161506190.70061,5060459288.43884,547406636187.6089,0.0,10447.5954541405,325102730523.47375,312941224332.77313
us,2047,1011694.5735824457,0.0,567367612398.9113,0.0,29772113.218772784,2928409.9,115587208.42329204,39900457137669.47,174076902.09165287,20413312.49215107,1557183032345.5046,2072418040551.092,232795393846.15265,423300362817.41,0.0,10465789823.488556,1997312982527.1035,307900451870.1414,85069.06304275487,-440129950181.5989,-324730039234.3303
oecd-ex-us,2047,1069134.2576263978,0.0,394911795020.33356,0.0,31898315.566898122,4933047.64,196874994.17747432,44681792311350.66,343963944.71916056,23875249.310422085,1666235302829.3882,2437458071030.9375,254896667985.2616,295664408631.0057,0.0,9647930006.508152,2457234036841.802,235120702174.39746,63656.44684349634,-790998734012.4136,-730455027555.8054
china,2047,0.0,162533.5999999999,0.0,33255887496.733704,0.0,6812930.135,278313334.6682497,38873433148646.6,595357208.9494575,0.0,1301841210310.714,2172117634937.551,224404366884.4017,0.0,14645429633.57095,15056058289.686527,2396522001821.9526,0.0,42932.47208081798,-1094680791511.2385,-1109326221144.8096
india,2047,0.0,1100987.2000000007,0.0,75800150981.07092,0.0,27016489.665,937291385.8172245,23679180043450.727,895657666.7495067,0.0,1591177420774.966,1134591168659.0735,325107096681.4267,0.0,45186371785.356544,7276638220.932531,1459698265340.5002,0.0,19741.502619429262,131479155434.46582,86292783649.10928
latam,2047,0.0,201086.39999999985,0.0,24566611916.565144,0.0,6445998.175,246047334.9204795,13949326576767.934,302828361.34970313,0.0,705560075131.5244,682167959622.4377,103425328047.45712,0.0,12553610944.003492,4148635936.7694097,785593287669.8949,0.0,29892.800578146176,-80033212538.37048,-92586823482.37398
seasia,2047,0.0,73294.39999999997,0.0,8035865269.573503,0.0,7958215.3,303861820.12823933,15328093816570.791,354173689.88607407,0.0,786662004729.6207,728839869323.0575,109132179861.64421,0.0,4276941024.0672927,5357707150.408505,837972049184.7017,0.0,27692.981831348305,-51310044455.08093,-55586985479.148224
russia,2047,219104.7687911562,0.0,39523377985.2267,0.0,6390446.452634539,2894854.875,113494534.87408541,11099548903107.865,144483771.53472155,4088749.016709286,499968021570.5249,555439577880.6901,66287633323.87626,29422718965.19341,0.0,4254514513.1955805,601662588377.7074,20064622826.85922,38619.74944856086,-101694566807.1825,-92336470668.84831
mena,2047,0.0,224636.7999999999,0.0,39687361281.58971,0.0,8856874.870000001,293129383.1484023,20119024200985.742,277357290.34290683,339622.38655646273,1401173214742.7295,996492662572.3536,308780000909.741,0.0,21250192345.894398,4401904625.471526,1303445949297.0925,1826714185.0022068,38890.70286402895,97727265445.63696,74650358914.74036
ssa,2047,0.0,537395.2000000003,0.0,15954127765.496822,0.0,36566951.165,1417672633.0151238,13026099313059.986,926823397.9674436,0.0,875784862902.1853,486442095072.72736,73121440996.54167,0.0,11232512201.502312,77493427654.40677,559563536069.269,0.0,10942.493156010009,316221326832.91626,304988814631.41394
us,2048,998489.4231103428,0.0,559972122200.8108,0.0,29392716.664328635,2896483.975,114345793.77600788,39575468651307.39,173547023.25123805,21277928.202162176,1543286568697.0762,2065180942402.6475,230478142047.57156,417815975106.3041,0.0,9568054284.74806,1974113918945.4968,321545165504.7219,86358.92876058511,-430827350248.42065,-334556540646.8385
oecd-ex-us,2048,1090868.1549977218,0.0,402945232686.1289,0.0,32554803.625740815,4855923.575,193820410.94000918,43978189084703.24,340000414.22942233,24811449.86385027,1644463090939.201,2408691396141.1357,250335910855.07153,301697705504.5722,0.0,9263283905.007483,2414641184965.0503,244386122031.15598,64903.32248876088,-770178094025.8494,-712866510552.4331
china,2048,0.0,145277.60000000015,0.0,29729964806.95145,0.0,6627451.715,270790650.27257836,37799430298702.664,583016955.2059093,0.0,1268342707779.6191,2125242955050.9697,218129207629.56927,0.0,12994948484.745813,14021553441.734764,2343372162680.539,0.0,44032.797648586326,-1075029454900.9199,-1088024403385.6658
india,2048,0.0,1104635.9999999995,0.0,76098162520.53531,0.0,26673487.93,926171103.006826,23753044178545.785,896387440.1000416,0.0,1574948538950.8848,1141221274163.878,321961604763.09186,0.0,45236966489.15275,7335441560.289786,1463182878926.9697,0.0,20484.797468250978,111765660023.91504,66528693534.76229
latam,2048,0.0,200621.59999999995,0.0,24517825886.92388,0.0,6329931.495,241724825.6199273,13854611100357.947,300685339.0371071,0.0,694332344450.9576,678777256319.2228,101821935556.81285,0.0,12490064487.364216,4041435502.456161,780599191876.0356,0.0,30825.865385146346,-86266847425.078,-98756911912.44221
seasia,2048,0.0,72659.99999999999,0.0,7969450117.341572,0.0,7831259.540000001,299160431.03465676,15268908537846.873,352527624.05457926,0.0,775268008247.1318,727662801398.8304,107947523925.07166,0.0,4218049542.2180653,5375087895.0733185,835610325323.9021,0.0,28590.144258355347,-60342317076.77026,-64560366618.98833
russia,2048,214454.42189193564,0.0,38684359569.66462,0.0,6258323.711300461,2859997.88,112171082.07551005,11009405843357.654,143828671.08228752,4273154.254554412,494567581248.06793,552492077862.7034,65538826383.60126,28802294425.7376,0.0,4517968822.297149,597009389539.8286,21021514706.47591,39672.49205842056,-102441808291.76068,-94661028572.499
mena,2048,0.0,197960.80000000008,0.0,34993915462.404305,0.0,8764237.540000001,290224310.6213553,20182540146502.69,278101295.83328384,334271.91971084353,1388193692756.5493,1003585590943.1898,306781078234.91956,0.0,18622423328.31432,4311345266.825077,1308657062730.9756,1709606447.1339252,39946.64195817134,79536630025.57373,59204600250.12549
ssa,2048,0.0,582656.0,0.0,17309017619.19688,0.0,36573411.33,1419466492.6105404,13323455257531.11,947918551.8979541,0.0,878669945285.3911,500456880508.72723,74503829296.9426,0.0,12104050128.215706,5750759119.613393,574960709805.6698,0.0,11455.438316819087,303709235479.7213,291605185351.5056
us,2049,1011850.8914476298,0.0,567475041621.4291,0.0,29796425.87083219,2865683.9699999997,113151621.10515505,39254039577726.99,173001167.30892906,22145272.268330455,1529837470518.715,2057407259384.113,228112013878.30685,423451693751.2077,0.0,10801035412.097235,1950777318996.7947,334741954265.6267,87668.14155046945,-420939848478.0796,-332230108992.4986
oecd-ex-us,2049,1054633.251532041,0.0,389565989534.4499,0.0,31481117.580644727,4781358.0649999995,190867142.74527007,43276696069133.93,335949180.4350448,25699012.278593853,1623305052262.3372,2379737670030.4946,245823823525.93698,291698162075.88904,0.0,9065263648.892904,2371847201517.806,253714292038.62656,66170.14524564594,-748542149255.469,-710558279218.2065
china,2049,0.0,163554.40000000014,0.0,33475738634.604797,0.0,6449925.470000001,263588757.83255425,36744679733199.195,570565379.7509141,0.0,1236206347418.4778,2077945373803.3696,211921955581.7758,0.0,14521124810.282803,13431541273.482317,2289867329385.1455,0.0,45154.26710505791,-1053660981966.6677,-1068182106776.9506
india,2049,0.0,1015858.4000000003,0.0,70024991596.60986,0.0,26333754.435,915134047.577345,23811134632289.246,897008268.3416687,0.0,1558700470697.2043,1147517285468.8862,319000580108.1125,0.0,41475152709.0751,7383001332.313829,1466517865576.9988,0.0,21249.04233336922,92182605120.20557,50707452411.13046
latam,2049,0.0,214220.00000000015,0.0,26188293996.242565,0.0,6217496.7299999995,241000869.2854943,13928467068777.836,298456118.40282595,0.0,683408844574.2917,673515444723.6194,102108722751.21698,0.0,13439772236.253101,179511063556.6775,775624167474.8364,0.0,31780.498910900722,-92215322900.54468,-105655095136.79778
seasia,2049,0.0,79010.39999999998,0.0,8669413271.237276,0.0,7707734.390000001,294581505.43214536,15200622196460.896,350788503.4381472,0.0,764144640762.6133,726247132372.0878,106854644924.06462,0.0,4560684954.24157,5231480101.803861,833101777296.1523,0.0,29508.848580083053,-68957136533.53906,-73517821487.78064
russia,2049,202962.257020329,0.0,36611191633.08766,0.0,5926131.207534838,2826358.955,110892529.4982943,10916093786282.64,143133742.8100045,4443549.726800506,489345686158.64264,549411685761.92694,64817452961.13159,27262500261.874504,0.0,4308895227.519268,592286753892.8733,21942384830.185722,40746.5930650372,-102941067734.23065,-97620952302.54187
mena,2049,0.0,187515.1999999997,0.0,33165825292.268867,0.0,8671998.790000001,287323976.7835709,20229114793007.816,278795084.4702026,328728.8044791662,1375195244133.0544,1010396305893.5815,304912174200.95044,0.0,17529771317.83457,4217653784.4412436,1313816882700.0862,1491597394.4457383,41023.92742903323,61378361432.96826,42356992720.68795
