region,year,mig_in_head,mig_out_head,mig_in_gross,mig_out_gross,mig_in_years,entrants,entrant_years,stock,head,imm_head,investment,depreciation,writeoff,mig_in,mig_out,revaluation,charge_own,charge_imm,gdppc,net_own,net_total
mena,2061,0.0,233557.59999999998,0.0,41562211415.73669,0.0,7572764.8950000005,259439607.7879403,19790849807195.8,284962678.6463207,248410.75099652607,1214973199132.461,1084544893020.7263,284742805461.0072,0.0,19672791994.60904,246878424861.57812,1369287698481.7334,0.0,55728.83995275932,-154314499349.27246,-173987291343.8815
ssa,2061,0.0,540444.8000000003,0.0,16168061609.238474,0.0,35465604.08,1410219098.7833052,16024990965481.053,1206474716.0750608,0.0,880396715569.1519,669057778154.8392,97229370777.82509,0.0,10020754670.897966,8057155791.006511,766287148932.6643,0.0,19969.95038613435,114109566636.48755,104088811965.58958
us,2062,1026490.3113873481,0.0,575747807181.3639,0.0,30992330.0699341,2526176.29,101552228.08255763,35886435161450.27,166059844.30214205,32104582.72820238,1376538285760.466,1873138585325.421,203673967490.123,432366200642.70825,0.0,8215483768.628953,1655514075776.0972,421298477039.4475,106586.66321002076,-278975790015.6311,-267908066412.37036
oecd-ex-us,2062,1048543.4206011452,0.0,387375613610.1096,0.0,32061477.29173638,3946236.0450000004,160278443.56922287,36428095306446.66,286175605.9891288,35777620.26908543,1375941555763.526,1935910681030.0059,199789715403.8712,291821747538.76355,0.0,6484723064.879146,1834244622020.085,301455774413.792,84589.71712411611,-458303066256.5591,-467937093131.5875
china,2062,0.0,113057.60000000012,0.0,23197876975.815998,0.0,4545887.26,191662950.64435688,26420476071950.332,417136975.27789325,0.0,885141828291.506,1463340182795.5933,154230645363.11786,0.0,9265801591.082409,513954962065.4225,1617570828158.7112,0.0,61795.77965633607,-732428999867.2052,-741694801458.2876
india,2062,0.0,990344.7999999997,0.0,68731885250.3961,0.0,22179375.64,788512011.1828923,22979681125276.957,906569897.5270115,0.0,1347166676345.732,1233221517442.0493,286923400573.3497,0.0,36488427206.3865,7862437294.461501,1520144918015.399,0.0,33265.47735272943,-172978241669.667,-209466668876.0535
latam,2062,0.0,199792.8000000001,0.0,24530402901.853416,0.0,4973832.8,196569178.4040367,12388803000164.908,268765644.5370063,0.0,558778960546.137,616800663397.1024,90154839226.2874,0.0,11663179339.625393,3553778708.078658,706955502623.3898,0.0,46305.27573944089,-148176542077.2528,-159839721416.8782
seasia,2062,0.0,94048.00000000009,0.0,10372774204.488321,0.0,6308924.5,249352240.82253563,14040522707824.494,326307877.64046776,0.0,635150176019.38,690997769996.8834,100732939266.12451,0.0,4946588584.419476,188002683556.5201,791730709263.0079,0.0,43567.9746124665,-156580533243.62793,-161527121828.0474
russia,2062,217087.0680115069,0.0,39158339939.05934,0.0,6631808.543515138,2444591.805,99180606.94576868,9970290389090.473,133981356.19434264,6396815.7707495075,428758055991.15424,495868923737.5125,59547752086.38543,29495617302.895615,0.0,3795466161.154803,528056747248.4129,27359928575.484962,56794.77794454128,-99298691257.25867,-97163002529.84802
mena,2062,0.0,224214.4000000001,0.0,39918825411.37533,0.0,7481500.904999999,256427279.06670213,19614215416593.55,284743621.2735943,226298.4806016848,1201289769837.622,1082574181480.6886,281754228427.1613,0.0,18649098984.923004,5053348452.905398,1364328409907.8499,0.0,57112.193910224676,-163038640070.22778,-181687739055.1508
ssa,2062,0.0,670663.2000000004,0.0,20071035867.3264,0.0,35300722.425,1404881727.2595506,16117828036522.21,1228225502.1727786,0.0,878070227107.9222,682726722882.6632,98313289253.72702,0.0,12277242347.29308,8084098416.923848,781040012136.3903,0.0,20783.149982983297,97030214971.53198,84752972624.2389
us,2063,1024450.276025654,0.0,574603881309.18,0.0,31571604.953659028,2502896.32,102170588.13954335,36241923748796.32,165005492.18913105,32625786.329798613,1365586679602.0498,1858105539442.6206,207757361242.54672,433730579534.5787,0.0,622034228894.59,1641888902621.5322,423973998063.63293,108199.27598751363,-276302223019.4824,-266545641548.53668
oecd-ex-us,2063,1067188.4792535047,0.0,394266396399.50116,0.0,32638426.43262182,3888440.94,157950329.2175999,35994308456235.58,281516649.007271,36266138.711012974,1358021627111.3623,1898113325036.521,197047654274.86746,297028208669.15857,0.0,6324293319.804518,1794718900699.943,300442078611.4445,86167.76735134819,-436697273588.5808,-440111143530.86676
china,2063,0.0,101337.59999999999,0.0,20798006520.704838,0.0,4419560.3149999995,186371061.5266984,25714030597381.07,404508263.0953848,0.0,861388632624.0978,1417653300910.976,150053939039.71002,0.0,8254222623.564923,8127355380.889205,1567707239950.686,0.0,63245.7671767599,-706318607326.5883,-714572829950.1532
india,2063,0.0,1027112.0000000001,0.0,71318669189.5789,0.0,21879687.615000002,778359032.7923541,22773367004347.176,904367084.1651069,0.0,1331086615167.4412,1224341195357.897,283524676793.61017,0.0,37418274853.54834,7883410907.839069,1507865872151.507,0.0,34363.77641910372,-176779256984.06592,-214197531837.61426
latam,2063,0.0,202800.8000000001,0.0,24908416446.377125,0.0,4889187.165,193295925.73067185,12227790088135.488,265796447.50639245,0.0,550012522831.4941,613621067681.0344,89110267396.44206,0.0,11748573902.784613,3454474119.3382998,702731335077.4764,0.0,47597.380132632774,-152718812245.9823,-164467386148.7669
seasia,2063,0.0,84210.40000000008,0.0,9291542192.47867,0.0,6212224.95,245638278.91817945,13877996664769.53,323613674.2403936,0.0,626012056942.7451,689629102100.4012,99767829433.2753,0.0,4384732477.10059,5243564013.071135,789396931533.6765,0.0,44824.64839355761,-163384874590.9314,-167769607068.03198
russia,2063,202203.6447208416,0.0,36473619273.37311,0.0,6180221.016023429,2417137.8600000003,98101986.78708449,9875574802872.402,132933693.75874874,6505284.7855372345,424284072613.7394,491335440579.8505,58940737092.33796,27476801161.600174,0.0,3799717678.780497,522752487359.4927,27523690312.695362,58201.04882965528,-98468414745.7533,-98515303896.84848
mena,2063,0.0,203672.80000000002,0.0,36278876291.73557,0.0,7390443.44,253416235.2519239,19436780673031.754,284480995.74925345,211559.24182786563,1187589450433.91,1074495877313.6975,278751075971.20795,0.0,16729344047.223957,4952103336.412276,1353246953284.9055,0.0,58521.43165958126,-165657502850.9956,-182386846898.21957
ssa,2063,0.0,674708.7999999999,0.0,20201353960.601624,0.0,35127155.785000004,1399165169.3577843,16194270052545.633,1244574194.9773421,0.0,875461258268.5839,695946132937.3168,99133070498.60706,0.0,12212557447.1664,8272518637.928801,795079203435.9238,0.0,21621.346283731466,80382054832.66003,68169497385.49364
us,2064,1002046.6781621199,0.0,562037578082.8328,0.0,30889845.357617505,2479914.15,101250333.53038631,35984723175184.766,163653052.26126596,32854521.473993376,1354717115930.6973,1838542615027.517,205949899158.0728,424274535286.51685,0.0,8300289356.822863,1619849707528.8203,424642806656.7696,109836.07659874536,-265132591598.12305,-265500862968.3758
oecd-ex-us,2064,1040095.703282469,0.0,384259230004.96906,0.0,31816402.986603882,3831393.1399999997,155651863.17774272,35575022731950.71,276432835.63677627,36323551.56163382,1340234847007.1533,1860508345916.526,194598676614.38943,289503944281.5526,0.0,6082506957.330589,1755452225734.5217,299654796796.3939,87770.52368620806,-415217378727.3684,-425368231242.2097
china,2064,0.0,127036.79999999996,0.0,26078758856.115753,0.0,4295746.665,181179104.19205666,25029370611382.703,391898414.6635646,0.0,838054389344.7942,1373394705851.5095,146104067629.4818,0.0,10287085045.830833,7071483183.669854,1519498773480.9912,0.0,64721.71472780017,-681444384136.197,-691731469182.0278
india,2064,0.0,980740.0000000001,0.0,68131671607.992134,0.0,21583031.655,778284121.0763161,22841109400432.543,902004238.3087304,0.0,1315074169943.656,1212408834690.9512,283032705865.906,0.0,35676908065.40111,283786674763.9591,1495441540556.8572,0.0,35488.96986836225,-180367370613.20117,-216044278678.6023
latam,2064,0.0,199416.80000000013,0.0,24501363692.613815,0.0,4805702.49,190064457.47519863,12059876625595.885,262790966.3769076,0.0,541330568790.63086,613232648865.2634,87938776894.66937,0.0,11460324898.206144,3387719327.902957,701171425759.9329,0.0,48916.26904374654,-159840856969.302,-171301181867.50815
seasia,2064,0.0,81594.40000000007,0.0,9006557346.473463,0.0,6116754.195,241968373.3736637,13707275421104.8,320867556.0680456,0.0,616962734056.9438,690072981478.7732,98644055378.77289,0.0,4204538592.425518,5237597728.298402,788717036857.5461,0.0,46108.19913411375,-171754302800.6023,-175958841393.0278
russia,2064,197912.0185554109,0.0,35699469506.695694,0.0,6051938.264273205,2389847.555,97027664.71445775,9780932455689.568,131797234.69437598,6542316.321027291,419821584677.62164,486615460650.07227,58339600389.27935,26896806752.84665,0.0,3594322426.0555525,517389001063.50586,27566059975.84575,59633.57842478583,-97567416385.88422,-98236669608.88332
mena,2064,0.0,204450.39999999985,0.0,36434442699.74072,0.0,7299649.765000001,250411076.8429062,19257969447782.176,284064945.56780714,116449.8524795771,1173883255662.312,1065302486754.488,275761572894.17035,0.0,16597024395.493612,4966603132.261396,1341064059648.6584,0.0,59956.90963378121,-167180803986.34644,-183777828381.84006
ssa,2064,0.0,646815.9999999999,0.0,19374923628.558426,0.0,34945492.42,1393136276.6052322,16255665436035.576,1260433258.4203968,0.0,872585352083.2141,708775330796.154,99673027194.35168,0.0,11573823460.259535,8832212857.485518,808448357990.5057,0.0,22485.03217332957,64136994092.708374,52563170632.44884
us,2065,1018489.2189985965,0.0,571258872932.3419,0.0,31405406.890973922,2457228.3649999998,100341673.9771632,35745137055271.24,162135308.73559296,32922742.001842972,1343932118181.9412,1818554938678.4773,204293692675.6099,431265045401.2085,0.0,8065347857.392638,1597935911188.74,424912720165.34784,111497.4278351071,-254003793006.79883,-247651467770.93817
oecd-ex-us,2065,1035197.6795068975,0.0,382450731987.7582,0.0,31673000.931086473,3775100.63,153383366.13411957,35174803589669.527,271109908.2413104,36132836.29270798,1322589748859.6675,1824373134333.0984,192429809315.21655,288155930066.00385,0.0,5838122441.46065,1718110424822.6465,298692518825.6677,89398.34352859801,-395520675962.979,-406057264722.6429
china,2065,0.0,100947.19999999988,0.0,20728217314.038803,0.0,4174483.3850000002,176094716.7542769,24372142136446.246,379368699.29824275,0.0,815150369134.3975,1328948979219.9539,142370736733.85016,0.0,8130104877.163615,7070976760.108455,1471319715953.804,0.0,66223.97989298165,-656169346819.4065,-664299451696.5701
india,2065,0.0,982977.5999999996,0.0,68319484789.334366,0.0,21289462.575,768174063.3972914,22631084212574.742,899430669.2458526,0.0,1299137614348.1692,1201887845877.2354,279656440028.57526,0.0,35352495675.350914,7733979375.210711,1481544285905.8105,0.0,36641.479820197834,-182406671557.64136,-217759167232.99228
latam,2065,0.0,207889.60000000006,0.0,25546489938.285065,0.0,4723357.875,186874420.5473879,11881986744563.78,264088309.77695763,0.0,532732897029.67456,615716457267.3568,86587640435.23051,0.0,11718350500.51833,3399670141.3414426,702304097702.5873,0.0,50262.32079021263,-169571200672.91272,-181289551173.43106
seasia,2065,0.0,102344.80000000002,0.0,11301607212.458677,0.0,6022500.93,238342210.06079018,13523827741636.898,318047680.5686411,0.0,608002645075.4951,694267708443.5635,97277912158.36302,0.0,5216991463.591738,5312287522.120666,791545620601.9265,0.0,47419.01192178601,-183542975526.4314,-188759966990.02313
russia,2065,190805.10149450577,0.0,34418293703.44619,0.0,5837526.966611822,2362728.7399999998,95960606.28193295,9686393226247.994,132836361.80298625,6653706.939038764,415372629660.1757,481794603556.8638,57737815231.43638,25934741820.554855,0.0,3685817865.991647,511946526937.76874,27585891850.531593,61092.72827344632,-96573897277.59302,-98225047307.56976
mena,2065,0.0,206478.4,0.0,36812939260.32035,0.0,7209178.525,247413066.0761392,19077743507236.74,283579265.3183578,26211.60127436542,1160182387302.4102,1055997943981.7255,272765301263.0355,0.0,16564624271.243528,4919541668.157808,1328763245244.761,0.0,61418.98905906667,-168580857942.35083,-185145482213.59436
ssa,2065,0.0,643854.4000000001,0.0,19294723544.272945,0.0,34756305.25,1386765409.709026,16303034766692.82,1275757678.004327,0.0,869457780182.4427,719637039818.4669,100008273021.214,0.0,11386943631.226667,8943806945.712566,819645312839.6809,0.0,23374.704170024008,49812467342.76184,38425523711.53517
us,2066,1038706.2884745887,0.0,582596342475.3105,0.0,32037497.677626356,2434839.68,99444569.12846571,35514299650800.25,160621856.93061435,32999215.607556324,1333235250732.0933,1809031287598.1033,202695544119.57098,439853621638.0487,0.0,7800554876.536817,1586399819722.1362,425327011995.5371,113183.69793026232,-253164568990.04297,-238637959347.53137
oecd-ex-us,2066,1047257.4577185393,0.0,386906754580.37683,0.0,32705748.958792623,3719574.79,153464326.73022085,35378003031257.19,265828397.4426598,35971757.78703537,1305095852747.3416,1810808045440.3032,195954193325.75275,292999084132.806,0.0,611866743473.5631,1707172145292.3628,299590093473.69446,91051.58973704923,-402076292545.02124,-408667301885.90967
china,2066,0.0,108697.60000000008,0.0,22325561547.873535,0.0,4055811.6799999997,171119208.23981088,23739638929082.54,366892681.3319123,0.0,792688505397.7292,1284563526978.8152,138907056373.17657,0.0,8711122143.021687,6989992733.566447,1423470583351.9917,0.0,67752.92532345594,-630782077954.2625,-639493200097.2842
india,2066,0.0,1020441.5999999992,0.0,70956295782.50146,0.0,20999032.655,758176192.9554815,22418705056826.53,896613480.8241794,0.0,1283284901937.012,1191242743791.0635,276283849491.7891,0.0,36281175841.9879,8143711439.599511,1467526593282.8525,0.0,37821.73200954054,-184241691345.84058,-220522867187.8285
latam,2066,0.0,202432.80000000016,0.0,24884404529.254166,0.0,4642141.215,183724509.651251,11699945654425.764,261012428.75880876,0.0,524220202959.99646,613165955830.9441,85128771924.62784,0.0,11310761745.382662,3344196402.9391165,698294727755.5719,0.0,51635.91803379614,-174074524795.57544,-185385286540.9581
seasia,2066,0.0,86928.80000000002,0.0,9603146263.71609,0.0,5929460.779999999,234757107.02532876,13334245225593.508,315191927.05816126,0.0,599132862884.8306,693818615475.4656,95737987276.60214,0.0,4382576433.214354,5223800257.062837,789556602752.0677,0.0,48757.47602983019,-190423739867.23718,-194806316300.45154
russia,2066,203252.2538068725,0.0,36663532039.50313,0.0,6221244.294815662,2335792.54,94898580.94944388,9591565729750.107,131643140.37957704,6662544.117413525,410939801933.7225,479805197381.77405,57077845869.26087,27629780187.912315,0.0,3485964631.509926,509325220648.03265,27557822603.00232,62578.86479421303,-98385418714.31018,-98313461129.40018
mena,2066,0.0,189529.59999999983,0.0,33806520301.766575,0.0,7119088.459999999,244422823.89029732,18897611466214.805,283103201.23123723,1328.0662678270496,1146498028199.6318,1046603011765.7883,269764507941.64597,0.0,15024362339.610838,4761812825.479213,1316367519707.4343,0.0,62908.03605022361,-169869491507.8025,-184893853847.41333
ssa,2066,0.0,681185.6000000006,0.0,20422300254.699966,0.0,34560147.32,1380062022.8314264,16336175224894.316,1290487883.6580064,0.0,866093416868.3021,729779148609.2972,100144158412.56534,0.0,11906309106.462852,8876657461.52399,829923307021.8625,0.0,24290.862433779952,36170109846.439575,24263800739.976723
us,2067,1056132.2543345615,0.0,592367344792.491,0.0,32583516.799649693,2412750.3,98558837.82731627,35287093806315.04,159120937.9785345,33091381.144730154,1322630779293.6562,1803599946004.8423,201008830524.5667,447259597600.3033,0.0,7512555150.247507,1578508835888.7434,426099940640.6669,114895.26064177512,-255878056595.08716,-234718399635.45074
oecd-ex-us,2067,1059243.976949608,0.0,391335187858.51996,0.0,33086738.072907552,3664828.875,151224451.3863704,34972387626092.348,260601428.59599584,35850814.34642935,1287763147060.5063,1802137625489.771,193494070025.27423,296367261222.0993,0.0,5885882067.586094,1696729933222.4673,298901762292.5796,92730.63071167233,-408966786161.96094,-411501287232.4412
china,2067,0.0,121352.00000000004,0.0,24931540239.813614,0.0,3939772.87,166251135.686141,23115931551302.38,354473007.93919957,0.0,770680617319.7834,1255618623048.5261,135435224196.6121,0.0,9680094197.290197,6345946342.496009,1391053847245.1382,0.0,69308.91883169785,-620373229925.3547,-630053324122.6449
india,2067,0.0,1026324.0000000013,0.0,71397838440.40369,0.0,20711790.36,748251687.3596936,22204231951538.625,893583567.7201794,0.0,1267523592059.2888,1180441954929.2144,272921666827.5582,0.0,36071420051.68223,7438344461.277041,1453363621756.7725,0.0,39030.15586852175,-185840029697.48364,-221911449749.16586
latam,2067,0.0,199088.80000000008,0.0,24481680658.728245,0.0,4562047.345000001,180617910.6488901,11520832204551.896,257905447.5931202,0.0,515793879044.76953,603580476052.1478,83690165913.73547,0.0,11027871993.812386,3391185041.053989,687270641965.8833,0.0,53037.44787969574,-171476762921.11377,-182504634914.92615
seasia,2067,0.0,86171.99999999997,0.0,9523373773.328472,0.0,5837634.525,231217875.34612295,13147508251993.854,312287066.7423466,0.0,590354921567.7355,683783704958.6091,94223809939.87134,0.0,4298260974.69598,5213880705.782551,778007514898.4805,0.0,50123.98501522879,-187652593330.745,-191950854305.44098
russia,2067,209006.9687158305,0.0,37701570360.073,0.0,6400320.505562537,2309052.32,93843211.22551194,9495158741662.238,130440599.88528141,6677597.179968401,406526073132.2817,478389433778.2387,56376121267.00223,28415291197.317398,0.0,3417202627.7727327,507163598340.7056,27601956704.535442,64092.359377288594,-100637525208.42395,-99824190715.642
mena,2067,0.0,247002.4000000001,0.0,44065983681.66814,0.0,7029437.295,241443109.22114888,18711906310327.766,285550925.7433646,1280.1786018204953,1132841163609.9604,1037209623357.2235,266778060727.09222,0.0,19211324162.43217,4652688749.749817,1303987684084.3157,0.0,64424.42170697852,-171146520474.35522,-190357844636.78738
ssa,2067,0.0,644444.0,0.0,19329004136.699722,0.0,34357548.394999996,1373106706.5429893,16360764657958.516,1304684033.9939704,0.0,862506641167.9359,735975194140.3627,100145457678.5634,0.0,11133252819.299465,9336696534.48583,836120651818.926,0.0,25234.010779387794,26385989349.009888,15252736529.710423
us,2068,1049221.4025273602,0.0,588487316881.1183,0.0,32377754.738819826,2390963.2800000003,97682957.51817721,35058713361638.555,157611386.3157147,33177450.417590514,1312123328278.7979,1792141574141.2505,199384622702.74484,444355330324.229,0.0,6667093564.494642,1564382738930.6738,427143457913.32275,116632.49533396293,-252259410651.87598,-235047538240.96973
oecd-ex-us,2068,1029719.5325496853,0.0,380426940365.2623,0.0,32170975.71437823,3610876.7600000002,149016952.355892,34554379040553.895,255378146.04597053,35716362.851072565,1270601657889.769,1791748192246.527,190896778609.86792,288120383948.063,0.0,5914343480.142803,1684144176548.3286,298500794308.06635,94435.84047828078,-413542518658.5596,-423922929018.5629
china,2068,0.0,101557.60000000017,0.0,20865743133.112392,0.0,3826405.19,161494554.06884474,22484216165646.055,353632855.16834915,0.0,749137788044.0522,1247847593949.292,131525497051.94441,0.0,7900872864.033965,6420790164.896819,1379373091001.2363,0.0,70892.33348628934,-630235302957.1841,-638136175821.218
india,2068,0.0,937329.5999999999,0.0,65235899026.09246,0.0,20427779.335,738430590.0194597,21991891431218.023,890437194.5895388,0.0,1251860791906.8242,1169550447943.5283,269569684119.75037,0.0,32564949224.187817,7483769060.03165,1439120132063.2788,0.0,40267.18461134687,-187259340156.4546,-219824289380.6424
latam,2068,0.0,194722.40000000002,0.0,23952918679.862186,0.0,4483076.3549999995,177550813.76556936,11344408823921.57,254769792.4453888,0.0,507455832155.8482,594082581138.8013,82277051341.70258,0.0,10694239836.578264,3174659530.901672,676359632480.5039,0.0,54467.301977220064,-168903800324.6557,-179598040161.23398
seasia,2068,0.0,85213.60000000008,0.0,9418895311.076096,0.0,5747026.59,227725038.7569415,12963664873748.752,314061329.52168924,0.0,581670668011.607,673837883566.5209,92730639786.33824,0.0,4166896415.2834744,5221373511.437038,766568523352.8591,0.0,51518.936818586604,-184897855341.25208,-189064751756.53555
russia,2068,206324.66492295486,0.0,37217712936.620056,0.0,6321139.246013826,2282522.79,92796409.08763888,9399808506642.256,129222231.57576117,6691535.992155058,402134636237.92834,473366042894.29834,55677301429.97243,28053878553.913708,0.0,3504594512.451495,501361868244.57275,27681476079.69817,65633.58848222111,-99227232006.64441,-98854829532.42886
mena,2068,0.0,225184.8000000001,0.0,40190897466.42453,0.0,6940280.815,238476707.69103974,18527167182938.465,284922217.18282515,0.0,1119222431692.8242,1027512898432.6389,263734155740.33365,0.0,17313455192.178318,4598950283.027777,1291247054172.9727,0.0,65968.5222115444,-172024622480.14844,-189338077672.32675
ssa,2068,0.0,741257.5999999996,0.0,22242083734.351906,0.0,34149012.585,1381627115.040997,16529763542046.072,1318196278.1819668,0.0,858711264759.7201,735168392352.8782,102014407915.60536,0.0,12759157993.767088,160229577590.08304,837182800268.4835,0.0,26204.65669427675,21528464491.236572,8769306497.469484
us,2069,1071733.583350758,0.0,601107487543.6853,0.0,33081356.034696758,2369482.045,96822469.63190122,34845290270325.363,159423512.07766768,33897114.00286587,1301717623299.7407,1779126912705.026,197756121324.4742,453914893750.9672,0.0,7827425665.594096,1548916689315.894,427966344713.60657,118395.7870619919,-247199066016.15332,-221250516978.79266
oecd-ex-us,2069,1028783.5777721093,0.0,380080032572.96844,0.0,32148315.449023243,3557731.88,146842782.0946483,34144648874147.562,250192320.02558812,35599368.96183385,1253621082894.631,1768886433735.0713,188297017124.09488,287872097761.01636,0.0,5960103797.16095,1659331462048.5806,297851988810.5857,96167.59877370705,-405710379153.94946,-415690270203.5188
china,2069,0.0,99809.60000000003,0.0,20512264092.28052,0.0,3715741.3600000003,156850338.67702186,21858291752096.08,341410406.2124187,0.0,728069890490.8408,1225136508633.5696,127482016006.1859,0.0,7727079301.462071,6351299900.399739,1352618524639.7554,0.0,72503.5477078036,-624548634148.9146,-632275713450.3766
india,2069,0.0,972108.7999999998,0.0,67665870081.44668,0.0,20147037.665,728711774.1761024,21777413030670.04,896678075.247274,0.0,1236303114308.352,1158739802740.9402,266266300649.70685,0.0,33222958147.14469,7447546681.451251,1425006103390.647,0.0,41533.25532203722,-188702989082.29492,-221925947229.4396
latam,2069,0.0,191252.80000000013,0.0,23534150232.774673,0.0,4405232.045,174524651.29686436,11170655302431.424,251606107.02750164,0.0,499208314977.7272,584695060832.9181,80888626617.67978,0.0,10415872225.578995,3037723208.3099957,665583687450.5979,0.0,55925.87662202794,-166375372472.87073,-176791244698.4497
seasia,2069,0.0,76960.00000000001,0.0,8509885868.50901,0.0,5657643.675,224271835.01870057,12782546814983.506,311079950.32043135,0.0,573082126697.7142,664006278561.4915,91268250425.69511,0.0,3725453593.139633,4799797117.369375,755274528987.1865,0.0,52942.733865779526,-182192402289.4723,-185917855882.61194
russia,2069,194814.83887713315,0.0,35141522002.10445,0.0,5971227.227161426,2256219.2350000003,91757190.28264496,9304203966448.422,127978789.94769304,6694479.882641205,397768770945.299,468235457734.4425,54995854403.12556,26491885433.69835,0.0,3366115564.731553,495472240254.79517,27759071882.772892,67202.93373678495,-97703469309.49615,-98970655758.5707
mena,2069,0.0,251425.60000000015,0.0,44893235712.59023,0.0,6851672.1049999995,235523524.4226876,18339531929828.14,284195800.216007,0.0,1105652000128.8645,1017855294929.5114,260715397008.4854,0.0,19113415062.46289,4396853761.272873,1278570691937.9968,0.0,67540.71892732262,-172918691809.13232,-192032106871.5952
ssa,2069,0.0,703775.2000000002,0.0,21126100193.546806,0.0,33935016.855000004,1374115117.5100698,16542892772894.676,1331146085.8788824,0.0,854720482453.0049,737258451904.2688,101963731962.56383,0.0,11977696899.628757,9608629162.06318,839222183866.8326,0.0,27203.31136105278,15498298586.172241,3520601686.5434837
us,2070,1038671.9358422173,0.0,582558637755.185,0.0,32068967.012743235,2348309.975,95973126.5922122,34620959998824.723,157899011.06482062,33967161.83365428,1291418267448.1165,1766685116256.38,196263397201.19894,439935704798.86456,0.0,7264269709.956715,1533805295779.9727,429143217677.606,120185.52665723414,-242387028331.8562,-231594541210.59766
oecd-ex-us,2070,1015601.5534813919,0.0,375208240314.6927,0.0,31742537.100788392,3505406.435,144700842.68987396,33738969104779.49,245025251.82874557,35478602.888568096,1236830515382.6191,1746500297936.3066,185787842142.1488,284195709751.64056,0.0,5582145576.143716,1635053468619.5007,297234671458.95544,97926.29113233121,-398222953236.8816,-411261914944.1965
china,2070,0.0,91481.59999999996,0.0,18806177711.531685,0.0,3607806.7950000004,152319949.98834738,21253928951732.883,329287007.05677116,0.0,707485236474.523,1187386531328.0771,123601107270.47882,0.0,7053091970.369973,6192693731.209791,1310987638598.556,0.0,74142.94536580284,-603502402124.033,-610555494094.403
india,2070,0.0,932096.8000000003,0.0,64907869820.40728,0.0,19869597.32,719081401.035017,21562961074200.805,893146895.6532463,0.0,1220856646544.3071,1147821638952.0967,262975265604.2806,0.0,31489729711.196068,6978031254.054055,1410796904556.3772,0.0,42828.80904500152,-189940258012.07007,-221429987723.26614
latam,2070,0.0,192289.6000000001,0.0,23669808754.993214,0.0,4328520.59,173895443.74952918,11161087637017.016,248411626.50941816,0.0,491053779679.94586,576076367836.7183,81278097438.28275,0.0,10528497364.46566,167261517545.11237,657354465275.001,0.0,57413.57285991986,-166300685595.0551,-176829182959.52078
seasia,2070,0.0,88274.39999999998,0.0,9764724536.917965,0.0,5569493.59,220869480.45910797,12603789520113.213,308041913.4793603,0.0,564591384425.0966,654321826385.8225,89825662336.67984,0.0,4231725178.25894,5030534605.371387,744147488722.5023,0.0,54395.78317133767,-179556104297.40576,-183787829475.6647
russia,2070,188493.71067639143,0.0,34001302750.00586,0.0,5780060.918014076,2230156.85,90726602.3880023,9209122752523.477,126724488.72036201,6699924.92191107,393431726947.45557,463100611298.964,54321150799.01059,25635162135.89848,0.0,3273659089.674595,489655193769.2131,27766568328.761063,68800.78203703089,-96223466821.7575,-98354873014.62009
mena,2070,0.0,248225.60000000015,0.0,44340156662.775375,0.0,6763660.959999999,232588388.26651835,18151721342309.938,283400599.6417396,0.0,1092139469839.2638,1008044264877.0706,257674533649.58762,0.0,18662246164.047825,4430987333.230657,1265718798526.6582,0.0,69141.39849876885,-173579328687.3944,-192241574851.44223
ssa,2070,0.0,690399.2000000001,0.0,20732987204.689053,0.0,33716010.364999995,1366363946.1386876,16550314651662.584,1343496121.1254382,0.0,850546844089.6428,739110953983.65,101883937723.07127,0.0,11619399084.325405,9489325469.311907,840994891706.7213,0.0,28230.489684771463,9551952382.921509,-2067446701.4038963
us,2071,1081077.9573574583,0.0,606336290723.4985,0.0,33385975.656253412,2327450.045,95134801.00658652,34417702581526.8,156408271.78990778,34070843.26288632,1281229546277.9976,1754284764826.4487,194719404997.85294,457918338705.7621,0.0,6598867542.6326475,1519055079583.9458,429949090240.35583,122002.11081390503,-237825533305.94824,-209856284840.542
oecd-ex-us,2071,1016352.4784507975,0.0,375432215289.8172,0.0,31771412.508493487,3453910.715,142594179.1731281,33341526055319.95,240144064.53672564,35369180.50608537,1220238208526.3792,1724644504316.798,183313044287.1911,284378330083.4647,0.0,5897960534.598552,1611311738268.48,296645810335.5089,99712.30897384175,-391073529742.1008,-403341009994.145
china,2071,0.0,92006.40000000002,0.0,18919808956.101654,0.0,3502618.405,147902620.94181314,20669111956811.06,317260128.1700879,0.0,687390340202.6858,1151036880493.0125,119887814295.90271,0.0,7069802029.9172945,5787161694.314813,1270924694788.915,0.0,75810.91587696323,-583534354586.2292,-590604156616.1465
india,2071,0.0,1041973.5999999997,0.0,72588939915.03653,0.0,19595483.880000003,709558818.2005072,21344059739527.883,889300093.3087789,0.0,1205526936155.124,1136915762997.913,259713883010.18298,0.0,34799010391.18754,7000385571.22354,1396629646008.0962,0.0,44154.29087839742,-191102709852.97217,-225901720244.1597
latam,2071,0.0,182667.2,0.0,22493020626.18356,0.0,4252949.36,170916010.6334697,10990447280975.629,245198643.16504425,0.0,482994747926.2049,566936064681.6078,79910026926.9344,0.0,9922160222.00218,3133147862.9517927,646846091608.5422,0.0,58930.79659216935,-163851343682.33734,-173773503904.3395
