region,year,stock,head,imm_head,investment,depreciation,writeoff,mig_in,mig_out,revaluation,charge_own,charge_imm,gdppc,net_own,net_total
ssa,2040,11176055731087.62,803817619.7579336,0.0,928735574781.0994,408225978763.9182,67120657425.90149,0.0,10047991827.08568,4751947124.343565,475346636189.8197,0.0,7833.2915700960575,453388938591.27966,443340946764.194
us,2041,43142345998096.016,176972416.55410707,15015096.887687888,1855292512252.5256,2146068774040.9578,253542682654.15503,411402412383.7067,0.0,697506684057.6786,2176367554330.8606,223243902364.25073,77720.4400300647,-321075042078.33496,-132916532058.87897
oecd-ex-us,2041,49564837189022.35,364883174.1750712,18033786.34090854,1969903900379.9375,2638088412469.8706,279147519726.5487,302449143758.0541,0.0,9969763142.690771,2740383981034.239,176851951162.18082,56578.66781999596,-770480080654.3013,-644882888058.428
china,2041,44001055908018.72,650410363.6165134,0.0,1364081661846.7522,2422844706381.0913,250913298994.48773,0.0,15801784723.527315,16711076740.667324,2673758005375.579,0.0,36758.64033099737,-1309676343528.827,-1325478128252.3542
india,2041,23314196471663.434,901673675.9489295,0.0,1783127430576.4468,1115129687185.2344,355969424893.84186,0.0,45433069002.11583,7388979158.21779,1471099112079.0762,0.0,15700.988885761122,312028318497.3706,266595249495.25476
latam,2041,14857497093189.441,314764118.09552884,0.0,841100523302.6428,711194261036.4015,118412544632.8655,0.0,14032235050.186142,4649356497.47277,829606805669.267,0.0,24729.583497995896,11493717633.375854,-2538517416.8102875
seasia,2041,15935674472637.79,362699189.79568696,0.0,921625797980.8633,743075084240.4573,120967741206.51317,0.0,4505858004.363734,184057340483.7559,864042825446.9705,0.0,22744.10493910228,57582972533.89282,53077114529.52909
russia,2041,11866990652722.031,147548812.48704904,2951388.8010893646,567153290936.7002,578436017580.0049,72429289019.06306,26595814505.291862,0.0,5146846157.247721,636568746753.059,14296559846.009,32735.492864546854,-69415455816.35876,-57116201157.075905
mena,2041,19988364444132.375,273422300.5769407,367525.10627271485,1567213422706.5605,967661912680.32,333167511942.0532,0.0,22392216814.16558,4378908252.821603,1298774864637.8442,2054559984.5289755,32987.046709856564,268438558068.7163,243991781270.02176
ssa,2041,11614252662639.533,828497081.7415615,0.0,938241518561.1013,424261574589.4279,70237999191.77602,0.0,10336420902.212006,4791407674.236301,494499573781.2039,0.0,8228.835205939338,443741944779.8974,433405523877.6854
us,2042,43033256009785.43,177049026.10971853,15957055.450333267,1850408480278.6616,2145611685583.9634,252319063284.89404,427308011082.83923,0.0,11124269196.732807,2160386676824.5728,237544072044.28442,78900.0811648572,-309978196545.91113,-120214257507.35632
oecd-ex-us,2042,49827525794501.17,361794320.6868893,19059503.993176755,1951215674337.794,2613320772104.0444,284167392133.38324,308781968787.45624,0.0,900179126591.024,2712570683634.042,184917480603.38403,57711.60529050268,-761355009296.248,-637490521112.1758
china,2042,42717699545828.984,638047719.504521,0.0,1335251907673.2505,2375159445880.51,244322214420.824,0.0,15682553860.738588,16555944299.044298,2619481660301.334,0.0,37738.03432997924,-1284229752628.0835,-1299912306488.822
india,2042,23565395227876.27,904962157.5364898,0.0,1770666487502.142,1126092064444.5742,353031467129.8255,0.0,47875776475.38936,7531576760.468751,1479123531574.3997,0.0,16326.320921157347,291542955927.74243,243667179452.3531
