region,year,agefrom,ageto,lu,lp,ls,lh,cov_pop,source
china,2005,25,34,1.7349884613827447,18.9227177604736,72.02268420176611,7.329483078943935,222297.0,bl-v3
china,2005,35,44,2.7181836702443443,25.41331387179301,66.93410195740101,4.934389737632241,234137.0,bl-v3
china,2005,45,54,6.947140537003715,38.207488900053754,51.74667749398266,3.1084090271773417,171172.0,bl-v3
china,2005,55,64,14.860751624779292,49.69229788872608,33.025369472932866,2.411817968368459,106476.0,bl-v3
china,2010,15,24,0.4931364518215132,6.562965707408204,84.47622143780987,8.457786609901559,222672.0,bl-v3
china,2010,25,34,0.898394790795812,10.434982184800349,79.51465713205145,9.152160565707234,200952.0,bl-v3
china,2010,35,44,1.6596673544726195,20.552618364418937,73.47871435365047,4.318648864314155,248132.0,bl-v3
china,2010,45,54,3.316770288288384,27.413274120978063,66.60924881407072,2.6608986501920326,188249.0,bl-v3
china,2010,55,64,8.96127460228522,48.113943245409345,41.597718042739714,1.3272241175093797,140993.0,bl-v3
china,2015,15,24,0.4895546503377047,0.06677722004677931,82.66414979895404,16.769938871514547,190255.0,bl-v3
china,2015,25,34,0.6190234617841174,7.450695848413881,80.16149474132426,11.767830955929316,234850.0,bl-v3
china,2015,35,44,1.3819994707665813,17.010575563768143,75.68799658240792,5.909824500816276,222964.0,bl-v3
china,2015,45,54,2.4065588376426037,23.64731371286037,70.38092156854268,3.5658985055528416,231323.0,bl-v3
china,2015,55,64,6.12066602550144,37.833597299847575,54.01567691321284,2.0298625123998937,165324.0,bl-v3
india,1950,15,24,71.27037657329609,25.308728923769355,3.0511756324282757,0.37051679878772803,88429.0,bl-v3
india,1950,25,34,75.26797559213894,20.733775543985317,3.2722952719174168,0.7187003039696631,66454.0,bl-v3
india,1950,35,44,77.9710685789712,18.09904686853563,3.237171733091668,0.70115230796509,50759.0,bl-v3
india,1950,45,54,79.77520497311828,16.482639728942655,3.072963149641577,0.6698154681899643,35712.0,bl-v3
india,1950,55,64,82.57712568935715,14.552866079512716,2.4696551156473787,0.4072294015968392,24298.0,bl-v3
india,1955,15,24,70.0264162801605,26.379215696492782,3.2079130751993334,0.3864533847516806,95945.0,bl-v3
india,1955,25,34,74.25727512870967,21.679752014879107,3.3298840939108874,0.7337076471063911,74198.0,bl-v3
india,1955,35,44,76.51027812460417,19.514588060727792,3.263868230099705,0.7120429582179758,55263.0,bl-v3
india,1955,45,54,78.00984370701943,18.10390582410163,3.1926042161594435,0.7019362824776814,39989.0,bl-v3
india,1955,55,64,81.94452347515846,14.563413671385739,2.8689072759706984,0.6239981781607014,26347.0,bl-v3
india,1960,15,24,65.71407873085931,27.97381119693362,5.666668215343515,0.6520558685173355,103314.0,bl-v3
india,1960,25,34,73.40106503014123,22.448020947847834,3.4049965570146306,0.7394056319992269,82777.0,bl-v3
india,1960,35,44,75.9611367882781,21.015659520765727,2.522780837184908,0.4924173140590684,61014.0,bl-v3
india,1960,45,54,78.97783152053275,18.419237291897893,2.2015753607103217,0.3953538290788014,45050.0,bl-v3
india,1960,55,64,80.85180316562642,16.88190696230905,1.9262122831821789,0.3383564950515535,28999.0,bl-v3
india,1965,15,24,66.16494247380345,25.959801755876526,6.976040516142736,0.898607069527046,112992.0,bl-v3
india,1965,25,34,70.95345753236236,22.50008530132777,5.326792381670751,1.2196647846391055,90151.0,bl-v3
india,1965,35,44,75.28759005595708,20.570514688738633,3.3966513173233848,0.7441415539752857,68624.0,bl-v3
india,1965,45,54,76.68880334981334,19.31542911916053,3.278841287458379,0.7161396428211081,49555.0,bl-v3
india,1965,55,64,77.6641103903977,18.470326745877788,3.1564570198836086,0.700542555771096,32992.0,bl-v3
india,1970,15,24,56.072124148849504,31.641797599102354,11.104521050123735,1.1967487972455773,130118.0,bl-v3
india,1970,25,34,67.75495152119598,23.114673397834647,7.400995691915401,1.7285752475349325,97259.0,bl-v3
india,1970,35,44,76.40085132377598,19.067668152692395,3.7525013322242295,0.7780267484630682,76939.0,bl-v3
india,1970,45,54,76.65049716243904,19.03392308668613,3.561836164850507,0.7537557340489186,55153.0,bl-v3
india,1970,55,64,77.13213916977116,18.84326742948377,3.3170952634379995,0.7081540713145289,37580.0,bl-v3
india,1975,15,24,55.05414660379463,22.91026475776992,19.97917254179264,2.068592658661193,152479.0,bl-v3
india,1975,25,34,65.78421756580175,19.40392010453612,12.38665783087549,2.416693018480493,107140.0,bl-v3
india,1975,35,44,73.81692837008787,16.617411350877607,8.068014662339817,1.4896121230783808,84434.0,bl-v3
india,1975,45,54,76.55675391080645,15.453271016090628,6.816837479826791,1.1731375932761292,62583.0,bl-v3
india,1975,55,64,80.90475963031068,14.128078236572494,4.300747976022735,0.66547990351778,41873.0,bl-v3
india,1980,15,24,54.51986587696494,15.964154198447,27.69627101232187,1.7988072404630313,174243.0,bl-v3
india,1980,25,34,62.359778826376285,13.670102036700948,20.050506957047798,3.919613873764872,123975.0,bl-v3
india,1980,35,44,74.67299114213003,11.919937088371178,11.542129602324236,1.861684087508328,91557.0,bl-v3
india,1980,45,54,75.52879702122237,11.806078745062507,10.951350926620702,1.7046686393045742,70633.0,bl-v3
india,1980,55,64,79.74957266769876,10.551160689669798,8.50340805463067,1.2027234746463642,47153.0,bl-v3
india,1985,15,24,46.17175359132968,20.516453197689277,30.3657267010889,2.9469789376821223,195610.0,bl-v3
india,1985,25,34,56.29583299736923,16.22172940653934,23.179320031432574,4.2946806518842475,146345.0,bl-v3
india,1985,35,44,64.21948618626611,15.358812501848071,17.033844781533062,3.3868576835506667,101457.0,bl-v3
india,1985,45,54,71.28868981064021,14.475064665722014,12.121056936751256,2.123011464639959,77630.0,bl-v3
india,1985,55,64,74.05133525456291,14.236764988416118,10.190217174285662,1.5211001864722837,53091.0,bl-v3
india,1990,15,24,40.21556930395825,20.11783931458131,36.61395002540298,3.0537079580619837,216510.0,bl-v3
india,1990,25,34,51.046192961129066,18.628759272986038,24.835815578023542,5.481811011948884,168635.0,bl-v3
india,1990,35,44,55.80772888363851,18.592905577588386,20.939786431524766,4.659579107248333,118510.0,bl-v3
india,1990,45,54,63.670974989102646,18.175814709659175,15.09571857733586,3.058130132064135,84883.0,bl-v3
india,1990,55,64,69.85319602036402,17.658465211459752,10.70225984094766,1.7861201876684523,60106.0,bl-v3
india,1995,15,24,34.39200029122555,20.98122648781992,38.361014706890046,6.26460114948436,233496.0,bl-v3
india,1995,25,34,46.66722675057015,18.015898513387953,28.31429306740434,7.003483296731143,189424.0,bl-v3
india,1995,35,44,52.693083166318424,17.49838429064859,23.57693097664634,6.232310633519538,140706.0,bl-v3
india,1995,45,54,59.8102658762333,16.653650980846383,18.60207014920658,4.934887279006833,94969.0,bl-v3
india,1995,55,64,68.91052718679647,15.328772978694852,12.86399057743056,2.8984360323826275,67073.0,bl-v3
india,2000,15,24,28.854275130148448,18.679585998461796,47.76416038308283,4.703173303239121,258743.0,bl-v3
india,2000,25,34,41.80506436231906,16.392752425817477,31.57499133721846,10.23674685109084,209517.0,bl-v3
india,2000,35,44,49.79256406623463,16.527405995121107,25.728255981568633,7.951773957075622,162332.0,bl-v3
india,2000,45,54,55.30084389622963,15.40226751169837,22.15321727593811,7.141839916094447,111554.0,bl-v3
india,2000,55,64,66.55792369683576,13.408535388927818,15.442227103660176,4.589494501644117,74204.0,bl-v3
india,2005,15,24,18.22015226773628,21.86827943692804,54.74167965583889,5.169617771958628,288702.0,bl-v3
india,2005,25,34,34.732746931567334,17.00013059602649,38.65996066225165,9.606989227373068,226500.0,bl-v3
india,2005,35,44,45.84692593648566,17.03099751074656,28.436599975875076,8.685778028774456,182384.0,bl-v3
india,2005,45,54,50.882178414494675,16.80142200385241,24.743790781315834,7.57279163907783,132904.0,bl-v3
india,2005,55,64,58.45282404262166,15.277816831742173,19.95891264704831,6.3105852135254645,83901.0,bl-v3
india,2010,15,24,11.938652724849712,21.33504606220576,60.63636810397959,6.082886995130798,309907.0,bl-v3
india,2010,25,34,28.339042543467464,16.163577625434677,45.93010797814207,9.575044888226527,251625.0,bl-v3
india,2010,35,44,41.24357976518652,16.92670383555124,31.944895236300898,9.884819278900501,201692.0,bl-v3
india,2010,45,54,49.38219378796354,16.994004981595406,25.88550368742115,7.738121106096275,153766.0,bl-v3
india,2010,55,64,54.77917467683129,15.860732013539442,22.343402738019908,7.016692178664337,99561.0,bl-v3
india,2015,15,24,8.69000761245045,17.20362258623147,60.11778283589559,13.992186350360758,329723.0,bl-v3
india,2015,25,34,17.564976451846892,20.261575800064556,48.35598713094301,13.810922733598721,288133.0,bl-v3
india,2015,35,44,35.185122891823205,16.96422608363397,38.18550067532745,9.65840169542732,225076.0,bl-v3
india,2015,45,54,46.49023795290855,16.82924980992786,28.06231760329188,8.618043852979927,172303.0,bl-v3
india,2015,55,64,51.515276381487865,16.52393068434524,24.437084714471535,7.523710233709562,119165.0,bl-v3
latam,1950,15,24,41.71541273584906,48.94175445492663,8.601585102201257,0.7261913653039832,30528.0,bl-v3
latam,1950,25,34,44.22151303353994,47.950550793441465,6.520787726933052,1.2960081761835687,22749.0,bl-v3
latam,1950,35,44,45.93753347707671,46.924147753064005,5.865529391738538,1.2585082841579662,17624.0,bl-v3
latam,1950,45,54,49.47198871541196,44.18463131859638,5.118374555572731,1.2060643066934613,12938.0,bl-v3
latam,1950,55,64,53.36110005920662,41.460731793960925,4.145763173475429,1.0275737122557727,8445.0,bl-v3
latam,1955,15,24,37.10305117239345,51.28551157646365,10.601287125792656,1.0101271198938213,33905.0,bl-v3
latam,1955,25,34,42.20096839530707,48.94750487254939,7.438512630412353,1.4096384759429816,26167.0,bl-v3
latam,1955,35,44,43.69092263610315,48.1871555092472,6.679107059129982,1.440184943995832,19195.0,bl-v3
latam,1955,45,54,46.2074615810605,46.42343970649315,6.004344455212515,1.365010383497162,14446.0,bl-v3
latam,1955,55,64,50.21984357311928,43.30385921580734,5.218936914685603,1.2604867757538334,9717.0,bl-v3
latam,1960,15,24,32.12142087984241,52.7486024950755,13.665839264609323,1.4836617202889035,38075.0,bl-v3
latam,1960,25,34,38.06883145912858,51.264300010316724,8.974232607723785,1.7003335740568795,29079.0,bl-v3
latam,1960,35,44,42.14348894808169,48.66578718631712,7.525297443805783,1.6604579653254825,21399.0,bl-v3
latam,1960,45,54,43.31456836995083,48.13990477375988,6.995942615298437,1.5529078234891394,16067.0,bl-v3
latam,1960,55,64,46.599073905109485,45.513457116788324,6.403046532846715,1.491625912408759,10960.0,bl-v3
latam,1965,15,24,27.003917044424295,53.17875770625566,17.687890752493203,2.127769945602901,44120.0,bl-v3
latam,1965,25,34,32.48449427718338,53.38726362279175,11.658712366260263,2.46665775068425,32152.0,bl-v3
latam,1965,35,44,38.768623330074945,50.45094534050179,8.860459840338873,1.9187732160312803,24552.0,bl-v3
latam,1965,45,54,41.0998246215367,49.3106929448729,7.849228220508428,1.730000571265353,17505.0,bl-v3
latam,1965,55,64,44.05738672286618,47.40180108616359,6.9732317419145655,1.5666385669125398,12337.0,bl-v3
latam,1970,15,24,21.05168997801531,53.55125881282693,23.042155446895613,2.350862140853612,52764.0,bl-v3
latam,1970,25,34,27.474679307958475,53.96082435986158,14.95375252595156,3.5589168166089964,36125.0,bl-v3
latam,1970,35,44,33.37437712655033,53.25604690301101,10.86266600812205,2.4884729082061976,27333.0,bl-v3
latam,1970,45,54,38.001002444987776,50.92193408720456,9.006966177669113,1.9884927669111652,19632.0,bl-v3
latam,1970,55,64,41.432811958405544,48.98817229924899,7.834371750433275,1.7267287694974003,13848.0,bl-v3
latam,1975,15,24,15.185946719400635,56.90965111979292,23.376552838470072,4.505294136561682,62199.0,bl-v3
latam,1975,25,34,24.657450938363347,54.55005501571876,15.339247642183484,5.453472658854911,41988.0,bl-v3
latam,1975,35,44,28.55049600368385,55.97434693944676,11.381728447850543,4.091926783541098,30403.0,bl-v3
latam,1975,45,54,32.49401823868893,54.990860390325565,9.272448566016124,3.2423551698312703,22699.0,bl-v3
latam,1975,55,64,33.65485146566988,54.835387238507444,8.56400288543511,2.94242573283494,15249.0,bl-v3
latam,1980,15,24,13.388666444499984,51.464248798911385,30.165996139853924,4.984182565469744,72018.0,bl-v3
latam,1980,25,34,18.132044903636007,52.8203073713491,20.419286509040337,8.636945161931253,50330.0,bl-v3
latam,1980,35,44,25.278645505421473,55.65804622828495,13.630139909059112,5.434533927946835,34308.0,bl-v3
latam,1980,45,54,31.565401660959576,55.01976069587121,10.003293974101625,3.401279568622821,25407.0,bl-v3
latam,1980,55,64,36.79194621907307,52.11035079567894,8.522777326054129,2.5613085143454524,17218.0,bl-v3
latam,1985,15,24,11.732363365043836,47.65568500901573,34.13715923646087,6.473389790461979,80415.0,bl-v3
latam,1985,25,34,14.948203810457626,50.282678646898724,25.28468547664531,9.489202576369753,59153.0,bl-v3
latam,1985,35,44,20.877327934207557,53.58189002833287,17.93861545019181,7.598484818092921,39883.0,bl-v3
latam,1985,45,54,27.769148544959513,54.9328294614759,12.605267494077296,4.693846045047912,28281.0,bl-v3
latam,1985,55,64,34.933648000000005,52.58609499999999,9.39816,3.0831445,20000.0,bl-v3
latam,1990,15,24,8.013255603012768,47.245733213924865,37.388513594194904,7.3403289473684215,87096.0,bl-v3
latam,1990,25,34,14.274386082888677,44.41450113295812,30.43565294934581,10.883248446750967,68405.0,bl-v3
latam,1990,35,44,17.10596156256528,51.22070419887194,21.948383329851683,9.733386672237309,47870.0,bl-v3
latam,1990,45,54,24.76878083047143,53.69754979706525,15.307556977833281,6.212735872619419,32030.0,bl-v3
latam,1990,55,64,32.214327534813364,52.81813898651954,11.130279396716643,3.851902834008097,22477.0,bl-v3
latam,1995,15,24,6.863386733019218,43.087328498067656,42.898678278363064,7.14463973741331,94445.0,bl-v3
latam,1995,25,34,11.77045137706035,40.365756531537436,35.508158460208065,12.356909017059301,76322.0,bl-v3
latam,1995,35,44,13.901736430257113,47.4445586173856,27.23532232020867,11.418387423035293,56357.0,bl-v3
latam,1995,45,54,20.75465021235676,51.68052354622432,19.101683361380452,8.466474610679276,37437.0,bl-v3
latam,1995,55,64,28.762252566490943,52.65415315708113,13.499727694320029,5.086133417892108,25229.0,bl-v3
latam,2000,15,24,5.481542504570383,34.57353360225738,52.40070016294412,7.53326196248311,100648.0,bl-v3
latam,2000,25,34,7.969718204338107,38.250615551930395,40.70288949308199,13.071790707510123,82755.0,bl-v3
latam,2000,35,44,11.665554380803531,42.41337700346296,33.09749639912966,12.816892065826975,65262.0,bl-v3
latam,2000,45,54,16.44303339394208,48.720782961550405,24.157158632311848,10.68371302496785,45098.0,bl-v3
latam,2000,55,64,24.732161027242753,51.5710834634739,16.771581467985424,6.924350858927643,28815.0,bl-v3
latam,2005,15,24,3.339315242881072,28.510025460636513,60.65842919358699,7.410486910744196,104475.0,bl-v3
latam,2005,25,34,5.2982536204480235,33.03630469601583,47.00513469623829,14.512997464017973,89906.0,bl-v3
latam,2005,35,44,7.669385380693965,37.89734322753933,40.5057380913227,13.810729594913116,72972.0,bl-v3
latam,2005,45,54,11.671476615869679,44.35267322273102,30.99916128669019,12.913017979130696,53284.0,bl-v3
latam,2005,55,64,19.82901280730163,49.598362726335935,21.496016487560727,9.035535698513176,33965.0,bl-v3
latam,2010,15,24,1.3363049340837974,24.78730293263674,64.71446811309585,9.158693045676218,106423.0,bl-v3
latam,2010,25,34,3.938139525232404,27.011858814741036,50.02236948041169,19.02820270999336,96384.0,bl-v3
latam,2010,35,44,5.950690821742083,33.981018437004806,43.71145597001786,16.35572201121815,79514.0,bl-v3
latam,2010,45,54,8.832959785868619,39.55846157567158,36.663849527556515,14.944921151923635,62018.0,bl-v3
latam,2010,55,64,14.947559538245136,46.56658073434544,26.579443420478245,11.908031478876655,41234.0,bl-v3
latam,2015,15,24,0.8374950836018502,24.82332357747597,58.83436123754744,15.516831069789772,108311.0,bl-v3
latam,2015,25,34,4.480702116986054,22.964731313334006,52.13009691983545,20.429019464231967,99670.0,bl-v3
latam,2015,35,44,7.312813158954675,26.488921268983816,49.12049150614827,17.07855829601725,84414.0,bl-v3
latam,2015,45,54,10.656650535078999,30.02518270463351,44.3010713102594,15.019786544527502,69429.0,bl-v3
latam,2015,55,64,17.13663773394031,35.097815073343455,34.54464683864441,13.221443196762774,49425.0,bl-v3
mena,1950,15,24,83.1208070156846,12.992883637134378,3.298281581178465,0.5871857778719797,18872.0,bl-v3
mena,1950,25,34,86.75337892076706,9.223632376988256,2.9560056488776576,1.0678474803032556,13454.0,bl-v3
mena,1950,35,44,90.20639397406559,6.744986651411137,2.287769832189168,0.761214721586575,10488.0,bl-v3
mena,1950,45,54,91.43222236620448,6.162964882726449,1.8433173513023198,0.5652753660748995,7717.0,bl-v3
mena,1950,55,64,91.33663184864012,6.972684272763106,1.3342648797792667,0.3555794245171462,5074.0,bl-v3
mena,1955,15,24,80.13002954281286,14.48182342115459,4.564768016272762,0.8160717745060054,20648.0,bl-v3
mena,1955,25,34,84.05224864655838,11.581583526682136,3.252183552461975,1.1011820056715649,15516.0,bl-v3
mena,1955,35,44,87.06548683623383,9.279726015171796,2.710981704596162,0.9270281124497992,11205.0,bl-v3
mena,1955,45,54,89.92569865913903,7.355565749235475,2.0769395436367915,0.6225511644318984,8502.0,bl-v3
mena,1955,55,64,91.24279448178281,6.689626812875839,1.6123470109656879,0.4419702865228156,5654.0,bl-v3
mena,1960,15,24,74.42657319900144,18.393209254636233,6.1409580064194005,1.0350401212553495,22432.0,bl-v3
mena,1960,25,34,81.18263101362429,13.295783255130308,4.1560811803945965,1.369516083441687,17689.0,bl-v3
mena,1960,35,44,84.91723156953589,10.974817524181093,3.0251824758189065,1.0840120295862796,12303.0,bl-v3
mena,1960,45,54,86.61204000430153,9.958242821808797,2.584418754704807,0.8448983761694806,9299.0,bl-v3
mena,1960,55,64,91.85436752674636,5.830404342353682,1.78261013215859,0.5339773442416614,6356.0,bl-v3
mena,1965,15,24,66.5301277565942,22.435028106450723,9.657208616690907,1.3742450568025473,25439.0,bl-v3
mena,1965,25,34,76.0595036167313,16.522764964881016,5.6697101373309575,1.7461909005136809,19078.0,bl-v3
mena,1965,35,44,82.27089768883879,13.011178128523111,3.4474619503945885,1.251878523111612,14192.0,bl-v3
mena,1965,45,54,85.15917841814837,10.931699366441856,2.8889188636828123,1.0042305334150827,9786.0,bl-v3
mena,1965,55,64,88.95468789275242,8.196620583717358,2.165148722245496,0.6877447283898898,7161.0,bl-v3
mena,1970,15,24,57.28454852266939,27.35947338257769,13.495583927661743,1.8575261079979624,31408.0,bl-v3
mena,1970,25,34,70.40771786277602,18.898821963722398,8.252657728706625,2.405195682176656,20288.0,bl-v3
mena,1970,35,44,79.49253568791534,14.513472803347282,4.416989908934284,1.567405857740586,16252.0,bl-v3
mena,1970,45,54,84.69022272727274,11.058257272727275,3.1260454545454546,1.128612727272727,11000.0,bl-v3
mena,1970,55,64,87.54940047070482,9.082016598538337,2.5183636814071595,0.8356212064907717,8073.0,bl-v3
mena,1975,15,24,46.898828049694764,32.615562814608545,18.425249544821675,2.046709863982007,37348.0,bl-v3
mena,1975,25,34,63.35840716019417,20.648950242718445,12.538487343966713,3.4298994452149794,23072.0,bl-v3
mena,1975,35,44,76.21221903131385,16.157133152924285,5.618888275252664,1.9890511956701828,18107.0,bl-v3
mena,1975,45,54,82.55545896925459,12.366563444665635,3.7486109267861094,1.3328474526284748,13563.0,bl-v3
mena,1975,55,64,88.17985875706215,8.24603695856874,2.6178166195856876,0.9569938794726929,8496.0,bl-v3
mena,1980,15,24,37.811282667949335,33.67335761240523,25.16345862250624,3.353706223230032,43659.0,bl-v3
mena,1980,25,34,52.19943867229023,25.836206151630492,17.04433254466276,4.923270239687276,29163.0,bl-v3
mena,1980,35,44,68.77748768725631,19.548797455366305,8.600539195567414,3.072092653396265,19492.0,bl-v3
mena,1980,45,54,77.69640032638715,15.566125407983932,4.884260607582223,1.8568114486567913,15932.0,bl-v3
mena,1980,55,64,84.20534028203555,11.060620273860616,3.3557142857142863,1.3832904148783978,9786.0,bl-v3
mena,1985,15,24,27.211007692908467,35.903746290221804,30.708727936582317,6.131554982817869,51216.0,bl-v3
mena,1985,25,34,41.924342573992234,29.983767510379,19.12824293558323,8.943034953796706,37335.0,bl-v3
mena,1985,35,44,57.67643752190678,24.5865019277953,12.055993252716439,5.659976340694006,22824.0,bl-v3
mena,1985,45,54,70.66624103216849,20.34595116871095,6.031032747049294,2.953581346910437,17284.0,bl-v3
mena,1985,55,64,78.24745951751487,15.873522802379378,3.6992357898215467,2.2026536682088564,12104.0,bl-v3
mena,1990,15,24,22.204967791673806,34.94573873565188,36.160430015418875,6.695051910227857,58370.0,bl-v3
mena,1990,25,34,34.74064063027574,30.627701519414746,25.25072211592572,9.38283398987057,44425.0,bl-v3
mena,1990,35,44,48.87322756888829,27.339158069770598,16.38709006379802,7.368044319261572,29468.0,bl-v3
mena,1990,45,54,64.69045986350342,22.16065810854729,8.825363449247101,4.201578918860362,18462.0,bl-v3
mena,1990,55,64,74.74734912255671,18.024042659437864,4.82640105578542,2.3178006848337853,14018.0,bl-v3
mena,1995,15,24,16.5220162533487,35.056587694748345,40.88927967433437,7.519163087238279,66817.0,bl-v3
mena,1995,25,34,26.95814833210816,31.96220094172809,30.54855780501858,10.495764806389445,50333.0,bl-v3
mena,1995,35,44,41.78763181043488,29.207294518665126,20.21456897025675,8.785019517290669,36378.0,bl-v3
mena,1995,45,54,57.571230478647436,23.677097710415993,12.616237158520294,6.134506380430277,21707.0,bl-v3
mena,1995,55,64,70.89175968992248,19.38801485788114,6.41503488372093,3.3013217054263566,15480.0,bl-v3
mena,2000,15,24,13.194744851024685,31.233212807277553,46.913731537793225,8.656183369959626,78268.0,bl-v3
mena,2000,25,34,21.01428576422878,33.61090511816529,33.34610019577682,11.950257831072577,57208.0,bl-v3
mena,2000,35,44,33.65500220607017,30.40614796925435,26.41960313958619,9.554548916703434,43063.0,bl-v3
mena,2000,45,54,47.29724674476806,27.677147002285004,17.032742374233795,8.003933480831309,27571.0,bl-v3
mena,2000,55,64,63.130828075235854,22.409299320954272,9.648833603749774,4.736161889309537,16641.0,bl-v3
mena,2005,15,24,13.396354096140824,22.824984474587353,54.732163518782244,9.038329909182174,85666.0,bl-v3
mena,2005,25,34,16.588146556227148,31.139067383031115,38.17023893739274,14.096408178494144,67005.0,bl-v3
mena,2005,35,44,26.70655292182073,32.15219344748441,30.484284524607475,10.642244023317692,49233.0,bl-v3
mena,2005,45,54,39.670512386565896,30.327415015610867,21.020879168976688,8.979905751218231,34271.0,bl-v3
mena,2005,55,64,55.12506370416408,25.566875906360057,13.044370727159727,6.264721359022166,19308.0,bl-v3
mena,2010,15,24,12.792277668721518,16.61032682439646,58.19414321957043,12.403711356774691,87111.0,bl-v3
