region,year,stock,head,imm_head,investment,depreciation,writeoff,mig_in,mig_out,revaluation,charge_own,charge_imm,gdppc,net_own,net_total
ssa,2076,20511118149418.406,1501386433.2985153,0.0,1032974166367.9982,917742044030.7743,124060869722.21893,0.0,14833092204.43851,11417744463.45247,1041802913752.9932,0.0,35021.86919580021,-8828747384.994995,-23661839589.433506
us,2077,44768117418402.984,154821358.3940969,34549304.57678945,1656140366947.3997,2205686338700.387,250634648359.7412,580150860525.7686,0.0,8676002779.272041,1893972621392.9722,562348365667.1575,133488.32757782933,-237832254445.5725,-220029759586.96143
oecd-ex-us,2077,39913861276879.47,229926549.47772056,35472878.73060445,1481014789056.9578,2010587858813.7307,213431309444.22546,353551290704.1303,0.0,6059536577.78975,1851757557721.06,372261610536.8954,111024.93491626681,-370742768664.1023,-389453088496.8674
china,2077,16103567481839.486,215278279.20055422,0.0,450702125927.08435,901281653794.9944,94490381763.23361,0.0,7710505393.327976,4452051820.240885,995772035558.228,0.0,86441.30039092338,-545069909631.1437,-552780415024.4717
india,2077,22719763618635.53,835303699.5648597,0.0,1217851027195.7124,1200738335396.498,267806751477.85483,0.0,40169301185.18829,7574308111.586868,1468545086874.3528,0.0,52761.133252046384,-250694059678.64038,-290863360863.8287
latam,2077,11293955789864.584,225012745.09594154,0.0,471818062460.70557,586824240934.8628,80781268264.10558,0.0,10874229352.073235,3059874740.6743884,667605509198.9684,0.0,68677.58587556785,-195787446738.26282,-206661676090.33606
seasia,2077,13341310574767.459,280483416.3886978,0.0,561201997535.09,686526726511.7974,94186992321.87401,0.0,5367541680.529642,5084759812.811453,780713718833.6714,0.0,65421.393718672996,-219511721298.58142,-224879262979.11105
russia,2077,11203804854583.996,122849471.47471482,6832132.329276081,459706498456.55035,544721000542.9374,65114024845.953186,34405169822.37092,0.0,3651388893.4350553,574865325557.7201,34969699831.17007,80817.45834315551,-115158827101.16974,-115723357109.9689
mena,2077,21133333073408.85,278614090.8035417,0.0,1231101014554.111,1149820532369.3606,291161645728.7566,0.0,24816384138.546284,4768295790.471378,1440982178098.1172,0.0,81177.30984281303,-209881163544.0061,-234697547682.5524
ssa,2077,20493578638065.52,1501355703.1978178,0.0,1026681940868.9441,918969939951.288,123836810749.60187,0.0,12275645132.56272,10860943611.624273,1042806750700.8899,0.0,36263.45106010196,-16124809831.9458,-28400454964.508522
us,2078,44562425922599.9,153680185.39017126,34622757.965518646,1648952663635.2498,2195509049049.7314,249211317119.353,580710291129.1613,0.0,9365915601.527433,1881078089523.92,563642276645.1655,135504.44238479,-232125425888.67017,-215057411404.67444
oecd-ex-us,2078,39547306058677.914,226684438.07588446,35412755.85742012,1467880468559.4834,1990768008297.4717,211234776610.82135,361621210967.0523,0.0,5945887180.219027,1830861720673.8591,371141064234.4345,113013.70427330532,-362981252114.37573,-372501105381.75793
china,2078,15581415913407.34,206112703.9807879,0.0,439636527870.42065,867790086152.6439,91430468837.5837,0.0,6658847629.789078,4091306317.452774,959220554990.2277,0.0,88320.67163998078,-519584027119.807,-526242874749.59607
india,2078,22433813906874.527,823289100.8793378,0.0,1200291040020.0862,1186951546237.7512,263787197763.33545,0.0,42710020727.10619,7208012947.105745,1450738744001.0867,0.0,54308.93598053645,-250447703981.0005,-293157724708.1067
latam,2078,11093238852433.186,220419402.02903962,0.0,462899919542.4428,576475596139.9938,79234637528.50551,0.0,10875213990.325409,2968590684.9866924,655710233668.4993,0.0,70413.29798628995,-192810314126.05646,-203685528116.38187
seasia,2078,13125563415526.875,275463542.0698628,0.0,552219236897.7101,675663328852.0787,92537559606.67711,0.0,4978514435.91797,5213006756.378733,768200888458.7559,0.0,67123.69971407067,-215981651561.04578,-220960165996.96375
russia,2078,11093282340442.184,121397903.35399704,6836678.64251383,455457965248.5581,539517126112.57983,64433728418.5909,34373324898.207634,0.0,3597050242.5963917,569083174945.0616,34867679586.10882,82657.92541823213,-113625209696.50354,-114119564384.40472
mena,2078,20907249556745.707,275691872.2345073,0.0,1216754451666.985,1139080349595.1292,287471847544.7495,0.0,21052559831.45641,4766788641.195009,1426552197139.8787,0.0,83020.43908049716,-209797745472.89355,-230850305304.34998
